longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-123.74,39.21,36,6338,373,807,471,1.7165,low
-122.89,38.87,33,3500,1302,3331,1216,1.899,low
-116.67,36.19,17,2280,216,678,280,3.6611,high
-123.0,36.45,18,4179,2812,747,114,5.184,low
-122.84,35.12,13,2051,1040,2490,773,3.3864,low
-122.54,38.06,27,7478,631,1833,1026,5.3226,high
-123.01,36.98,32,6862,746,384,23,8.3931,low
-121.11,34.48,18,3085,699,519,645,3.9667,low
-120.81,38.87,29,4571,1847,1111,392,2.7058,low
-120.15,33.86,52,2598,1678,3405,1627,2.2857,high
-120.78,37.31,18,3116,956,1319,668,6.1995,high
-117.09,37.09,21,3728,262,6187,923,4.2411,high
-116.52,39.21,18,1516,1209,6083,376,2.1273,low
-117.82,38.0,52,5774,1422,1728,1243,1.7572,high
-119.6,35.62,51,4587,3020,2946,292,6.075,high
-118.23,36.97,38,432,1400,2376,1323,5.583,high
-118.6,36.0,18,6893,107,3059,84,4.3321,low
-123.59,33.67,36,1237,1232,5359,706,1.4224,low
-123.17,35.44,37,5823,1633,520,1421,5.3908,high
-117.16,35.35,52,2163,1555,3504,3262,4.4904,low
-118.78,36.98,52,4566,111,2983,837,1.8828,low
-116.09,37.86,12,2309,593,4460,1473,2.8446,high
-116.31,38.66,17,3469,1474,4327,799,3.9443,low
-120.74,38.74,52,2650,441,572,1028,2.5868,low
-122.76,36.61,25,532,449,3320,1147,5.9177,low
-123.85,37.52,45,2150,83,1129,165,2.6842,high
-115.32,34.47,52,719,1544,3166,1157,1.9125,low
-122.52,38.78,18,4166,813,1156,713,4.0865,low
-122.25,33.71,52,5492,2162,460,1634,6.112,low
-119.41,36.83,47,6605,1112,3029,861,6.6054,low
-124.1,37.11,45,2735,232,2086,1780,3.3162,high
-118.44,35.6,17,1395,1615,2067,2159,5.2174,high
-119.36,37.77,27,1244,994,328,307,2.4635,low
-120.29,40.8,38,2864,1137,2790,368,4.9063,high
-121.3,34.01,52,495,770,1380,1497,3.4861,low
-122.03,38.79,52,688,1645,1566,1270,7.3267,high
-118.24,34.83,52,4781,291,1520,408,3.4485,high
-120.44,35.64,36,3144,306,4684,1165,0.9241,low
-122.44,40.25,2,696,210,3008,670,5.5925,high
-115.39,35.06,29,2354,1063,1978,1180,8.1844,low
-120.36,38.56,27,336,91,1490,914,7.6091,low
-123.88,37.92,18,10035,378,882,1997,2.4814,high
-118.3,33.6,38,7214,1118,3717,771,1.7805,high
-121.62,38.12,18,3424,579,420,420,5.2121,low
-123.73,35.25,27,1494,1540,457,503,2.6466,high
-119.61,34.14,52,7812,454,821,3329,4.8984,high
-120.77,40.66,9,3690,1507,1247,1267,15.0,low
-117.89,41.07,18,8039,750,3950,2753,2.8155,low
-118.72,41.31,36,6510,910,1454,1989,2.2017,low
-116.57,36.43,18,3090,1995,2782,876,1.6111,low
-118.44,35.52,38,5830,1194,2009,655,5.3081,high
-122.49,39.21,49,2768,1186,505,1534,5.8652,low
-123.88,37.01,36,2840,389,5019,1557,4.5526,low
-119.17,33.07,52,2211,1759,189,784,2.5962,high
-119.96,37.01,29,1722,406,1875,656,1.6591,low
-117.53,40.26,29,4472,692,2650,178,4.0505,low
-122.85,36.3,27,1317,1300,535,843,7.167,high
-121.96,34.97,36,18448,1540,643,499,4.6417,low
-123.8,33.59,36,3828,4135,2988,1020,1.1434,low
-121.35,36.27,7,4052,2124,930,36,1.6429,high
-121.39,37.22,17,3453,369,7302,1211,1.6691,high
-116.34,36.0,18,3101,149,2791,1033,3.2176,low
-118.09,36.41,29,2646,410,5634,1577,5.6305,low
-115.64,36.04,36,893,1979,3403,184,2.1139,low
-123.35,34.36,17,980,903,9842,487,7.2988,high
-117.46,34.43,36,1324,614,3900,1625,3.5486,high
-115.48,37.69,52,4119,714,2721,139,3.6287,high
-123.37,34.54,52,1179,235,2927,1634,5.7907,low
-117.69,33.53,27,3657,864,2036,2666,5.2642,low
-122.26,33.67,52,1210,1274,2437,498,5.1129,high
-120.19,33.35,52,3078,1293,728,1009,3.4883,high
-117.54,36.1,17,304,839,173,605,4.6681,low
-121.93,36.83,18,8416,325,13251,695,4.038,high
-122.89,39.04,38,1579,1167,1155,569,3.071,high
-121.96,40.25,10,337,176,1373,588,5.0427,high
-123.96,40.77,36,2227,557,3423,662,4.355,low
-117.07,38.12,52,5693,448,3985,1724,8.9248,low
-119.1,40.54,52,1666,986,2780,159,4.1883,low
-115.64,40.41,52,437,39,3020,321,6.0487,high
-123.18,38.4,17,2501,588,2776,1853,4.6302,high
-121.54,37.39,17,5301,1023,2299,873,2.0819,low
-121.08,37.2,52,1207,3020,1583,183,4.9236,high
-122.26,35.75,52,1609,851,1019,697,5.5921,low
-116.43,37.02,24,777,1860,4042,2553,2.1474,high
-116.99,37.98,52,703,1453,2540,1630,2.8512,high
-122.78,33.5,52,4579,550,1937,1220,2.6641,low
-115.96,34.41,18,5871,710,333,88,1.7714,low
-120.11,32.63,4,4357,32,4353,169,7.3718,high
-121.89,40.19,16,3964,1298,541,979,4.0966,low
-116.09,38.63,28,1730,1755,1215,942,4.7717,low
-119.61,36.61,17,4349,369,573,1078,5.1708,low
-121.27,32.86,19,5891,1456,32,1096,3.8897,low
-116.44,39.94,52,2485,613,13251,931,5.6485,high
-121.49,38.52,52,2899,2953,149,1585,4.0536,low
-120.74,38.47,5,484,385,3556,1310,8.1839,high
-122.11,39.24,38,10655,928,989,2159,3.3398,low
-122.35,39.21,48,2578,914,3540,1333,5.9009,high
-119.04,41.5,26,3260,840,595,605,5.1265,high
-121.86,33.75,52,5526,1424,1430,1204,5.6228,high
-118.21,38.69,28,4045,49,313,2225,6.0176,high
-116.34,36.43,52,2638,1655,1702,851,2.1078,high
-121.06,33.73,36,2519,423,2485,2538,4.2917,high
-117.14,40.62,24,2553,798,1776,982,3.6023,low
-116.98,37.38,26,1916,386,1289,1370,3.5903,low
-120.68,39.09,17,4378,425,2182,903,2.7472,high
-123.4,36.44,36,4709,612,419,2952,3.5357,high
-120.15,41.12,52,5160,1161,1913,325,3.73,high
-123.92,40.15,8,4928,319,182,1190,8.4112,low
-116.75,37.77,9,4794,973,3943,881,2.0139,low
-121.51,41.26,5,13195,2814,2085,2777,3.5481,low
-120.75,36.94,18,915,258,2280,210,1.6352,high
-123.85,36.9,45,1426,190,697,423,1.8214,high
-116.39,37.92,26,461,2527,2999,1258,5.7789,high
-116.26,35.7,42,1663,862,1895,1555,5.4197,low
-121.53,38.71,52,8272,230,1984,826,6.0715,high
-123.24,37.35,38,4247,594,3473,1243,12.4291,high
-118.33,36.28,52,1212,4183,1001,580,5.1423,low
-118.54,36.92,18,3523,1302,1062,879,7.226,high
-115.48,36.58,36,3980,1170,1957,989,3.6412,high
-119.68,38.38,18,280,181,4071,2418,2.5392,high
-122.37,35.64,18,824,1538,4169,931,2.735,low
-118.28,38.85,52,1955,240,1911,631,2.1216,high
-117.63,34.23,51,5768,911,8738,135,5.6271,low
-121.06,40.92,36,4292,93,3339,110,9.3586,low
-116.88,36.84,52,2336,413,680,3886,2.1221,high
-120.8,36.55,52,1656,797,403,1259,4.2383,low
-117.91,38.63,36,4304,1024,3439,1899,5.2851,high
-122.0,36.58,18,4865,475,2134,1133,3.434,high
-120.58,33.74,52,580,433,1482,753,5.7664,high
-121.82,35.79,27,5381,1198,734,982,5.3028,low
-121.27,39.68,32,3595,695,1491,1200,11.9666,high
-121.86,35.82,52,1430,347,4620,568,2.6437,low
-117.83,34.69,52,2049,361,615,1021,3.4914,high
-119.04,40.19,23,5255,2445,1001,930,5.3819,low
-124.35,40.8,33,4021,953,2334,1062,11.1121,low
-121.12,35.63,52,1532,390,2028,1300,3.6382,high
-121.72,36.01,52,3571,929,2203,2538,4.2067,low
-123.54,41.03,29,727,595,2081,2028,1.2069,high
-116.73,36.44,28,1926,1175,1901,63,8.6088,high
-123.38,34.55,18,2828,1374,282,742,2.0368,low
-117.1,36.71,22,1245,4072,2479,315,1.9392,high
-119.89,33.67,52,6698,2453,35682,1919,3.1987,low
-118.34,37.09,52,7923,887,1217,1078,3.1029,high
-120.52,39.44,20,1699,430,868,904,1.7396,low
-121.43,38.67,50,2599,773,2867,9,3.141,low
-123.17,38.66,38,3410,747,1290,709,2.9917,high
-115.85,39.65,27,1667,2007,397,42,4.4196,high
-116.43,34.69,52,1200,1570,273,1335,3.1742,low
-122.74,34.27,52,1329,175,1073,417,6.7694,low
-124.23,35.63,25,3009,2007,1383,1238,4.4191,high
-122.0,38.48,6,2366,2453,4713,613,3.7261,high
-121.53,34.19,33,912,458,537,497,3.0294,low
-119.49,40.69,38,3373,3680,2006,1369,2.7426,high
-117.4,33.59,34,3895,504,1117,863,3.5719,high
-114.68,38.98,27,2900,350,171,643,4.8824,low
-122.18,38.47,25,5548,4135,552,916,1.3448,low
-117.27,40.94,52,6526,948,743,470,2.7717,high
-120.18,37.97,52,4842,643,2756,2117,4.221,low
-119.61,40.47,52,459,1803,2568,2803,1.6333,low
-123.96,38.19,29,2370,994,1670,1,8.3837,high
-116.87,40.05,17,5321,390,3575,532,8.2664,low
-122.69,37.52,18,842,1415,6034,1244,4.7708,high
-120.97,41.92,52,1469,1486,1256,2374,4.3875,low
-121.33,36.32,11,1530,1351,2718,346,6.0398,low
-118.5,34.83,52,1086,357,1700,889,4.6793,low
-119.59,39.49,34,7010,262,3628,393,4.5625,high
-122.2,33.57,36,3883,88,2240,1492,8.1189,low
-119.77,34.86,27,2721,554,1399,597,4.5724,low
-119.31,38.49,36,1920,997,3794,173,4.59,low
-116.45,37.72,46,3823,365,5229,707,5.4193,high
-117.82,40.5,18,3801,724,1678,806,2.3147,low
-116.39,37.63,25,3361,2708,1893,192,3.7672,high
-120.2,33.74,52,1159,817,1648,325,3.148,low
-119.6,37.26,16,3095,1831,1187,2180,1.3125,low
-120.75,36.27,52,5943,996,1177,449,2.2141,high
-121.38,36.73,52,1618,422,2907,354,4.1458,low
-118.65,33.91,52,3561,229,3954,279,6.3302,low
-120.0,35.06,30,2072,1142,818,312,3.5179,high
-118.52,36.69,33,2279,2366,2918,1266,1.7652,high
-121.62,36.88,1,2739,326,521,5189,3.069,high
-120.59,34.41,11,5524,1621,1099,644,4.3472,low
-118.9,33.65,42,2547,396,678,2028,5.2,low
-116.2,35.23,27,7151,1852,2803,18,5.1178,high
-123.13,41.26,30,3757,106,2292,982,2.2101,high
-119.35,38.09,36,735,868,536,1266,2.5592,low
-120.17,40.42,36,1050,483,843,150,6.632,high
-120.42,33.5,42,176,237,1127,499,2.2407,high
-117.52,36.37,26,1953,397,3251,428,4.7932,high
-120.07,39.79,4,2752,1171,1413,768,2.2462,high
-122.99,33.66,29,2194,1145,3079,329,3.2689,low
-119.89,38.46,52,45,2656,1782,2028,11.615,high
-120.83,36.81,38,1620,2005,1690,2552,1.6471,high
-121.75,33.4,29,195,454,4865,1291,5.1626,high
-117.9,41.78,17,3547,2865,2840,2007,2.8913,low
-122.79,34.29,29,651,625,2152,1421,4.1958,low
-123.76,40.26,52,3970,984,1298,1219,1.2902,high
-124.03,39.34,52,1347,726,998,1318,4.4148,high
-114.62,39.08,25,2160,1130,1273,1498,5.6716,high
-118.46,33.8,52,1418,3457,850,679,2.7566,low
-117.87,36.28,18,1815,159,1405,271,2.543,high
-119.09,35.45,3,91,1315,2282,852,4.9342,low
-120.07,41.35,18,7808,1921,11139,2157,0.8571,low
-116.52,37.23,38,1157,1355,391,1244,9.4664,low
-116.01,41.31,17,8742,1066,1679,1129,10.8758,high
-114.59,36.27,28,2657,593,2595,352,1.6786,high
-117.27,39.93,27,986,2437,2790,1107,1.6378,low
-121.95,38.84,36,847,894,1494,1812,3.4331,high
-121.97,39.82,6,4747,366,2913,2323,5.0719,low
-114.65,34.86,29,1578,1217,29,294,1.6797,low
-117.69,34.81,10,928,2506,5860,735,4.174,low
-122.34,35.82,36,2081,1184,3264,346,3.524,high
-120.49,34.81,33,1468,1714,2147,1259,6.6689,low
-122.37,33.13,52,1914,1107,2315,1247,3.7232,low
-118.42,36.35,27,8352,425,1319,351,2.8812,high
-117.48,34.94,52,10505,701,970,2497,2.8237,high
-123.01,33.73,18,3317,624,1183,1815,3.1768,high
-118.12,38.53,29,1231,491,674,112,2.0437,high
-118.96,37.53,11,4528,957,1629,1042,3.0263,low
-120.58,33.92,52,1679,2560,183,1037,3.8273,low
-121.65,40.59,52,3851,222,1551,458,5.3602,high
-122.92,39.47,17,1737,472,3900,526,5.4351,high
-119.71,37.37,52,4603,713,4436,378,7.6473,high
-122.94,38.07,42,5212,442,3456,990,4.1615,high
-122.54,40.62,26,3251,41,5026,155,4.3586,low
-117.52,39.18,35,6259,2747,2352,1101,1.5922,low
-120.9,33.27,52,1390,1438,1481,744,3.9737,low
-119.65,34.5,18,1940,380,7732,336,4.0737,low
-121.86,35.95,52,622,1661,812,825,3.6364,low
-117.78,33.65,36,3652,507,1238,1124,1.0898,low
-119.49,38.12,17,2475,1153,2754,61,5.6403,low
-122.09,34.04,32,10093,1222,1019,606,3.2578,high
-119.9,33.01,38,1573,557,200,459,1.3042,low
-116.34,33.78,18,811,154,1357,224,3.0856,low
-120.49,36.11,52,2033,989,2537,75,2.9832,high
-123.8,33.57,27,3135,1081,3095,771,4.0341,low
-116.57,39.74,27,4154,872,2298,453,5.0769,low
-119.01,39.95,52,1115,240,1862,73,4.3819,high
-121.72,38.95,8,4701,326,1765,122,4.5306,high
-120.46,34.47,18,414,1000,2493,910,5.5376,high
-123.1,38.85,33,6483,281,3907,2180,2.4091,low
-119.89,38.34,52,1503,2527,800,973,6.3654,low
-119.44,40.4,32,3770,4819,4002,1226,1.8664,high
-116.9,40.95,17,5747,352,4406,2156,2.7002,high
-116.21,37.14,18,813,1434,2653,1396,2.5821,high
-122.26,34.69,52,5536,842,853,1812,2.8649,high
-117.86,38.63,16,2279,719,26,1399,1.7378,low
-118.58,34.41,17,1813,1570,417,1414,5.6558,high
-124.1,36.71,27,814,867,1304,1430,2.8841,low
-119.49,32.64,52,4216,518,5467,693,1.2096,low
-123.0,36.68,29,7916,1827,1692,150,4.3409,high
-121.2,40.89,5,4518,528,2814,118,2.7468,high
-123.17,35.63,36,1573,674,1631,2497,3.4286,high
-119.89,35.61,52,1081,1081,1835,2716,2.1366,high
-120.38,35.47,7,2144,1251,1980,2473,4.3889,high
-117.22,38.35,18,14291,1111,4332,2140,3.9531,low
-119.45,37.34,16,1025,95,2667,1176,4.1083,low
-122.61,38.2,52,16431,242,4218,792,3.815,low
-123.36,37.61,21,4460,657,1494,562,3.6484,low
-118.66,40.53,52,3435,449,4576,3671,5.0855,high
-122.0,35.06,52,3223,2212,1372,5,2.0202,low
-118.97,34.08,44,1089,931,2646,78,4.3194,low
-120.26,32.8,30,2089,67,2200,256,10.1989,low
-120.5,34.41,52,761,9,1759,432,4.5053,high
-117.29,41.76,52,5048,366,2767,353,2.5739,low
-122.93,36.45,11,7017,1,1075,39,4.2204,high
-120.49,36.18,52,6719,700,53,365,6.0488,low
-118.44,32.88,17,2483,1784,1897,62,3.6333,low
-119.08,37.66,52,3468,2190,2563,1164,3.4474,high
-122.27,33.0,27,9488,302,509,1491,1.4028,low
-118.63,35.55,52,1318,2866,1674,567,2.9292,low
-120.21,35.06,29,2304,1782,2029,1289,2.5781,high
-122.76,35.03,26,2936,696,2125,340,5.1696,low
-122.14,38.99,31,1318,2862,1182,708,1.4904,low
