longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-118.17,34.02,28,2172,661,621,1305,4.817,high
-118.32,37.37,40,1719,328,611,876,3.66,high
-121.98,33.06,52,2012,574,958,268,1.5203,low
-118.47,33.97,5,2616,245,779,206,3.055,high
-122.27,33.88,30,1908,265,1520,449,5.4618,low
-121.84,35.73,30,1215,195,2248,42,6.1324,low
-122.33,38.94,52,23386,259,1772,303,5.697,high
-122.36,33.83,37,718,1578,1074,531,6.2953,high
-118.27,36.74,19,4091,472,178,1107,1.2206,low
-122.48,37.83,52,2919,292,1158,350,1.7238,high
-118.13,33.9,24,88,1075,517,130,10.7569,high
-117.91,37.76,20,1489,351,999,3671,1.7841,high
-122.49,33.76,35,3015,276,1706,246,6.9909,high
-119.78,32.74,25,3463,544,1339,683,3.7961,low
-121.67,33.64,29,6213,1652,1308,400,11.2463,low
-117.87,37.81,52,1832,155,2388,255,3.9336,low
-120.84,33.91,30,6423,348,1784,95,1.0714,low
-123.83,38.61,35,8,193,489,1158,8.8062,low
-117.02,34.07,52,4591,632,202,475,1.9208,low
-120.31,37.8,42,7722,1062,51,2003,5.6493,low
-117.12,34.08,10,182,3079,806,681,5.0774,high
-117.93,35.31,50,2397,1678,467,212,3.1509,high
-122.17,35.41,52,2469,370,819,214,2.765,high
-118.1,37.82,28,1551,309,354,500,6.0198,low
-120.57,37.76,52,2326,457,10475,288,2.2326,low
-117.3,33.83,22,3821,179,1613,593,5.3077,low
-117.9,33.83,45,1723,313,507,394,5.4618,low
-117.92,37.76,34,2170,241,1785,277,3.6997,high
-117.2,38.68,50,11115,288,2355,152,2.95,low
-121.67,37.9,16,2447,489,3264,580,3.6397,low
-122.17,33.82,39,2148,487,1042,2412,3.1742,high
-118.31,33.54,44,4413,177,1312,1135,1.5603,low
-117.19,34.08,26,752,357,392,511,3.6786,high
-118.21,33.95,22,2876,309,489,327,4.6326,low
-122.66,32.74,19,2598,475,1494,1740,1.7642,high
-117.1,32.71,26,6121,411,387,490,1.5561,low
-118.28,36.84,27,3937,456,939,377,4.7813,high
-122.33,33.71,7,2081,365,20,787,5.1418,high
-116.79,34.11,23,2790,1161,767,568,6.2971,high
-121.99,37.87,52,399,424,970,341,1.1707,high
-117.38,36.61,16,1718,161,6241,388,4.4948,high
-117.75,34.13,35,2237,696,2731,255,4.0893,low
-119.03,36.76,21,3679,2190,963,1844,3.1908,high
-117.69,34.01,24,1150,497,800,843,3.5595,low
-122.48,37.67,38,243,291,955,585,4.1552,low
-121.34,33.87,33,564,273,1578,427,12.2145,low
-121.34,34.08,20,2394,4819,216,804,1.6116,low
-124.18,37.76,41,2111,521,275,1033,2.9479,high
-118.27,37.45,17,5373,185,834,180,4.0179,high
-117.05,37.2,35,9975,408,617,276,1.5313,high
-120.76,35.2,52,2167,1150,815,1050,2.0577,high
-118.2,33.73,35,587,196,870,129,3.1304,high
-118.22,32.64,21,1362,228,1919,540,7.732,high
-117.84,32.73,17,3048,626,945,304,3.0,high
-118.12,37.65,11,8403,195,836,971,1.6991,high
-118.4,38.14,50,2053,285,2346,304,4.6371,high
-116.29,33.9,43,1127,427,825,343,6.1949,high
-117.9,34.27,25,1538,312,666,2320,3.3608,low
-122.37,34.26,8,983,464,960,375,2.8681,high
-117.32,38.56,40,8185,358,952,768,8.7397,low
-122.14,37.58,5,3042,514,759,671,5.6754,high
-118.19,39.75,26,5415,891,531,500,9.1974,low
-118.12,34.1,36,5487,408,797,222,4.0313,low
-117.33,38.38,20,1476,1343,1615,282,5.6436,low
-122.37,37.03,39,2554,340,1888,1233,5.5194,high
-118.16,37.67,37,4400,357,1505,3,13.4883,high
-122.22,34.1,46,4168,546,870,442,3.7687,low
-118.26,34.28,29,2410,175,972,694,2.5764,high
-122.96,38.58,26,5046,1902,3240,341,3.1875,low
-119.59,33.87,13,2172,1125,1040,406,1.2434,high
-122.64,34.18,29,2866,365,3166,382,3.2667,low
-121.24,34.04,22,857,587,712,567,6.7418,low
-122.31,32.85,46,2850,247,863,874,3.369,high
-118.11,37.84,52,243,362,4625,457,2.5764,low
-117.72,37.3,40,1756,800,1807,285,3.6169,high
-117.03,38.66,4,12707,272,1257,442,3.025,high
-118.15,37.29,48,2394,3173,804,202,5.2452,low
-122.02,37.85,6,2392,463,1490,150,5.6613,low
-119.06,33.94,26,2138,355,338,288,2.3155,high
-118.03,37.79,35,2796,620,1880,252,3.15,low
-116.25,34.16,33,3776,14,661,512,5.0366,high
-121.84,34.28,18,16450,451,1692,1192,1.6112,low
-121.9,34.25,35,5791,345,2330,261,4.8083,low
-118.55,38.62,36,2654,654,959,2538,5.1923,low
-117.25,37.37,15,5417,359,2557,1084,3.6885,low
-117.03,37.31,21,1868,297,821,296,2.6847,high
-122.42,39.54,21,4061,735,767,673,7.2165,high
-122.08,37.67,36,1180,216,1414,259,3.8954,low
-120.66,37.33,17,4591,203,2831,622,2.2467,high
-120.01,37.76,48,991,371,2965,761,1.2209,low
-118.45,37.06,36,1514,489,1111,378,11.075,low
-122.44,38.61,37,720,859,1414,609,5.979,low
-120.99,38.04,28,2265,275,662,103,2.0577,low
-117.07,37.29,25,2265,315,37,216,5.1057,high
-117.14,34.84,17,2045,191,637,439,3.3462,high
-118.2,36.32,32,2560,309,2227,340,6.5234,high
-120.58,41.46,11,2539,490,1274,343,6.4319,low
-121.38,34.06,19,1728,282,1602,428,1.4617,high
-121.88,33.94,37,3073,195,2585,362,1.1915,low
-122.18,37.29,15,3269,429,1041,634,4.1316,high
-120.37,38.01,16,4448,229,1211,1580,4.1635,high
-121.29,35.33,41,2542,230,4165,1946,3.1786,high
-118.0,37.06,43,1938,216,5756,817,2.355,high
-121.73,36.34,38,2859,2131,1294,295,1.191,low
-119.99,37.56,43,2571,196,1689,463,3.0086,high
-122.47,34.01,16,3689,932,1678,1342,1.7372,high
-121.38,36.39,28,1309,997,66,406,2.8247,low
-117.18,33.89,20,2494,309,986,324,2.4492,low
-116.95,38.57,36,2280,369,1725,540,1.4444,low
-122.05,32.56,42,1774,291,863,251,3.9643,high
-117.99,37.39,34,5121,14,3033,89,5.4171,high
-122.48,37.81,47,3830,1274,1040,1162,3.8611,low
-118.18,34.14,16,586,212,671,292,2.1863,high
-118.28,34.06,42,3971,954,350,249,8.7364,high
-118.14,38.32,43,3937,833,1875,341,1.6488,high
-121.13,34.29,44,984,674,1385,807,3.6348,low
-118.15,38.36,27,2009,696,4721,324,0.799,high
-121.7,37.85,36,8476,1538,756,209,3.9844,low
-116.94,33.96,14,843,626,2998,1116,3.5878,high
-117.23,39.24,30,2252,378,362,359,4.4427,low
-117.74,37.82,52,4518,409,3029,1134,2.3942,high
-117.91,39.04,41,1293,518,978,442,5.5591,high
-118.27,34.16,31,1996,241,1355,336,5.0,low
-122.48,33.98,40,2017,1379,2707,474,10.0825,low
-118.12,33.97,30,1013,269,2461,582,1.4625,high
-121.34,37.9,32,2526,631,865,317,5.5792,low
-122.26,33.95,42,6201,517,1001,340,3.7348,low
-117.26,33.64,11,3696,309,1283,193,5.76,high
-118.66,36.89,15,2287,508,2141,320,5.6787,high
-121.79,37.98,23,1830,335,1153,235,9.2189,high
-118.27,37.53,23,4505,489,2286,237,11.9993,low
-121.44,37.79,16,2446,328,825,259,3.1908,low
-119.42,33.94,24,3867,346,1276,269,3.2818,high
-116.87,38.65,24,1645,383,523,220,5.121,low
-121.93,37.66,50,69,270,2356,302,3.5583,high
-117.14,40.71,33,1777,491,614,386,2.817,low
-117.74,33.82,36,1293,531,13,535,7.5953,high
-120.91,36.46,6,822,510,2294,463,3.6587,high
-121.94,37.36,37,3976,309,1054,647,6.0224,high
-117.08,37.8,31,4863,245,1026,327,3.6296,high
-124.23,38.31,28,2308,259,2932,219,2.8239,low
-118.52,34.11,52,1142,365,1830,382,3.2546,low
-117.52,37.84,33,4203,714,4647,526,4.7071,high
-118.75,35.34,34,6758,1544,1628,165,1.2475,low
-121.95,34.19,30,1005,292,1284,287,4.9118,high
-121.98,37.78,31,1465,2814,845,741,6.8004,high
-118.05,40.2,43,6383,1277,1633,1697,1.3371,high
-117.03,37.59,16,3944,330,927,673,4.75,high
-117.18,37.79,19,4368,201,2778,378,2.5373,low
-120.96,33.75,35,1728,367,3943,1081,1.1696,high
-117.29,37.35,50,3015,383,884,2406,2.9917,low
-118.07,40.36,29,767,1042,1808,243,4.918,low
-118.16,33.95,16,39320,349,2296,1161,3.5154,high
-122.05,33.88,34,4314,475,2283,268,3.3542,low
-118.02,33.94,42,4284,498,969,147,1.4625,low
-120.84,37.68,34,7876,491,1632,416,5.8596,high
-118.92,36.96,26,1906,393,2636,586,3.1061,low
-122.05,36.64,52,4120,958,803,108,2.8924,high
-117.89,34.85,24,1976,548,3423,290,1.7238,high
-117.9,34.5,5,269,122,1104,546,5.057,high
-122.31,34.06,30,6617,433,2429,1475,2.8203,low
-118.11,34.05,11,3568,535,1284,607,5.3247,low
-115.55,37.53,29,3944,320,729,759,6.1805,low
-122.45,33.7,36,898,445,1227,333,7.4947,low
-117.25,37.67,36,6438,971,2892,317,3.1921,low
-121.33,33.73,40,1366,1417,1726,296,5.6228,low
-118.17,37.5,27,13245,253,807,346,3.5583,low
-121.8,34.42,50,2852,262,2616,180,4.5066,high
-121.98,33.91,47,3508,501,1775,525,1.2475,low
-122.25,39.46,17,1006,501,5674,255,4.0179,low
-118.35,33.54,30,2885,186,911,423,3.1382,high
-122.37,37.95,40,2563,207,762,369,4.0179,low
-122.44,32.77,20,3769,756,2376,1307,4.3851,low
-117.07,37.94,5,6814,595,316,2397,1.2475,high
-118.01,37.81,30,3230,941,1153,728,1.9676,high
-116.83,37.87,41,2243,332,1315,470,3.8897,high
-117.68,38.62,14,460,544,1037,265,3.9227,low
-116.46,34.11,34,2269,349,226,3595,2.0221,high
-123.74,33.94,38,5688,458,877,366,3.4821,high
-121.86,34.91,37,3074,467,3120,205,4.1295,low
-118.2,37.19,23,10856,996,1774,706,4.0333,low
-122.23,37.28,36,6087,348,1960,1036,3.6196,high
-122.31,37.39,42,1005,478,1746,230,2.9591,low
-117.27,33.75,29,1101,200,1063,742,10.1122,low
-121.55,36.8,50,4307,2704,1072,543,2.3171,high
-117.92,33.63,4,2772,336,712,324,3.0667,low
