longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-120.06,32.75,11,16239,201,1633,530,4.6932,high
-119.81,36.89,18,1868,1070,4119,152,4.7375,high
-122.41,37.77,24,1482,1499,2227,192,1.4205,high
-118.16,33.8,44,2016,365,295,426,5.1834,high
-122.0,34.05,13,985,388,1326,588,4.5156,high
-118.37,33.97,36,2263,210,2961,190,3.3173,high
-118.23,37.72,40,7088,368,1159,340,8.1489,low
-117.14,37.28,39,3121,1336,2044,585,2.8281,high
-117.1,34.15,52,1135,336,1487,113,6.6265,low
-118.0,34.06,23,2156,17,3147,409,1.6797,low
-117.31,39.8,16,8552,167,3559,263,5.6611,high
-120.47,34.09,25,5416,530,2561,1889,5.8399,high
-119.85,33.96,44,2311,517,2309,513,3.6474,low
-118.26,34.02,1,3855,423,1216,730,5.0145,low
-118.42,38.99,41,1743,401,887,558,3.1677,low
-122.0,33.94,12,343,439,3612,373,3.825,high
-117.54,33.92,16,1076,240,1944,681,2.7969,high
-117.09,34.14,25,1497,255,1378,299,4.1467,low
-117.22,34.14,11,883,588,567,185,4.5625,low
-118.32,33.83,25,3836,239,1693,296,6.4664,low
-117.23,33.77,36,1631,178,928,1882,5.3912,high
-118.35,33.73,26,1983,1558,284,548,5.4482,high
-119.82,34.12,15,4273,266,4516,1555,2.0331,low
-118.39,33.95,52,2443,344,194,709,1.4279,high
-117.88,38.7,45,6678,172,1985,433,1.9167,low
-118.22,36.15,18,1921,346,1466,553,2.5417,low
-118.13,34.16,51,2512,329,1114,405,1.7206,high
-117.23,34.15,32,1214,393,1042,1305,4.6364,low
-118.42,34.03,25,1574,1044,133,408,3.1305,low
-122.44,38.45,52,1991,1386,4224,1286,7.5791,low
-116.39,40.76,30,3453,1569,2088,441,2.0329,high
-121.01,32.81,34,2017,282,935,341,3.183,low
-117.04,34.2,5,1625,849,2510,251,5.1586,high
-118.35,33.64,52,2068,510,928,1480,2.4609,low
-117.93,39.79,31,3149,251,3320,620,3.8333,high
-117.92,37.37,52,2185,271,922,2707,4.5486,low
-122.25,37.7,17,2542,838,1724,1683,4.3235,low
-118.38,33.74,52,17313,34,1736,289,3.2067,low
-118.17,37.79,46,1055,346,1431,679,5.9683,high
-123.2,37.77,17,3548,916,2607,298,9.5268,high
-118.77,35.25,7,5675,856,1541,447,4.5221,low
-116.5,33.93,52,1376,139,966,442,2.3804,high
-121.8,34.11,35,3708,528,2169,505,2.3507,high
-122.41,33.91,22,3708,604,828,421,2.1467,high
-118.15,33.91,36,1512,560,848,805,5.5867,high
-122.27,34.09,30,642,374,613,311,3.3884,low
-117.92,33.87,12,1116,375,959,442,4.3393,low
-116.96,34.05,42,2482,1060,504,313,6.8729,low
-122.08,40.47,23,177,357,632,268,1.6098,low
-118.0,34.16,36,380,1819,2087,336,5.2881,high
-122.21,39.01,12,408,1029,1513,449,1.832,high
-122.04,34.19,35,2542,273,2125,346,12.542,low
-119.74,38.02,42,69,781,839,512,2.3917,high
-118.16,40.24,36,2145,482,1370,248,3.3152,high
-117.23,33.92,36,1275,384,1342,208,6.7927,low
-119.64,33.93,18,404,181,1792,660,1.9612,low
-118.2,34.04,30,1677,393,778,362,1.8692,low
-122.29,33.78,32,855,191,1779,865,6.435,high
-121.97,33.84,5,4227,1572,838,232,6.5234,low
-118.87,38.71,18,2383,534,902,249,3.3988,high
-118.4,34.05,40,1146,349,1407,385,1.9957,low
-123.64,33.99,28,9885,256,1760,783,4.5833,low
-118.37,33.97,37,3675,873,1793,2492,4.0357,low
-118.47,34.12,18,4267,236,3798,374,5.9856,low
-118.29,37.32,38,2821,814,922,408,4.1717,low
-122.29,33.09,45,6828,259,2933,487,3.968,low
-118.34,34.08,16,452,622,1179,482,4.21,low
-117.16,34.0,35,5569,1712,673,191,1.8209,high
-123.17,34.24,7,2383,471,5349,307,2.6087,high
-118.36,37.76,26,4013,1112,1093,231,3.3287,high
-118.3,38.42,45,3155,114,451,512,2.3844,low
-117.97,37.75,16,1457,341,4865,352,1.6467,high
-118.34,33.78,27,1860,309,1805,354,1.8641,high
-121.84,37.72,43,1285,706,1163,1213,3.4331,high
-117.26,33.97,45,1908,827,4426,362,2.4931,high
-120.42,33.95,35,3672,3864,1267,113,1.9861,low
-115.73,33.89,39,1949,177,4124,425,6.6155,high
-117.82,41.26,30,170,488,1546,1158,2.9798,low
-117.39,39.3,44,3414,816,1956,46,3.2852,low
-121.32,33.87,12,1818,403,1091,185,4.725,low
-122.15,33.61,34,5747,537,930,200,5.0778,low
-122.44,34.12,22,3959,897,1153,185,5.592,low
-119.06,34.07,52,5509,1117,223,311,2.1078,low
-118.44,37.01,17,3977,174,880,507,4.2237,low
-118.21,37.37,15,99,908,1057,594,1.2647,high
-123.76,34.03,52,2506,458,664,469,2.5313,high
-122.08,34.18,52,2402,625,728,237,5.7876,high
-117.13,34.57,34,2038,177,704,354,3.3988,low
-117.88,38.96,17,2616,450,1377,421,2.075,low
-118.37,34.2,39,1312,489,1296,242,5.3735,low
-117.97,33.77,39,404,315,1815,483,1.4565,low
-122.46,33.82,23,6409,507,1042,368,2.6637,low
-117.06,34.13,22,808,208,524,161,7.5594,low
-119.9,34.09,13,2907,527,3688,157,4.2135,low
-121.23,34.07,21,3850,274,2025,351,2.8839,low
-118.15,34.23,27,1683,2212,1915,1387,1.6901,low
-120.86,33.81,23,4075,428,922,368,5.3439,high
-118.18,34.02,45,11294,937,1366,14,6.223,low
-119.74,34.15,12,4049,340,2805,439,2.5875,low
-117.05,33.93,36,2169,353,2223,3958,8.2961,low
-121.47,33.99,15,4530,4492,1985,116,9.8177,low
-114.66,33.82,35,5686,935,2819,623,6.4218,low
