longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-121.94,37.71,41,583,345,1660,350,4.5662,low
-122.18,32.68,38,1105,1376,578,766,2.0706,high
-122.41,34.05,5,1893,515,1285,784,4.1652,high
-122.64,33.95,42,1591,711,2791,393,3.929,low
-118.25,36.61,12,2770,389,491,597,2.9647,high
-121.72,34.19,33,1942,847,2174,743,2.6842,high
-121.28,34.12,13,9153,523,352,427,3.5313,low
-118.02,37.68,43,8206,408,2661,489,3.2375,high
-122.07,38.0,5,2298,955,2669,556,2.535,low
-120.97,39.5,13,1961,436,1882,1374,4.1429,low
-117.18,34.15,34,3808,557,980,228,3.9856,low
-120.68,32.86,13,1235,662,677,683,12.3411,high
-118.19,32.77,35,2573,381,659,570,2.7409,low
-118.37,33.77,44,1168,420,626,499,7.6659,low
-122.98,36.43,14,1221,682,198,335,5.5368,low
-118.2,37.68,31,10731,298,120,391,2.2206,low
-122.19,37.68,48,873,1324,788,256,4.0313,low
-116.78,38.94,23,3468,228,188,487,5.7654,low
-118.2,38.94,11,1907,285,1276,330,5.2759,low
-119.07,34.05,12,16921,428,4054,123,6.2064,low
-117.09,32.85,18,3056,390,1627,426,3.2708,high
-122.45,37.94,27,431,193,1277,331,4.1364,low
-122.47,37.45,15,9534,212,2337,924,4.2381,high
-122.43,33.15,19,2190,365,1119,1755,2.6528,high
-116.83,33.65,52,3846,1054,1110,374,4.0426,low
-120.22,40.11,21,5568,837,265,1495,0.8246,low
-117.28,33.88,15,1997,351,263,285,4.75,high
-121.87,37.76,16,188,372,3925,507,4.149,low
-117.86,40.5,52,10860,976,1605,430,1.9208,low
-118.16,33.84,52,1237,263,173,1071,1.9267,low
-119.79,34.09,27,2686,922,980,221,3.0319,high
-123.17,37.95,45,1434,372,1856,710,2.625,low
-118.09,33.0,18,1909,509,1644,507,4.0417,high
-121.96,38.47,21,2950,298,1594,270,3.9688,low
-121.91,33.94,34,9724,298,1797,320,1.8431,high
-122.15,36.63,33,3361,415,1621,478,3.8117,low
-121.96,34.05,33,3144,200,2266,414,3.7359,high
-120.69,37.93,11,5685,173,1409,269,5.1677,low
-121.94,34.05,6,6242,1944,2969,165,2.1458,high
-117.96,33.94,24,4865,327,3036,188,3.4455,low
-122.44,37.92,47,1047,534,1144,396,6.8107,low
-118.06,38.56,33,366,472,4508,378,3.4453,high
-122.09,34.02,33,1584,216,960,219,1.7054,high
-118.5,38.29,45,5524,362,1572,149,6.6137,low
-120.24,37.12,36,1995,815,862,1018,4.875,low
-116.98,33.93,32,1976,150,3883,1560,5.2596,high
-117.01,34.16,52,4605,342,827,406,2.0702,high
-121.25,33.74,47,121,360,719,457,3.4906,low
-118.08,33.54,35,3259,859,943,362,3.6546,high
-117.64,34.4,35,1366,330,1838,932,5.1529,low
-118.04,33.85,12,839,588,659,325,3.8047,low
-122.38,38.02,26,1824,725,1481,431,3.765,high
-118.13,33.92,8,7097,544,1581,172,3.6453,high
-122.18,34.13,28,1438,346,902,370,15.0001,low
-122.45,37.29,44,3619,691,930,149,2.2411,low
-117.04,34.4,35,3253,695,772,163,3.3194,low
-120.57,34.14,52,2372,439,1569,1132,2.6553,high
-118.61,37.57,5,3084,859,1544,1722,2.6016,high
-122.23,33.94,33,3949,740,877,457,5.5337,low
-117.09,34.24,36,1516,110,917,431,5.0956,high
-117.82,38.24,30,2699,546,1605,426,3.5556,low
-117.38,37.64,15,1521,572,798,84,4.8214,high
-122.03,32.81,24,3819,604,2727,199,7.2494,low
-118.19,38.0,30,5330,330,1039,1621,2.0114,high
-122.74,38.11,15,2265,494,1127,228,1.7991,low
-122.43,37.81,33,1176,516,275,994,3.9519,high
-122.21,35.35,5,3708,59,2780,84,3.1832,low
-117.09,34.02,11,1201,647,884,403,3.5735,low
-119.03,33.91,35,4644,646,1414,267,4.1295,low
-118.01,37.72,35,2028,854,403,550,1.9194,low
-117.25,38.38,52,2049,1443,788,334,5.2998,low
-117.91,33.15,29,1769,342,1090,485,2.8833,low
-122.45,34.03,33,907,511,385,398,5.6631,high
-122.69,37.75,41,6160,418,2817,873,6.3624,low
-117.89,33.74,12,1228,849,1229,278,7.1754,high
-117.99,37.79,20,7136,1380,4487,487,3.775,high
-121.4,33.75,28,1256,501,5014,92,4.9861,low
-115.56,34.02,30,874,527,1505,416,1.6823,high
-122.66,34.09,36,1986,452,662,303,1.62,high
-121.52,33.81,41,1478,387,2372,424,7.732,low
-118.47,34.96,21,4915,67,980,193,2.8106,high
-117.9,32.83,27,1857,117,2998,380,4.9589,high
-119.72,32.71,44,18356,646,1052,373,5.0156,high
-122.18,34.1,47,6710,512,460,265,3.975,high
-117.32,37.58,4,7010,307,1977,925,6.1668,low
-120.42,33.68,44,2048,375,2834,82,3.7015,high
-117.98,34.15,52,2911,263,1114,639,3.9063,low
-117.08,34.01,16,2428,338,1034,347,2.1516,high
-118.19,34.06,39,2177,193,724,203,3.066,high
-119.74,37.93,34,2020,885,2326,1318,1.3654,low
-122.62,33.19,22,2694,684,1658,378,3.1576,low
-117.06,33.76,47,2923,588,1939,592,6.0394,high
-119.45,33.87,4,4551,812,1299,401,2.7243,high
-119.79,33.92,23,1142,701,1955,437,10.7751,low
-118.24,38.24,47,1792,448,1284,434,2.4596,low
-118.58,37.27,17,2388,1188,1113,230,12.367,high
-118.24,39.04,31,598,410,724,334,2.9112,low
-122.21,34.02,8,3983,247,641,573,6.0145,low
-117.76,33.63,21,1733,729,3329,2406,3.745,low
-117.25,33.23,18,794,255,152,137,2.6205,low
-117.99,34.07,35,3522,432,697,232,6.3256,high
-119.09,33.22,23,7650,595,1628,208,4.9844,low
-122.47,33.88,39,14014,1051,724,455,2.5833,low
-117.99,35.27,20,1147,311,1544,434,4.825,low
-122.43,34.2,6,2472,311,1361,766,1.9014,low
-118.41,33.74,33,1427,182,1581,281,4.9429,high
-117.81,33.96,4,2228,468,1351,296,2.5947,high
-122.3,35.36,35,1201,360,1427,356,3.2016,low
-122.17,37.71,29,3078,621,1267,231,3.0824,high
-118.12,33.99,6,1683,292,1932,1509,1.6898,low
-118.42,38.53,20,2248,130,2255,231,4.0444,high
-117.09,38.35,5,3379,294,2830,494,4.7396,high
-117.37,34.06,23,4011,803,1427,379,5.4786,low
-118.34,38.26,35,6777,152,1696,1308,5.2449,low
-118.99,37.91,43,1326,318,635,771,2.3496,high
-122.39,39.68,30,638,1707,2069,1629,4.0687,low
-119.11,36.29,34,3619,266,1083,1451,2.2788,low
-121.63,38.15,35,3531,1199,1549,398,10.6186,low
-121.4,34.2,28,2663,578,4885,783,5.4536,low
-119.49,32.74,35,9033,265,453,545,1.1859,low
-117.98,33.96,52,1956,283,1386,418,3.975,low
-118.52,33.82,35,6788,660,1837,236,0.8024,low
-122.17,34.11,38,1722,109,1605,245,8.2037,high
-120.42,34.01,20,1804,309,1021,344,2.166,low
-118.32,38.9,52,1498,439,1325,1033,3.7578,high
-118.35,37.58,44,994,964,5839,386,1.858,high
-118.17,38.6,13,1946,373,1002,847,5.6558,low
-121.37,34.16,16,3910,824,774,424,1.6021,high
-121.33,36.65,33,3061,226,1236,802,4.0774,low
-119.9,36.61,35,4413,1516,918,620,2.5988,low
-118.41,38.94,40,3509,439,761,199,5.2039,high
-117.27,34.02,26,10822,508,2069,170,1.7609,high
-118.98,34.18,39,3860,331,1060,668,3.5959,high
-117.02,37.35,28,9738,319,1992,119,7.167,low
-121.81,37.36,27,2756,1166,1149,445,4.6648,high
-121.29,34.23,26,1582,751,1447,600,2.3077,low
-118.44,33.95,11,1945,395,850,378,2.8646,high
-117.53,34.07,29,1162,325,4033,597,3.1222,high
-122.17,33.94,42,1644,716,2122,449,1.3904,low
-118.47,33.94,15,1277,327,1137,330,3.4231,low
-118.09,37.96,36,1823,517,724,161,2.2788,low
-123.02,37.47,22,302,31,2406,531,4.9219,high
-122.18,39.76,31,240,1344,943,176,5.2898,high
-117.87,36.8,34,2553,338,810,84,7.5699,high
-119.04,34.02,14,5477,1072,545,560,2.1759,low
