longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-119.06,33.84,36,2308,340,942,515,5.1991,high
-118.01,32.77,22,2918,1452,304,381,3.1799,high
-117.85,33.9,44,2881,228,784,9,3.1932,low
-118.49,33.96,11,3994,331,832,752,5.4694,high
-116.25,38.89,21,3706,1240,267,502,3.7663,low
-118.2,37.76,29,3581,367,2299,1032,2.401,low
-122.25,34.08,11,1960,408,2142,403,2.8173,high
-121.95,37.36,5,1566,271,208,217,2.2031,high
-122.25,34.65,52,2116,198,1753,566,5.3057,low
-118.2,34.41,52,1629,220,845,285,5.6385,low
-118.13,36.91,44,2241,401,2754,322,2.7072,low
-118.08,37.94,39,2095,687,1219,1584,3.6449,high
-118.44,34.14,23,5777,439,386,1553,1.8095,high
-122.07,32.75,39,6846,509,2816,1880,3.0096,low
-118.24,39.71,14,5151,1535,529,833,3.7826,low
-119.92,33.87,46,2054,2782,1601,267,3.3047,low
-122.28,33.9,52,7418,485,178,286,4.3651,high
-118.16,34.06,16,1689,438,1766,235,3.2371,low
-118.43,35.23,29,26322,363,1335,292,3.9607,high
-118.14,32.79,13,1172,325,1727,432,4.775,high
-118.3,38.03,25,10282,216,1082,654,2.5872,high
-120.74,33.61,17,3657,236,3265,568,1.2656,high
-122.45,34.07,25,704,283,2858,201,3.4152,low
-120.12,34.09,44,1287,414,945,462,10.129,low
-122.26,32.75,19,6275,2865,5561,323,4.3111,low
-120.82,38.31,16,3259,715,2157,2612,4.0519,low
-118.35,33.78,46,2929,334,1043,263,4.4239,high
-118.23,33.73,37,4888,544,1219,437,1.85,high
-114.98,32.8,33,4109,192,1091,477,3.3269,high
-120.61,36.59,11,1881,536,1877,457,1.8419,high
-122.28,34.06,19,2456,254,1412,544,4.0729,high
-117.92,34.01,20,5451,473,4119,920,3.212,high
-122.01,34.03,40,2612,226,639,936,8.0113,low
-123.0,33.61,16,3519,276,1210,1986,2.9899,high
-118.25,37.77,10,2095,248,1114,694,1.6429,low
-118.01,33.92,12,4391,424,2007,707,6.015,high
-118.28,33.87,52,2011,239,5917,52,2.1935,high
-118.34,34.09,52,2106,399,2672,258,1.6888,high
-118.46,40.82,30,324,689,2503,328,5.0796,high
-117.09,34.08,41,2120,273,1092,519,3.6991,high
-122.43,36.86,46,3734,241,1669,433,6.7159,high
-118.18,33.87,52,1846,399,774,927,0.5495,high
-118.36,33.85,22,1882,452,855,347,2.3444,high
-122.43,34.03,22,1680,512,2858,226,8.2673,high
-118.25,33.95,36,3983,998,5781,308,3.6449,low
-118.26,34.04,35,1766,410,1644,614,5.1775,high
-117.11,34.09,39,3571,6210,639,983,2.3774,high
-121.99,37.96,35,499,296,254,199,2.9541,low
-116.96,33.94,41,4084,420,379,645,1.6045,low
-118.25,33.77,11,2581,393,660,484,2.3657,low
-118.37,33.98,12,1717,186,1186,618,2.681,low
-118.14,38.98,7,1726,1376,3527,390,2.8871,low
-121.53,34.14,37,2183,1270,160,296,1.0472,high
-118.01,37.79,34,4684,294,981,132,6.0332,low
-117.3,38.59,33,312,321,324,336,9.272,low
-118.5,34.03,13,666,886,654,1625,1.7756,high
-122.09,33.07,14,6339,745,3941,230,2.2083,low
