longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-118.34,33.96,31,1648,1446,678,249,2.0294,high
-121.7,40.76,19,1367,1143,1428,320,1.3587,high
-117.02,34.24,28,1893,842,647,821,2.8922,high
-121.81,39.15,26,1607,181,2001,874,2.5755,low
-118.34,34.65,23,1140,1558,3589,224,5.8221,low
-118.38,41.61,34,3149,1683,773,733,3.6845,high
-115.6,35.85,33,2189,1071,1760,248,3.1455,high
-117.93,37.77,25,5394,344,573,942,5.3423,low
-115.95,33.98,23,2005,178,924,2221,3.3333,low
-121.91,32.91,24,2351,1767,849,627,8.203,high
-118.01,37.78,27,562,303,766,480,3.8015,low
-122.31,32.67,42,4119,316,770,1555,2.5952,high
-122.39,35.5,35,6358,365,3093,792,8.4411,high
-121.87,33.02,32,618,502,1208,1139,10.5941,low
-122.08,37.83,32,2818,192,1014,175,8.3931,high
-117.8,33.99,20,14414,1141,5516,347,2.0655,low
-119.21,36.97,51,2467,577,1118,1596,4.2171,high
-118.04,34.03,30,5687,3170,533,698,3.5777,high
-116.56,34.14,21,565,371,3811,2803,2.2543,low
-122.44,35.45,19,2433,434,1219,73,5.2359,high
-122.57,39.15,33,1758,1181,3403,114,4.8516,low
-117.18,38.43,22,4303,9,2222,52,4.2167,high
-121.87,34.06,24,6711,584,5656,249,1.1419,high
-117.3,39.18,34,958,522,3795,349,3.2083,high
-116.76,34.12,42,7281,1621,2400,255,5.0131,high
-121.97,40.99,18,3137,30,1306,593,4.9643,low
-121.95,35.24,23,210,533,5027,1034,1.6705,low
-121.63,36.9,33,3083,4,108,1110,1.7161,high
-121.92,36.13,35,4874,271,1536,311,4.0049,high
-123.64,32.82,43,5950,246,2091,282,3.1445,low
-121.47,37.38,34,4138,346,2047,1791,2.2599,high
-117.15,33.82,37,167,494,3925,1067,8.1513,low
-118.35,34.15,36,9893,959,2561,617,3.4712,low
-118.37,41.26,40,775,402,1891,733,6.0069,low
-117.25,41.54,35,5282,1789,226,1271,6.8742,high
-122.46,33.85,52,4002,619,3260,338,3.0204,high
-116.08,36.99,37,3453,359,1393,593,4.355,low
-122.43,39.15,38,4953,1065,1890,672,3.8828,low
-123.88,36.54,5,2688,1913,1710,239,3.4844,high
-121.53,37.81,14,3457,1269,1018,1025,3.3977,high
-122.57,40.63,39,8399,2010,2110,249,4.3611,high
-118.66,32.62,34,588,1167,2416,157,2.7366,low
-120.19,32.78,38,2718,903,8733,1169,5.6485,low
-118.41,40.9,20,2035,1332,69,290,4.665,high
-122.05,39.3,52,4105,533,2804,1235,2.925,low
-122.06,32.72,35,1566,586,3264,268,7.2354,low
-122.78,35.62,24,123,943,164,654,8.1093,high
-122.53,36.86,24,3939,489,1184,166,2.3152,low
