longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-115.22,40.01,1,5613,2793,3102,813,4.8966,low
-119.93,36.91,16,1417,1747,8222,990,4.3899,high
-121.5,39.09,19,1119,686,3690,2964,2.2527,high
-117.08,37.49,6,4122,2546,1815,2156,9.3586,high
-117.57,36.73,26,3870,3280,449,1143,5.1412,high
-119.04,35.17,25,2001,714,3081,124,4.4122,low
-116.27,32.9,8,2286,287,417,775,3.1133,high
-119.94,34.63,33,1846,1301,2594,1472,6.4415,low
-121.83,35.27,21,10377,482,5087,34,3.3555,low
-118.18,37.23,37,1789,1664,416,923,3.5568,high
-117.87,32.68,33,3361,272,2937,1255,2.0405,low
-117.03,41.7,23,2368,2873,540,235,4.6477,low
-123.36,36.5,12,2497,1514,1339,2311,2.7457,high
-116.57,37.95,4,6246,834,3136,324,5.049,high
-124.26,37.65,36,1927,1614,3036,336,2.1473,high
-119.62,36.62,17,787,1139,3017,572,3.0608,high
-120.62,39.07,16,3224,708,2032,620,3.4667,high
-119.36,40.88,26,5889,676,69,3478,2.9013,low
-117.7,34.93,13,4547,301,3020,793,7.3141,low
-121.13,38.53,27,489,312,2728,1134,3.0379,low
-116.43,39.77,52,6090,1812,243,1511,6.075,low
-116.63,40.58,40,3775,2010,7588,1078,5.6488,low
-116.22,34.13,7,2832,803,541,2320,1.4511,high
-122.03,37.63,40,1663,1442,286,762,7.642,low
-118.27,40.99,49,5393,1759,1653,1436,5.0092,low
-119.21,40.36,25,1230,37,451,3933,3.2287,low
-120.17,34.45,46,3942,1307,5105,1468,3.5429,low
-119.76,36.78,34,42,229,919,804,2.5784,low
-119.5,40.48,41,4068,95,452,255,2.8062,high
-121.35,39.37,22,2067,946,1894,1524,1.6806,low
-116.45,35.96,24,3536,552,1938,252,2.2548,low
-121.04,38.65,43,301,526,6846,1735,2.8646,high
-117.31,40.53,2,1985,63,875,232,1.47,low
-121.6,39.22,25,3992,4093,660,765,4.2171,low
-120.09,41.36,25,2950,1559,5221,889,5.956,low
-120.64,36.29,49,87,375,686,1210,4.4453,high
-120.32,35.29,29,2564,134,320,1747,5.4949,high
-123.11,32.74,17,3747,537,1476,572,1.365,high
-119.51,36.29,36,581,2031,1465,1621,10.6767,low
-120.46,34.64,14,2774,357,2236,1501,5.4188,high
-120.27,39.82,45,4578,1539,6675,1253,3.1607,low
-117.51,35.89,20,679,1211,873,1749,2.1602,high
-116.37,34.58,18,2172,1252,4153,968,4.2733,high
-122.75,38.48,5,10077,1333,2664,967,3.7734,high
-119.95,34.28,25,6186,1557,1838,517,9.1078,low
-121.25,38.92,9,8479,2111,2053,3086,3.9727,high
-123.16,34.21,20,2022,38,630,646,3.6523,high
-119.8,39.76,31,6017,4093,5913,1042,8.4389,high
-115.95,36.72,1,3616,440,782,1267,1.5962,low
-118.16,38.15,16,5532,207,2479,1312,2.7434,low
-119.27,41.43,18,6728,1248,497,1086,3.3017,high
-120.95,36.58,26,1352,1002,1304,803,4.1615,low
-119.78,37.13,52,1664,1384,1811,1283,2.2532,low
-118.4,33.5,21,11853,651,3205,158,5.7072,low
-117.52,37.01,26,2984,700,4327,489,4.1378,high
-120.84,38.74,6,4526,1385,820,188,1.5885,high
