longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-122.14,33.96,29,2855,399,1776,477,5.0862,high
-117.94,38.14,19,3240,292,1352,373,6.5162,high
-118.13,34.17,21,3270,459,1559,465,3.7727,low
-122.07,33.78,31,1844,192,1767,362,3.6133,low
-117.18,37.99,8,5542,1544,1173,307,1.925,low
-122.41,37.78,18,2922,262,1349,231,3.7727,high
-118.23,34.15,21,1882,1262,2120,621,5.1416,low
-118.17,33.8,33,3296,3479,625,425,1.7372,low
-122.06,40.53,52,2365,509,850,336,5.4287,low
-121.29,34.0,22,2919,304,706,510,4.1154,high
-117.69,38.01,14,1933,420,1327,800,6.8233,low
-120.43,38.19,29,1185,3173,1156,497,4.8226,high
-122.4,34.18,27,3355,373,1805,355,5.3873,low
-118.48,33.78,31,241,322,1871,342,6.7099,low
-118.04,34.14,7,4079,567,2717,2019,2.3562,high
-118.22,33.94,23,3518,328,494,390,2.6392,low
-117.95,33.76,4,4559,1417,1174,705,7.0175,high
-121.88,33.9,52,2202,428,1411,288,5.549,low
-120.45,34.2,52,2320,199,889,445,2.2411,low
-122.11,32.61,34,9798,343,703,294,10.3591,high
-122.07,34.07,31,540,398,1271,1028,6.487,high
-120.08,38.01,52,3272,186,726,975,4.4356,low
-122.27,33.97,30,2960,306,684,166,8.6572,low
-121.88,33.78,18,1303,500,14,243,3.1415,low
-121.48,37.87,22,2648,275,2092,307,2.0817,low
-117.25,33.73,44,2029,449,534,403,2.5643,high
-118.39,34.43,36,4246,408,907,576,3.5694,high
-118.47,37.05,31,1414,429,1035,375,4.3631,low
-118.22,41.79,29,1591,651,3604,2769,6.4978,low
-116.2,35.38,8,1344,176,934,899,2.5506,high
-117.98,33.75,37,2862,230,877,174,3.2386,high
-117.27,34.21,52,2059,443,3596,400,2.1987,high
-117.86,33.93,52,1156,224,1251,301,5.1795,low
-120.15,40.09,42,3662,1064,1290,623,5.5136,high
-121.83,33.92,33,565,51,1236,310,2.3506,high
-117.88,38.0,22,4822,357,785,353,3.9625,high
-123.21,33.78,52,1599,371,233,419,13.947,high
-121.5,33.9,27,2879,428,1701,307,7.7852,low
-115.96,37.03,11,2137,722,1742,725,4.6211,high
-121.9,34.05,46,1370,312,990,422,1.8656,low
-120.75,37.35,18,2349,343,11139,267,1.9464,high
-120.79,33.73,34,5130,1342,684,204,3.3922,low
-118.37,33.71,24,439,315,1782,357,4.9196,high
