longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-118.27,35.95,18,677,823,623,605,3.1641,low
-118.42,40.37,32,11294,64,631,46,6.2935,low
-122.26,37.64,37,5540,1913,4353,1021,2.8092,low
-122.4,36.29,39,14058,708,2833,2106,1.9928,low
-117.08,34.0,31,1070,653,9427,566,3.0507,high
-118.17,37.81,25,2579,2823,4545,281,3.6167,high
-121.33,35.64,39,1690,538,1300,358,4.8571,low
-117.09,38.14,18,599,2426,2214,427,2.1681,low
-118.14,35.04,39,2227,259,1787,304,4.2241,low
-122.21,36.82,17,2229,414,1398,301,3.6997,high
-118.17,41.36,20,512,1816,4741,33,8.4546,high
-118.5,37.98,34,1772,325,1822,236,5.1178,high
-124.05,37.82,31,7578,520,373,94,5.137,low
-118.38,34.11,52,5929,471,406,1838,2.4297,high
-118.36,41.31,18,1835,2530,2286,183,3.1771,low
-124.16,38.67,15,2651,922,4419,1072,3.2197,low
-121.47,37.87,21,416,510,1776,236,6.5755,high
-122.18,37.4,36,10212,487,642,442,1.6458,low
-118.34,33.94,21,2663,721,1588,296,5.0769,low
-118.3,36.57,44,18,2292,3079,2731,3.963,low
-123.68,32.81,16,8739,475,2094,2952,2.6354,low
-124.0,35.39,14,1379,1544,1433,686,3.6597,low
-117.93,40.91,36,3247,1295,1679,385,3.4911,low
-117.96,40.41,35,3879,1067,329,907,1.372,low
-121.86,41.95,25,439,1675,2913,243,1.9562,high
-119.57,35.67,36,172,773,4015,939,3.5611,low
-116.2,33.91,15,5678,443,4749,335,4.7813,low
-118.16,36.3,25,4117,730,7460,1597,4.4464,low
-121.93,33.63,10,1792,859,1777,853,6.4913,low
-120.75,40.31,36,10035,1298,3043,539,1.9091,low
-121.37,33.9,18,238,1225,102,297,5.3016,low
-119.57,37.71,19,471,301,1665,505,4.8519,low
-123.58,38.0,35,4235,219,656,409,5.997,high
-116.93,38.59,14,5322,435,8907,428,4.918,low
-122.28,39.02,52,2140,1683,3108,1879,5.7385,high
-122.44,33.6,29,2271,934,1591,124,2.9375,high
-117.18,34.01,28,1298,1168,456,2299,5.7942,low
-115.57,33.85,30,5549,1507,2518,187,5.347,high
-117.16,38.7,12,6348,2479,717,75,3.1992,high
-120.07,38.37,52,586,1719,3321,264,5.215,low
-118.28,33.93,16,3511,918,1971,493,5.5681,high
-120.92,35.23,25,291,715,4644,802,1.76,low
-123.59,37.76,20,2549,395,2595,571,1.8429,low
-118.29,34.09,30,1600,479,1600,460,2.186,low
-122.19,34.12,26,2695,3680,1316,998,3.6007,low
-122.47,41.8,34,9885,568,4713,1856,2.7391,low
-117.96,39.13,37,2231,3493,199,1176,3.428,high
-117.53,37.95,14,1148,289,217,1270,1.9013,low
-118.79,39.59,37,5963,278,2113,1004,13.6842,low
-123.11,32.92,34,1242,284,2574,435,6.235,high
-120.47,40.31,25,223,487,101,237,5.0391,high
-122.06,32.74,13,3176,1004,1404,535,3.8095,low
-119.01,37.35,13,4257,268,3516,1275,5.0447,high
-117.18,34.13,25,2536,205,986,919,4.4087,low
-120.65,34.29,16,2945,117,2430,623,0.9227,high
-115.39,37.67,36,4468,712,1480,365,3.0824,high
-117.53,40.16,40,2835,1506,2422,453,3.7277,low
-117.24,36.62,48,840,234,2773,651,3.5187,high
-121.4,36.21,25,14631,896,479,1362,5.6494,high
-121.25,34.02,16,4769,635,984,186,1.9385,high
-124.22,37.72,20,2418,298,787,143,3.8029,low
-118.17,33.75,29,2731,489,809,365,2.1955,low
-122.8,34.14,36,2375,1871,7158,11,7.6473,low
-117.62,37.64,26,779,1591,292,360,2.233,high
-118.29,33.89,27,1472,589,1416,392,2.3274,high
-122.07,34.04,38,10509,592,1276,22,2.3583,low
-116.55,37.37,39,1623,611,1254,48,2.4531,low
-121.28,34.31,52,3503,1529,2044,1044,6.2513,high
-119.46,37.99,19,4448,239,3328,1326,4.2204,low
-121.09,33.67,9,4041,1597,818,418,3.6849,low
-123.02,34.46,21,6707,1234,1276,1495,3.3987,high
-117.18,33.72,50,3850,867,341,3790,4.7269,high
-117.05,34.28,24,3372,331,1481,767,1.6156,low
-120.59,38.68,16,9371,908,964,458,3.506,high
-118.8,39.13,15,3391,677,179,940,1.9487,high
-118.29,37.71,52,1958,658,1886,888,0.9196,low
-117.46,37.74,16,6015,1165,1029,544,8.6572,high
-117.13,34.59,35,2477,446,1401,553,1.0217,low
-117.71,34.0,16,1790,110,3559,2207,4.0444,low
-118.09,32.64,52,2670,2048,35,258,2.7535,high
-122.67,37.86,33,4605,617,675,381,1.077,low
-118.38,40.75,18,2206,619,3687,1148,3.5352,high
-119.16,37.87,38,3720,261,1008,534,5.636,low
-117.11,34.14,21,3737,3173,2661,225,3.7477,low
-120.36,33.61,23,1570,492,1794,342,2.712,low
-114.57,37.91,35,821,887,1689,1165,5.678,low
-122.37,33.88,26,2979,1659,2869,387,2.6098,low
-119.75,37.75,15,828,849,1291,882,1.5147,low
-117.38,33.28,5,1721,672,2205,1136,4.8052,high
-122.39,34.14,13,2050,976,150,469,5.1842,high
-117.62,39.26,21,4846,453,160,148,2.1782,high
-118.19,39.55,36,7999,171,1025,3958,4.1696,low
-117.78,33.97,35,1872,536,1254,750,4.9044,low
-118.94,37.49,36,3028,296,654,2009,1.7926,high
-117.3,33.76,16,2460,960,4487,705,9.8413,low
-116.36,36.79,23,961,178,691,247,2.9769,high
-121.8,34.9,36,157,402,1730,880,5.6435,low
-116.96,38.66,45,3348,174,2860,323,3.8456,low
-118.36,40.46,52,2915,1149,2833,497,6.0718,high
-117.85,40.24,52,126,1624,4591,988,4.0609,high
-122.37,38.48,28,3999,450,656,181,1.7951,high
-117.86,36.43,21,1222,614,3667,368,10.8082,high
-117.82,34.08,52,1176,400,2302,1215,6.7977,high
-116.36,34.32,30,2042,361,523,320,5.322,high
-121.75,37.32,29,410,369,1032,512,3.1455,low
-121.58,38.38,15,2647,1089,156,863,4.3819,high
-118.12,36.32,42,450,1486,950,1129,2.0242,high
-119.07,38.57,29,3347,816,2208,203,4.4536,high
-117.51,40.9,20,4363,720,1886,486,4.0855,high
-121.32,37.57,44,4664,1215,262,156,8.2737,high
-122.04,36.15,38,762,238,3662,1239,6.7064,low
-122.3,37.72,52,3088,1698,4092,1118,3.2642,high
-118.16,35.28,36,4642,381,948,1159,4.1042,low
