longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-117.9,34.15,36,627,1038,1098,459,5.1282,low
-115.39,33.86,18,1105,940,46,1245,1.7052,low
-119.89,39.5,18,2403,276,3182,119,5.0897,high
-120.35,40.55,25,6709,1331,3112,3176,2.2827,low
-120.5,32.9,36,1665,1522,2158,741,3.5542,low
-118.14,33.79,33,4975,507,2865,369,6.5475,high
-118.1,34.06,37,5799,701,7302,1546,2.1638,high
-119.17,37.75,23,1238,457,5349,172,5.3972,high
-117.89,39.74,17,3690,299,1682,306,1.4063,high
-121.8,33.57,21,3187,1494,1214,414,1.5982,low
-121.12,33.73,1,1737,2506,3148,714,4.0298,high
-118.24,37.73,19,5002,175,2862,513,5.6817,high
-122.01,33.65,31,3389,1440,906,806,2.599,high
-121.7,33.99,30,2414,1251,1658,375,2.9097,low
-121.28,35.07,35,1734,964,3870,452,2.2619,high
-122.03,39.45,24,7157,426,209,326,2.9469,high
-120.55,34.27,20,4340,385,403,293,4.4489,high
-117.27,35.55,39,1280,2118,576,1074,10.2614,low
-118.12,34.0,39,6487,386,247,550,2.1602,high
-122.03,33.9,4,3569,1803,3258,497,2.3683,high
-116.2,33.31,52,89,4093,2901,422,1.474,low
-120.3,33.13,17,2840,526,1600,396,6.5814,low
-122.49,40.42,26,3317,2278,2034,2406,3.4838,low
-121.38,32.91,35,841,217,538,397,2.7794,low
-118.07,38.63,17,1813,358,452,289,2.4663,low
-120.94,38.81,36,2330,2509,898,510,3.39,low
-118.19,36.04,7,4169,845,4479,706,0.8198,high
-118.11,34.27,37,3382,323,2924,650,3.1667,high
-117.14,33.4,35,3714,276,913,242,3.25,high
-117.97,36.48,24,1750,229,167,794,7.3769,low
-115.91,37.82,28,4855,384,2044,694,4.5824,high
-122.26,33.37,35,1334,2751,385,640,1.3134,low
-118.21,35.85,26,862,1294,3333,166,3.3017,low
-118.39,37.25,35,2285,391,2716,2169,2.095,high
-119.13,33.93,17,2570,302,3265,207,4.055,high
-121.99,39.13,52,4888,374,1643,724,3.175,low
-117.9,34.11,20,3803,680,411,378,2.9025,high
-120.89,37.47,17,1932,549,765,313,2.5275,low
-118.2,37.07,33,2743,1404,836,168,6.5006,low
-119.76,32.82,19,492,2485,2877,442,3.5395,high
-122.27,37.98,15,726,289,336,278,1.6789,low
-115.75,39.15,30,1930,378,370,1006,4.6534,high
-115.46,40.87,20,6761,291,480,1367,1.5506,high
-118.26,34.12,37,2640,229,2406,1293,2.1173,high
-117.51,32.56,8,2536,965,375,1575,2.507,high
-118.17,33.84,25,2678,133,2087,208,4.7813,low
-118.26,34.08,23,707,1691,685,375,2.2444,low
-117.76,36.18,32,3055,315,1904,159,2.5313,high
-122.24,35.34,29,7157,151,1066,669,1.3523,low
-122.19,34.51,25,6251,1212,1244,285,5.2923,high
-116.15,39.93,35,2736,175,1724,562,2.2375,high
-120.61,39.29,23,2536,397,2028,1526,8.7939,low
-115.8,37.86,45,6440,684,742,406,2.683,high
-114.67,40.06,35,4960,26,4014,1765,3.8194,high
-120.12,34.09,23,2555,329,1317,1133,1.9205,high
-122.46,37.95,52,6101,1254,490,461,6.4218,high
-118.83,41.6,36,2861,689,761,1356,3.1838,low
-121.89,33.93,16,5067,3280,2295,827,4.233,high
-117.84,34.0,30,8561,166,2974,4339,8.153,low
-116.89,33.87,34,2673,1042,4631,1122,5.7819,high
-119.96,33.87,17,2579,653,8,861,5.2139,low
-117.75,33.93,37,3018,688,1098,356,4.4828,low
-122.76,33.46,38,3926,401,3781,406,3.6711,low
-117.96,35.04,52,2203,308,784,1180,2.5523,high
-119.63,37.25,26,3046,796,1654,1527,12.2478,low
-117.92,34.07,45,1619,349,226,561,2.3568,low
-122.15,37.19,17,7187,1737,2767,612,2.5781,low
-119.27,33.07,38,1874,424,635,604,7.8627,low
-118.47,32.7,26,2544,2031,558,483,11.9993,high
-118.08,33.02,12,704,597,2230,204,1.2413,high
-119.61,34.03,45,2654,107,1371,3258,7.4559,low
-121.96,34.1,20,3109,359,1866,400,5.276,high
-117.97,33.72,22,1170,680,4952,579,3.8158,low
-122.33,37.33,35,511,1180,9879,121,3.6475,low
-119.02,33.27,41,956,658,1142,1216,1.8456,low
-117.86,39.65,21,22128,408,433,421,1.9535,high
-116.36,38.08,26,2168,3008,2629,69,6.1504,high
-123.59,34.18,26,6525,380,1403,298,3.133,high
-115.56,37.88,18,3254,364,2383,429,4.5739,high
-122.05,34.18,24,13714,493,2815,456,7.2772,low
-120.42,34.64,15,3414,287,713,628,3.5,high
-118.9,40.3,6,3943,557,5032,563,2.3,low
-122.42,38.67,9,300,763,2540,447,1.4729,high
-123.98,34.15,25,966,1418,2450,196,5.4842,low
-121.27,34.92,31,2332,795,503,1220,2.4322,low
-119.65,33.93,32,2962,1872,1040,300,2.8203,high
-120.34,33.17,37,1669,323,625,443,2.0801,high
-118.0,36.32,35,5460,28,785,1390,2.4688,high
-118.3,38.02,28,456,556,3282,758,2.1108,low
-122.07,34.7,39,1717,1080,3952,1266,1.4511,low
-117.09,33.93,36,200,1934,1253,1812,1.6971,high
-117.47,33.89,18,10804,402,179,282,2.6582,high
-117.02,40.51,28,7778,212,3689,2410,2.3667,high
-122.27,36.57,14,3468,1859,312,958,3.6815,low
-118.06,37.8,22,6838,375,1849,169,2.8139,high
-119.21,33.62,34,1105,458,2450,118,2.4053,low
-121.29,34.9,20,3783,992,2157,255,5.637,low
-118.29,34.16,36,2445,2656,1057,817,8.847,low
-120.65,38.59,50,1749,360,1067,1137,3.0288,high
-115.39,37.11,52,6075,1346,7174,535,6.1536,high
-118.1,36.89,36,3013,1860,186,715,2.9052,low
-118.84,33.89,52,1859,297,1129,52,5.5101,low
-118.59,40.5,35,67,473,5756,285,2.7339,high
-120.06,33.91,32,4594,150,1742,2538,4.4312,high
-122.72,35.42,45,15025,660,1311,647,3.3269,low
-118.05,34.03,16,3071,891,3803,523,4.9662,low
-118.37,37.94,20,2234,1874,4389,170,2.8062,high
-116.45,34.03,26,3937,726,652,789,4.1397,low
-123.58,32.92,52,1201,713,223,268,6.0591,low
-117.97,39.02,3,2839,456,3249,1310,2.2882,low
-121.29,36.72,11,5144,449,1070,869,6.1183,low
-117.97,32.77,5,4784,539,2204,2250,3.6201,high
-118.24,34.5,14,517,1136,1952,1142,6.2082,low
-121.48,38.72,52,1500,933,835,555,2.3725,low
-118.42,37.59,14,14348,3093,1345,320,7.5604,high
-117.87,37.33,30,1858,1021,730,373,2.3542,high
-122.01,39.03,11,3332,1589,1899,654,5.5762,low
-122.05,33.02,38,6087,1342,4005,241,3.0139,low
-122.42,33.91,33,1659,81,1072,1107,2.4886,low
-117.25,39.43,33,2699,626,799,1141,1.3807,low
-118.49,38.9,14,801,478,824,325,3.575,high
-118.15,36.28,16,1508,728,1056,266,6.4744,low
-122.98,33.93,47,2261,132,2041,444,5.806,high
-121.97,32.8,26,1017,1081,2738,468,3.6528,low
-123.84,37.63,24,4175,532,9851,620,3.1719,high
-119.78,33.8,23,3219,239,1252,1953,2.6906,high
-119.23,33.84,17,1543,182,7450,554,2.9085,low
-115.62,41.95,34,4015,775,19,383,2.7794,high
-117.87,34.12,22,360,495,2377,1034,2.4069,low
-118.2,38.02,34,3413,540,2425,1666,4.4688,high
-117.99,35.2,20,2141,2610,5162,677,1.7462,high
-117.88,38.2,52,2983,354,1805,654,3.6838,high
-121.06,37.32,52,3735,1001,1402,2424,3.4074,low
-117.7,36.8,46,1140,1559,1689,2452,1.7292,high
-117.93,34.17,52,684,1615,3657,301,4.4882,low
-115.91,33.86,30,1478,433,692,637,5.121,high
-117.08,35.37,25,4579,257,3071,754,1.8238,low
-117.06,40.77,26,5603,435,4518,320,5.8666,high
-122.18,34.16,37,1526,390,1232,146,1.7153,high
-118.1,40.42,34,4642,692,166,1041,2.1726,high
-121.54,37.84,40,3054,634,1888,1696,8.3617,high
-117.25,38.07,23,7184,737,2245,145,2.6689,low
-118.24,34.01,13,2961,315,7270,630,3.3955,low
-117.65,34.26,33,2272,874,1852,341,5.5968,low
-121.27,38.53,18,644,556,852,211,3.2717,low
-118.45,39.35,30,4563,1353,108,2666,5.6482,high
-122.26,32.56,17,2746,313,850,859,5.8324,low
-117.12,37.47,43,1572,143,1423,1189,2.2372,low
-118.02,34.02,27,2488,386,195,483,7.8915,low
-122.18,37.4,35,1108,1646,3481,2962,7.105,low
-122.25,32.8,52,5379,610,4453,550,3.8472,low
-117.84,37.37,13,2291,780,1239,236,7.916,high
-118.01,37.46,26,1518,272,518,899,1.2049,high
-118.84,37.56,52,1337,81,1443,2140,4.6483,low
-118.32,32.8,23,2293,2474,1995,470,4.8862,low
-117.97,36.91,52,1301,441,1599,358,3.1771,high
-118.22,33.66,28,3782,1540,1618,2060,3.3987,low
-121.48,40.77,37,4015,173,2980,394,2.9306,high
-118.53,33.75,36,7352,212,7228,1393,0.7445,low
-121.12,32.91,14,1376,1625,135,1215,5.0016,high
-121.36,39.93,16,2193,251,1537,1077,2.6477,low
-116.34,33.99,31,3633,2704,836,414,5.5654,low
-117.89,38.0,20,5419,1107,885,71,1.2679,high
-119.19,36.84,2,17377,1349,1203,1126,3.1635,high
-118.47,37.61,52,2,462,378,210,6.3489,high
-121.06,35.35,36,1371,1173,729,1305,6.5474,low
-118.17,40.57,27,3183,25,862,303,3.2016,low
-117.65,37.96,31,747,297,6693,1281,2.5985,high
-122.05,32.89,42,3167,533,711,403,5.1677,low
