longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-119.9,37.06,29,3155,710,6763,206,3.5242,high
-119.58,37.12,42,6963,679,2987,329,5.2806,low
-122.43,36.48,6,5329,297,396,281,3.6312,high
-123.34,38.61,50,4082,149,2556,1465,3.7813,high
-119.12,35.76,42,2213,1381,503,2660,3.0161,high
-121.93,36.66,15,3364,782,4015,638,5.2049,high
-116.33,40.39,5,3978,1593,918,96,1.5844,low
-120.76,36.52,51,1793,487,2661,484,3.5772,low
-117.88,33.36,11,3624,1545,7030,1740,2.5012,high
-118.14,39.54,15,735,1739,2429,3595,3.1932,low
-120.76,35.78,21,2024,549,1058,1517,4.3553,low
-120.86,35.67,34,6662,1210,6295,133,4.2685,high
-117.26,38.47,6,549,1006,144,264,1.6685,high
-114.47,36.45,34,3928,16,890,1243,1.9336,low
-116.3,41.8,15,11294,1018,2106,740,3.7636,high
-121.86,40.53,8,1767,119,3249,1989,3.0204,low
-118.23,33.89,15,2560,1211,6664,98,2.1477,high
-116.21,39.22,17,5301,1698,1311,275,7.2392,high
-114.67,37.35,42,1689,1053,4002,476,4.4042,low
-116.26,38.22,6,3828,1171,720,220,3.81,high
-121.36,39.31,51,3779,2124,3823,1502,3.2073,low
-114.55,38.81,15,4192,39,2930,1150,2.32,high
-122.7,37.11,6,20982,468,629,202,4.3826,low
-117.64,38.91,10,14058,1721,119,133,5.6306,low
-118.53,36.12,19,1982,666,840,1049,9.1508,low
-115.58,41.8,20,477,2269,843,606,7.1273,low
-116.54,35.39,25,5257,180,3817,1243,6.276,high
-122.68,37.25,39,1343,140,1688,386,1.3023,high
-122.7,33.68,21,1372,524,391,612,5.2954,high
-117.27,38.7,29,1512,1678,1158,1511,5.2595,low
-120.66,39.82,44,3204,1755,1516,1524,3.436,low
-120.78,34.11,51,5738,570,599,465,6.1624,low
-116.08,32.65,11,5774,987,1600,1503,1.1185,low
-117.32,36.6,9,102,671,1304,1460,3.5213,high
-117.23,34.25,9,215,561,2108,40,5.1045,low
-122.75,36.16,30,527,2481,2175,1435,6.2702,high
-116.41,34.22,23,1019,821,3238,1414,2.0036,high
-118.01,41.4,22,2060,871,345,652,4.7328,low
-115.22,32.67,33,911,1540,4584,100,1.4583,low
-116.75,33.34,11,2052,995,201,2359,2.4864,high
-114.62,35.58,16,1293,918,154,2038,2.5583,low
-119.42,37.01,4,2087,474,555,53,5.6051,low
-121.84,32.56,16,1755,248,1655,160,1.9509,low
