longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-124.26,37.23,7,1983,341,806,633,1.1859,high
-121.8,37.82,27,4236,229,1130,455,2.1979,high
-121.86,39.86,27,1576,780,1587,341,5.9225,high
-117.34,35.15,26,307,541,219,255,3.9848,low
-122.33,33.64,29,3970,443,2023,306,2.1182,low
-121.37,34.18,14,1757,450,959,259,4.3833,low
-117.09,33.64,43,3494,337,956,818,2.5129,high
-118.21,33.6,17,458,193,1161,307,2.558,high
-122.14,36.85,17,2550,1073,1118,610,2.2339,low
-117.17,32.81,19,1149,449,998,1457,4.6898,high
-118.33,32.7,25,3318,311,1031,553,2.7473,high
-117.95,33.9,32,1739,382,1868,1299,2.875,high
-122.53,38.32,52,277,769,755,374,3.7988,high
-121.13,34.24,15,3058,366,5372,1639,2.9375,low
-117.34,37.52,24,2975,1444,3384,6,3.3611,high
-119.06,34.09,17,1882,509,5020,581,9.0812,low
-118.16,37.75,38,2159,348,753,341,7.8705,low
-117.99,37.71,47,2568,496,1699,271,5.2692,high
-117.99,33.99,25,505,294,506,303,6.2838,low
-118.12,33.45,4,2675,3173,2614,287,2.1992,low
-117.06,34.16,52,1589,457,1423,647,4.7009,low
-117.68,38.8,10,7357,1012,617,605,2.0643,high
-118.32,38.66,17,3220,1434,2274,2206,3.2717,high
-117.92,37.75,46,2043,781,1105,2221,3.7014,low
-122.11,33.88,33,1931,764,2020,633,3.2373,high
-116.45,33.02,6,913,824,1935,388,5.2185,high
-118.56,35.11,42,1616,401,368,330,5.0853,low
-122.02,32.71,25,4112,1442,2504,592,2.4079,low
-120.02,39.51,29,3033,1039,3833,352,5.2131,high
-122.19,32.82,35,50,318,839,203,4.1375,high
-118.21,34.14,52,5608,93,371,207,4.5033,low
-118.21,33.85,39,2907,338,2241,597,3.8826,low
-119.72,37.95,28,3185,318,975,188,6.8419,high
-121.41,34.43,4,707,469,302,297,2.4148,low
-119.03,37.7,24,2145,570,1011,428,2.7159,low
