longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-117.16,32.81,16,2164,329,3470,1221,4.6111,high
-116.92,35.34,11,3192,519,1315,1672,5.778,high
-117.42,33.3,34,1916,747,2073,763,2.5428,low
-116.9,41.31,52,919,700,64,417,2.809,high
-116.98,35.07,34,167,2833,2515,1331,2.7128,high
-121.53,36.6,22,6035,1260,2104,989,14.9009,high
-123.85,41.4,12,2910,270,1324,874,2.7059,low
-117.72,38.94,10,751,2473,1101,1228,7.0935,low
-122.17,38.47,30,5527,443,1685,1661,2.3617,low
-122.48,41.86,19,3856,521,2758,294,5.154,high
-116.46,35.77,32,1087,440,385,2952,1.3973,high
-122.53,38.95,18,13714,606,93,145,2.5949,high
-117.92,33.88,40,19,1791,1916,809,5.0234,high
-123.4,40.15,17,2065,1599,254,173,3.3884,low
-120.35,38.43,18,4124,106,1940,293,8.4045,high
-118.44,33.73,6,2803,1444,16305,499,5.4949,low
-115.91,32.93,25,3311,1332,3439,735,2.4599,low
-121.55,39.79,29,2022,630,3080,154,2.0769,low
-123.81,40.94,11,10088,259,2653,2157,2.81,high
-118.21,32.97,38,3219,2833,168,332,1.8672,low
-120.77,33.45,27,2891,354,1142,557,3.6458,high
-121.31,35.69,8,8,566,2557,1291,10.5045,high
-117.02,34.33,50,380,688,1114,129,4.174,high
-119.8,39.76,41,903,68,3464,1924,2.3789,low
-121.21,40.43,52,1934,1106,2142,67,1.6607,high
-119.57,35.35,7,9217,1549,1401,662,6.0116,low
-118.44,33.75,46,2527,405,1879,685,1.9848,low
-118.82,34.64,40,1299,985,3412,1496,2.5772,high
-122.61,40.93,18,643,637,7540,252,4.2654,high
-117.73,40.24,18,3560,825,1562,1460,5.5102,low
-118.41,36.78,41,4006,339,2984,1251,3.4231,low
-116.2,33.89,45,1401,737,3928,667,4.8482,low
-118.98,37.66,4,6638,551,1072,2051,6.2047,low
-120.79,35.2,48,6203,1730,5525,1365,2.6833,low
-122.23,35.22,27,1752,1182,3249,838,3.7875,low
-122.91,34.55,18,518,235,3045,153,2.1515,high
-119.6,34.68,32,5254,1148,4131,339,4.4911,low
-117.93,40.14,41,1041,659,4419,125,3.4327,low
-121.93,35.99,52,2425,774,3084,393,2.7212,low
-114.55,36.14,36,6296,3513,4402,1859,3.5278,low
-121.12,35.22,22,827,758,2043,3790,3.2176,high
-121.13,39.42,25,1132,657,3775,309,6.8099,high
-117.0,34.57,29,2463,41,7919,292,2.8824,high
-120.1,36.64,27,3269,404,104,646,5.2849,high
-117.24,41.92,29,3106,1271,5634,2777,5.3416,high
-122.89,33.3,22,408,1406,215,565,3.0083,high
