longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-117.58,33.83,30,2000,967,983,545,3.1895,low
-118.27,33.93,35,2237,449,1003,737,1.845,high
-121.92,37.86,37,4573,278,1124,201,7.9611,high
-121.04,36.24,27,2881,137,451,481,2.4183,low
-120.1,34.15,52,6718,1274,1164,530,2.9784,low
-124.09,33.62,20,1734,474,1174,173,3.0429,high
-116.43,38.02,7,1230,185,611,768,1.8086,low
-118.14,32.73,22,3882,503,943,132,4.375,high
-121.57,37.34,52,1671,311,955,176,4.5938,high
-121.24,33.93,20,2791,30,937,284,3.2317,low
-122.12,38.55,47,2037,167,340,525,1.5625,low
-120.61,41.95,26,284,821,2767,302,5.0778,low
-121.25,33.99,52,3862,349,2074,452,1.3485,low
-121.32,38.35,31,10869,372,252,544,1.6953,low
-122.23,34.11,35,1254,256,509,271,8.798,high
-117.05,37.79,28,1300,474,913,613,4.875,low
-122.3,38.64,25,2855,640,851,259,6.7064,high
-118.15,36.43,45,3362,246,1139,448,4.6094,high
-117.09,33.93,30,2000,2139,978,76,5.2865,low
-119.67,37.43,32,2054,357,2951,258,3.0,high
-122.35,36.98,26,1519,291,531,429,3.8026,high
-124.07,33.6,23,1248,329,1659,359,3.4896,high
-115.57,34.24,13,5468,3008,753,132,10.2233,high
-117.06,34.08,23,3402,229,704,584,5.5596,low
-119.85,34.03,45,1419,41,1798,1271,6.0194,high
-119.87,33.97,36,7187,619,1773,252,2.3661,high
-118.02,34.09,14,2153,449,1916,253,2.8192,high
-117.23,37.46,7,4117,664,2299,153,4.0735,high
-119.83,38.23,30,2543,647,965,264,3.7813,high
-121.29,34.09,36,6015,502,889,328,4.745,high
-118.19,34.09,34,1810,460,1302,428,5.0756,high
-117.93,33.96,23,2154,830,939,718,4.6327,low
-121.78,37.72,27,1343,294,1376,424,2.96,high
-121.34,33.27,50,2745,372,1011,150,1.6315,high
-122.04,34.03,9,1820,206,1006,316,6.994,low
-122.99,34.14,21,1706,399,940,797,3.1713,low
-118.28,37.35,47,2174,391,573,529,1.4653,high
-122.4,33.96,2,8,188,198,85,5.9596,low
-118.97,37.72,26,1880,849,1528,903,3.0625,high
-118.1,37.79,16,12396,455,1831,543,4.775,low
-119.72,37.56,15,9467,565,2154,522,4.4958,low
-118.15,38.25,21,697,399,434,173,1.6513,high
-117.34,38.11,19,1481,484,1530,295,6.1359,high
-122.49,37.24,13,1251,157,391,509,3.1103,low
-118.38,34.1,16,1387,280,494,882,5.0761,high
-117.0,34.14,42,6323,3298,784,315,5.1995,high
-120.99,34.01,31,3169,359,976,1043,3.7826,low
-117.97,34.11,9,1958,1240,1590,192,5.0201,low
-119.64,33.88,16,1801,350,440,70,6.5706,high
-118.31,33.76,5,441,353,633,1153,3.6509,high
-122.0,34.12,35,1249,181,1219,728,4.5,low
-118.41,38.73,37,2231,706,1128,299,5.8407,high
-122.06,37.82,33,3316,447,465,246,2.8417,high
-122.0,33.94,5,2911,438,822,618,2.0363,high
-118.94,32.78,26,3184,320,861,220,2.5701,low
-117.97,33.8,18,2921,734,531,426,4.8711,low
-117.31,33.85,15,391,435,1405,230,2.9541,low
-119.04,36.8,17,977,766,169,569,5.2336,low
-122.44,33.94,38,1053,329,880,1062,5.2636,high
-118.03,37.47,24,1084,140,1406,2041,4.6094,low
-117.15,33.48,5,1683,952,8276,26,11.0546,low
-119.25,34.21,35,4078,351,667,445,4.962,low
-118.04,34.04,21,3148,428,1479,286,3.9464,high
-118.16,36.21,5,3128,542,2822,539,2.5833,low
-119.7,37.79,25,984,3457,2314,502,2.1587,high
-118.18,38.36,42,1497,1283,1007,389,1.7417,low
-117.34,37.34,42,2519,468,2093,591,2.8062,high
-118.19,37.66,52,3435,289,1283,492,4.4063,low
-122.29,33.77,44,1962,209,1261,250,2.7955,high
-117.84,34.07,17,6101,353,821,1843,4.2833,low
-122.01,33.81,17,3495,677,2600,792,6.3191,high
-117.42,33.99,18,6540,471,822,712,2.2115,low
-118.24,34.66,33,8068,172,814,524,2.1955,low
-118.32,39.17,32,6696,202,770,463,7.9943,high
-117.58,33.98,35,2237,46,599,1339,3.428,low
-117.01,33.83,35,1642,518,916,1496,2.5033,high
-117.24,34.21,52,1834,270,1730,993,2.8299,high
-118.19,40.57,7,1844,1375,1215,621,3.0568,high
-122.09,33.61,43,2556,1345,1258,360,5.4683,high
-118.27,33.83,35,2127,786,758,424,2.2454,high
-118.12,38.55,33,669,463,1570,737,3.2738,low
-122.36,36.98,26,1455,301,4122,544,6.1599,high
-115.48,37.96,26,1519,352,2119,479,3.1875,high
-119.05,33.94,33,3983,336,1621,649,1.4804,low
-117.2,37.79,40,1610,2009,1312,544,1.2904,low
-122.15,35.78,31,1520,472,2053,241,5.0415,high
-121.18,37.72,33,1864,691,1144,419,2.7794,low
-122.07,32.75,16,1390,469,784,333,3.9052,high
-116.38,34.15,38,3284,484,220,484,4.1632,high
-118.39,33.98,15,14125,735,717,459,1.5714,high
-120.31,34.0,8,2091,989,2513,685,1.1295,high
-121.33,33.95,37,4173,273,610,29,4.5556,high
-118.72,38.09,32,961,484,445,733,5.7214,high
-118.09,33.93,15,3341,356,729,754,1.5615,low
-122.12,41.35,33,866,236,566,441,6.8268,low
-115.32,33.62,28,2181,350,683,474,4.5147,low
-123.22,34.01,11,6101,586,1943,387,3.3026,low
-118.42,33.93,45,7879,537,884,388,5.1249,high
-118.06,36.8,14,3598,652,2118,330,2.6386,high
-121.92,36.73,35,1310,256,1607,1002,7.8496,high
-117.11,32.85,23,5005,494,1202,593,3.4198,low
-117.97,34.09,19,1657,718,837,225,2.8797,low
-121.92,38.64,15,138,401,4771,1196,5.2769,high
-118.16,34.09,15,2107,314,910,595,7.2472,low
-118.18,33.92,23,3562,295,637,400,3.6691,high
-119.04,34.09,9,818,361,3259,270,2.1199,low
-118.29,34.12,24,2388,355,716,512,5.136,low
-121.67,37.8,33,3083,187,9509,809,3.4701,low
-117.42,34.38,29,2945,267,7443,367,3.2679,high
-120.42,38.16,32,1643,1710,1135,391,3.9091,high
-118.35,32.93,14,10687,245,5718,391,3.3447,high
-120.99,38.54,12,3341,628,805,502,5.1002,high
-115.52,36.59,28,3184,300,866,242,4.6477,high
-117.75,37.56,34,3252,259,2677,289,6.0176,low
-121.42,33.67,39,1302,238,1008,422,3.2566,low
-121.49,34.01,15,2503,363,994,284,3.5804,low
-121.49,37.24,27,9812,350,621,870,5.3886,high
-118.19,38.73,23,2388,1395,598,1195,1.4015,high
-118.24,38.58,20,2053,594,3599,190,3.9464,low
-122.3,34.22,2,1081,325,1665,795,3.5,high
-118.43,34.42,19,2143,673,4438,1131,3.2216,low
-121.02,37.0,37,1766,834,1472,316,6.3703,high
-122.68,33.02,16,3574,422,2566,425,4.6845,high
-118.2,33.93,29,4535,825,49,608,2.6437,low
-120.53,40.19,8,1610,821,1161,324,5.1708,low
-118.09,37.49,6,1791,425,833,202,1.4889,low
-118.17,38.64,8,1995,548,1240,274,2.7002,high
-118.16,38.13,34,5009,958,1935,301,2.006,low
-121.75,35.64,36,9807,1180,682,614,5.285,high
-117.92,37.74,52,2456,514,954,517,4.6905,low
-117.87,34.09,36,625,338,839,373,4.0625,high
-122.39,34.22,52,985,109,825,660,1.223,low
-118.36,40.57,17,1343,320,1212,963,4.0781,high
-117.4,37.71,32,1916,298,1395,433,3.0958,low
-121.82,37.8,34,991,161,2042,428,4.0625,high
-121.96,37.53,4,1746,1057,692,975,4.636,low
-118.45,33.75,28,2255,665,1694,1466,1.3523,high
-121.29,34.1,37,2029,410,1088,438,2.7863,high
-122.09,34.08,16,14058,1197,3051,227,2.0077,high
-117.1,36.34,16,830,500,649,25,3.3958,low
-118.27,33.79,33,3260,202,865,564,4.065,low
-117.47,32.63,7,6163,820,1228,385,4.8906,high
-119.71,34.29,21,3670,274,1060,329,3.8056,high
-117.06,32.79,23,5765,107,2803,586,3.625,low
-117.05,38.57,46,2019,361,1800,183,4.163,high
-117.24,34.09,16,3487,426,1168,781,5.0871,high
-121.35,32.56,52,563,309,1036,151,2.9811,low
-117.07,34.08,36,2999,1345,623,940,5.1041,low
-122.24,37.25,29,1181,367,2243,259,4.5,high
-121.51,34.08,23,794,221,537,472,2.9716,high
-119.34,34.2,52,441,722,828,274,2.5954,low
-118.01,37.56,9,1040,418,1065,771,7.5372,low
-122.01,33.99,13,1888,405,926,856,3.1796,high
-120.87,40.05,39,2230,578,1645,396,1.9145,low
-121.92,37.56,43,465,490,512,1791,3.87,high
-119.2,37.51,43,1006,1268,1921,3061,1.7054,low
-118.33,35.39,9,2727,191,146,333,2.2375,low
-117.12,33.86,13,2668,655,2116,451,3.8661,low
-118.37,37.81,35,2738,460,3699,197,1.8472,high
-122.45,39.47,9,2128,234,1011,345,5.5596,low
-117.67,38.62,52,2726,618,2439,1107,4.6477,low
-122.33,34.19,21,1593,721,595,376,2.0066,low
-117.14,34.13,25,1740,41,1872,813,2.1458,low
-117.65,34.03,17,5640,623,691,323,1.695,low
-117.13,33.92,17,1264,361,1108,206,4.174,high
-118.19,33.8,52,3298,520,984,359,4.5878,low
-122.09,38.8,21,1578,296,777,380,3.6467,high
-117.23,36.96,52,9807,665,3056,3197,5.7654,low
