longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-118.37,37.81,11,1645,209,5325,338,4.1779,high
-117.89,38.06,35,4977,355,1152,294,2.9812,low
-114.61,36.73,29,2843,513,2028,393,6.5861,low
-118.42,33.96,44,1463,954,831,1308,6.729,high
-121.8,39.23,25,2462,369,1395,264,3.6065,low
-118.3,33.77,38,2438,1087,975,544,3.1848,high
-118.3,33.94,52,772,397,509,366,1.5972,low
-120.67,33.87,25,629,1011,937,416,2.7316,high
-117.93,34.06,42,3412,325,399,163,2.3454,high
-121.62,34.03,26,1583,335,3232,32,2.8304,low
-121.9,34.27,42,4034,198,671,386,0.9355,high
-118.2,34.07,48,3665,27,2150,379,3.4911,high
-122.01,37.97,22,5032,207,120,389,1.4583,low
-122.07,34.04,52,2125,243,981,1791,2.7311,low
-122.01,33.87,22,7249,701,543,415,6.3814,high
-118.11,32.7,8,1516,1216,3548,1018,2.3913,high
-118.26,34.16,15,3896,522,810,448,3.7973,high
-122.03,33.99,36,2296,623,489,432,5.2323,low
-121.16,33.87,52,1408,716,793,573,0.716,low
-122.43,38.01,36,1134,669,66,472,5.375,low
-122.47,33.86,22,2053,351,92,623,3.5893,high
-122.81,39.5,42,372,253,1053,1226,5.6383,low
-122.16,32.75,17,2336,366,920,1056,2.319,high
-122.42,34.15,39,3986,426,1179,457,3.0319,high
-117.99,33.36,27,4041,189,2429,392,3.5664,high
-117.25,32.75,39,1303,287,609,1034,7.6091,high
-116.86,34.12,32,3457,1450,1156,73,6.7977,high
-118.32,34.18,29,1084,343,990,481,2.433,high
-122.27,34.06,37,4114,290,1817,266,4.5903,low
-116.86,32.76,40,2764,210,5839,392,5.1587,high
-121.26,34.09,15,1880,394,305,341,2.9714,high
-122.49,33.74,37,4540,743,1594,409,3.2596,high
-118.2,34.04,21,2697,982,1657,229,5.2954,low
-117.07,37.68,52,739,387,1703,1172,2.0395,high
-122.26,34.03,31,2978,286,763,291,4.2381,low
-118.3,33.96,30,2198,373,838,181,1.4937,high
-123.04,34.12,11,6828,413,2676,3112,10.6186,low
-122.3,33.9,26,581,238,1792,443,1.8008,high
-118.39,34.24,27,5643,2352,1632,405,2.325,low
-118.16,41.41,19,3559,313,3384,281,3.7303,high
-118.32,37.8,32,1029,602,3131,534,1.8929,high
-121.8,33.87,29,3257,270,1510,427,4.9516,high
-122.41,34.04,44,2172,471,2272,259,3.227,high
-122.09,40.38,41,4663,390,1868,135,2.6997,high
-117.11,32.85,8,8710,1157,1491,174,5.0912,low
-118.14,33.84,36,4108,518,747,435,2.3199,high
-117.48,37.75,13,2428,848,802,581,1.2786,low
-118.27,33.85,6,1482,313,974,386,6.3617,low
-116.51,34.1,26,4362,494,288,606,1.9485,high
-122.14,32.75,22,678,435,1885,1255,3.8095,high
-117.97,37.79,16,5934,510,586,399,2.5955,high
-122.25,34.04,34,188,388,543,268,4.3586,low
-122.14,37.64,33,4979,430,1912,207,3.9211,high
-118.01,34.2,22,1727,270,4438,142,2.4071,low
-118.33,37.68,39,2659,518,1207,377,1.5203,high
-117.09,34.1,52,2678,1236,732,268,2.2788,low
-118.22,34.07,11,11827,245,1208,306,1.9402,high
-120.48,34.07,14,3870,276,2804,882,3.9643,low
-117.14,33.91,10,1139,1070,2205,424,6.3066,high
-118.36,35.06,34,5639,403,999,283,1.5817,low
-122.07,33.98,43,1528,689,1279,748,3.7538,low
-120.51,32.64,36,2226,390,184,2359,8.2037,low
-118.12,34.08,34,1179,275,1494,430,6.7248,low
-121.89,34.03,25,2130,823,1175,3252,6.8268,high
-122.99,40.82,13,1956,416,1068,362,3.7292,high
-118.36,34.06,27,2570,274,716,343,2.6561,low
-118.11,33.96,17,4626,1522,1259,308,1.75,low
-118.26,34.06,26,1797,378,2898,367,2.5964,high
-117.99,38.76,11,5524,243,1978,396,2.9076,high
-117.22,33.98,33,260,206,1086,509,2.1908,high
-117.96,39.96,39,1146,544,1960,4012,3.5288,low
-118.0,34.06,44,1485,216,808,409,2.0982,high
-122.69,34.03,12,519,253,1115,269,1.3,high
-116.31,34.04,22,2261,202,1207,690,3.4808,low
-118.07,33.96,47,1927,160,907,394,4.9833,high
-117.25,34.17,5,1115,275,2102,330,2.6561,low
-121.32,40.32,22,3318,597,1886,241,3.9784,low
-117.66,41.86,24,1502,348,467,391,10.6186,high
-118.29,37.3,38,873,455,910,860,2.0062,high
-118.18,33.98,42,3012,550,518,590,3.6415,low
-118.3,33.77,24,3465,444,1520,213,3.8529,low
-117.18,34.12,9,3252,347,597,275,3.6181,low
-118.46,37.98,43,1865,172,1836,539,2.0,high
-121.89,33.88,36,6291,270,1400,482,4.4871,low
-117.13,33.89,26,2577,155,1409,563,5.5422,high
-117.05,34.05,17,961,224,972,338,3.3776,high
-118.25,34.06,45,3012,336,2319,493,5.7984,low
-118.24,33.96,34,2369,294,2304,345,4.6477,high
-121.01,33.96,43,1703,1348,2899,368,4.7321,low
-122.25,34.05,44,2794,588,1312,411,3.305,low
-117.88,34.06,48,1991,307,337,432,5.4482,low
-118.03,37.19,44,3092,48,1427,4072,2.6637,low
-122.13,38.59,15,1552,510,199,259,3.1111,high
-116.26,33.37,11,1133,469,1986,217,3.4531,low
-118.14,34.15,38,2155,1005,755,255,4.0526,low
-118.09,34.03,43,2125,346,762,1511,2.1719,low
-116.01,34.05,13,1929,480,2559,398,1.9306,high
-117.99,34.19,52,3235,1165,1898,973,3.6065,high
-117.17,34.2,38,5463,472,968,560,4.9087,high
-118.88,37.29,34,483,284,3191,570,5.8382,high
-117.94,33.94,35,5684,1249,902,378,1.3867,low
-122.23,37.43,43,3745,1126,4729,411,2.8438,low
-117.16,34.06,23,2801,256,490,268,5.2809,low
-118.15,33.92,39,2299,331,1369,432,4.7266,high
-118.27,33.91,37,3370,422,1476,287,4.0882,high
-122.09,37.81,43,2190,530,1009,456,3.7045,high
-118.14,33.84,18,1608,322,1228,305,4.7768,low
-117.97,34.16,36,1808,363,508,125,0.9241,high
-117.08,33.79,34,4129,168,2818,3176,8.1839,high
-122.27,32.75,22,142,430,588,233,4.8862,low
-118.2,33.97,42,2901,1272,392,304,6.9961,low
-121.91,33.96,13,1120,2269,785,287,2.1061,low
-122.45,34.43,41,2310,270,1074,452,5.5675,high
-118.1,33.92,19,1200,269,1154,500,1.899,high
-124.14,34.05,43,1631,1910,1883,386,3.5664,low
-118.26,33.94,20,4981,448,1407,373,4.2344,low
-118.21,33.77,46,2668,271,601,248,3.3892,low
-119.71,35.28,35,1886,205,2973,633,5.8382,low
-122.24,33.65,52,2639,307,2406,452,6.7527,high
-117.96,34.86,26,1104,1812,2601,226,1.756,high
-117.38,36.2,27,4549,410,2677,540,4.392,low
-118.21,33.3,42,5112,610,132,355,2.9205,high
-118.34,33.93,32,1607,298,1712,1030,3.2158,high
-118.28,34.02,38,2614,417,1275,68,2.6763,low
-121.94,32.71,20,3497,346,412,68,3.1753,high
