longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-121.71,32.57,44,2990,1071,8738,815,2.2437,low
-118.68,39.27,31,4815,482,748,269,12.5,low
-119.66,34.06,30,3146,1486,891,319,2.7852,low
-119.09,32.68,34,3585,301,5407,329,5.7843,low
-120.31,34.87,42,1763,404,1363,194,3.0625,low
-119.6,34.45,17,3088,1149,817,29,1.9336,low
-119.88,38.59,1,3066,1742,3249,1086,1.5809,high
-121.31,33.64,23,2456,194,2994,2410,2.8452,high
-120.26,34.12,44,903,541,4731,4769,2.4667,low
-114.47,37.99,23,6042,696,2869,1220,3.3667,high
-116.92,39.11,8,1797,445,6443,1012,10.3942,high
-120.7,33.67,16,1513,253,3550,871,2.08,high
-122.89,37.33,16,637,750,1447,354,2.5333,low
-122.43,37.8,16,3264,2154,2980,1435,6.0116,high
-117.91,36.16,7,4214,198,3282,616,3.1417,low
-121.28,33.71,46,592,825,220,110,4.7118,low
-116.27,37.39,16,152,301,4285,46,5.3135,high
-120.82,34.56,33,1335,533,1368,295,4.2383,high
-121.71,36.27,46,5654,2257,2783,1724,4.9716,high
-118.13,33.81,23,935,344,998,702,9.3198,high
-119.94,32.75,24,5532,2708,1516,1376,7.2628,high
-120.57,36.77,45,2466,1796,3617,764,1.9386,low
-119.53,32.79,32,2582,401,1411,756,4.0658,low
-117.23,38.52,16,5147,253,8721,1514,0.813,low
-114.61,33.94,8,3904,467,88,1281,4.9524,high
-118.39,35.29,3,2324,865,4769,1047,3.3438,high
-118.3,33.71,26,1575,711,1624,448,2.7778,low
-117.34,32.8,52,16759,572,744,980,5.5538,low
-119.98,39.06,20,4137,439,931,1517,2.6182,high
-121.18,33.82,19,8110,1719,849,2038,3.2731,low
-117.21,34.06,35,1536,344,1660,1523,2.3792,low
-121.47,33.77,35,1962,977,1729,45,7.5604,low
-121.79,36.33,52,4842,475,1137,479,7.5274,high
-119.0,33.18,50,1625,121,1988,2323,1.5727,low
-122.38,37.14,28,370,829,424,48,9.6885,high
-121.31,37.78,8,4787,433,9851,250,4.2109,low
-116.88,38.07,47,3664,98,1714,1459,5.041,high
-122.14,33.81,36,2446,229,59,633,5.2522,high
-119.04,39.46,34,3363,553,2564,325,4.2837,high
-117.44,36.56,20,5067,1334,3340,59,1.6172,high
-119.07,40.66,37,11976,951,2449,1086,4.5332,high
-118.3,39.48,18,3382,448,583,473,3.1679,low
-122.96,34.16,24,3240,670,1466,488,3.1964,high
-117.94,39.14,22,1554,244,2449,268,2.5763,high
-122.18,36.45,18,831,932,3201,545,2.1173,high
-117.96,34.55,35,4677,624,2175,825,5.4694,low
-119.54,34.25,18,2906,133,1665,1316,6.9414,low
-121.92,38.98,26,765,909,1494,495,2.6048,low
-121.36,37.85,27,975,3098,53,849,3.293,high
-119.4,34.43,8,7784,1257,2592,480,3.3187,low
-118.93,41.7,42,3454,652,985,270,5.7121,high
-121.06,37.78,19,4311,814,1645,221,3.7306,high
-121.67,32.59,32,1422,1124,2104,288,6.4517,low
-116.43,36.28,6,6352,686,2446,167,2.166,low
-121.92,33.81,10,2111,1246,886,1570,2.462,high
-119.78,34.33,10,438,839,1611,103,5.0106,high
-120.29,38.27,17,8874,1276,2365,1240,4.09,low
-121.92,37.48,17,4683,1107,1117,432,3.2731,high
-118.04,33.77,47,1739,694,3327,340,2.2661,high
-122.01,35.94,47,4230,580,4083,529,4.3077,low
-118.36,34.91,15,498,3479,3337,420,0.6433,low
-117.06,38.9,3,1151,1341,2899,896,5.3307,low
-121.14,36.88,52,4226,1657,1608,1058,2.9286,high
-122.8,32.78,41,2333,825,7985,1018,8.2883,high
-124.06,37.0,16,3617,1066,1679,453,2.5074,high
-120.44,34.88,35,2770,459,763,3329,3.6832,low
-122.45,36.85,21,5764,241,1825,4616,1.7075,low
-123.54,37.77,26,1590,1014,1956,1722,5.234,low
-117.37,39.79,35,519,1140,672,1238,2.6736,low
-122.07,37.09,18,9371,1358,3328,677,3.6523,high
-121.92,34.07,14,4311,680,3895,474,4.445,low
-122.04,33.04,24,1617,1882,2095,357,0.9797,low
-119.38,33.77,21,3197,1590,400,93,5.32,low
-119.68,33.96,50,5768,240,549,2552,2.9866,low
-115.99,37.78,31,1657,674,2110,245,2.5966,low
-119.58,35.33,44,6459,1214,1894,2437,5.6017,high
-121.7,33.36,18,2837,1211,29,1279,1.4886,low
-118.12,37.49,28,950,149,2282,900,7.0897,low
-122.99,34.93,49,3876,638,3381,532,1.6953,low
-119.81,34.22,44,1105,557,8652,443,2.5759,low
-119.64,39.09,32,7876,589,889,148,4.6904,high
-124.05,40.39,32,5470,1010,1234,1144,3.8984,low
-118.62,37.56,9,933,2696,7653,697,1.6331,low
-120.13,38.99,43,2678,1018,1873,2683,3.8409,high
-123.21,40.25,52,7973,429,6133,2270,3.0954,low
-121.3,36.18,18,3220,1330,1070,234,3.4402,high
-116.9,38.0,7,7011,296,3473,365,5.6169,low
-122.38,33.86,19,3017,130,2587,626,3.3776,low
-119.97,35.94,33,1738,276,813,716,4.7109,low
-117.23,38.67,32,1491,977,4861,1255,3.2027,high
-122.11,34.44,35,143,322,562,93,2.182,low
-117.79,38.77,38,5485,70,1183,1273,3.253,low
-121.28,36.57,20,2691,53,2742,2552,5.27,high
-117.06,33.69,34,5688,515,1091,705,5.7097,high
-120.84,33.48,24,5277,294,4205,2753,2.9301,high
-115.6,33.99,31,2994,760,1059,453,3.4408,low
-117.69,34.06,15,1034,1066,1677,510,6.3617,high
-120.46,39.92,28,3324,2509,4545,93,4.1302,high
-120.89,39.7,50,9559,47,868,1132,4.712,low
-122.65,37.77,43,2826,2558,2379,188,4.9562,high
-117.72,36.32,34,9018,1259,7985,1376,1.5833,high
-122.42,32.58,36,3011,896,605,2251,3.111,high
-120.35,39.5,17,5542,404,2336,80,4.1116,high
-120.98,34.25,27,9371,6210,2622,287,1.4427,low
-122.72,36.61,30,3542,1103,2456,885,3.2315,high
-117.41,33.31,17,2833,371,283,2007,6.381,high
-121.71,40.39,52,1435,265,1085,1276,3.5161,low
-118.67,33.63,36,2963,1004,3450,910,6.0198,high
-118.07,36.64,27,42,997,742,113,2.49,high
-121.31,35.07,52,7437,244,3568,699,3.5915,high
-118.83,35.65,16,584,524,3785,969,8.7382,high
-123.21,40.64,36,2614,2226,2165,627,0.9751,high
-117.74,33.18,2,383,2300,613,134,1.7167,high
-124.07,37.34,30,494,1643,3651,526,5.012,low
-117.27,35.24,4,1477,1516,522,492,2.5405,low
-121.43,34.07,43,2814,331,426,247,2.6053,high
-117.19,35.91,48,7290,441,1608,523,2.8889,low
-120.29,33.01,18,1134,1650,2042,941,1.4702,low
-120.33,33.83,52,2281,328,124,492,4.9688,low
-120.18,37.76,12,1973,466,398,1041,1.8261,high
-120.94,39.43,50,6605,1244,887,2116,3.0,high
-118.44,38.0,23,1244,328,3282,457,3.9423,low
-119.6,33.79,22,952,458,3174,1262,4.0804,high
-116.84,34.71,2,2139,339,2421,141,2.6591,low
-123.01,34.07,26,1004,1659,1074,332,1.4415,low
-120.27,33.29,16,1982,589,7205,690,1.951,low
-124.01,40.67,19,423,190,4332,1064,5.454,low
-122.36,34.12,19,3032,161,2307,952,1.1903,low
-118.11,37.69,35,6517,1145,7301,1061,4.7325,low
-119.13,37.09,19,1916,900,436,436,5.8491,high
-121.43,33.54,18,9044,365,955,1705,3.9853,low
-124.06,32.85,26,2188,1600,2661,2426,4.5,low
-122.55,37.34,31,4686,1789,1672,587,2.5477,low
-118.01,33.94,16,1511,2490,731,114,4.2254,high
-117.93,39.59,19,514,238,478,652,3.0757,high
-119.68,35.19,14,587,2174,2647,228,5.5777,high
