longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-120.21,39.66,12,2702,60,2830,300,3.5441,high
-120.94,39.25,25,10072,212,4512,218,3.2167,low
-122.08,33.54,17,2892,1374,2998,6082,5.9897,low
-120.17,40.89,29,1743,1186,2740,1334,5.1299,high
-121.95,35.91,46,2450,465,917,1176,5.6417,low
-121.22,38.51,23,6446,548,231,1451,1.6187,high
-123.08,38.5,25,4947,127,2014,780,0.7917,high
-122.86,40.09,36,90,2979,183,164,5.0457,low
-119.71,33.0,3,312,823,1745,787,0.9838,high
-121.73,36.41,19,8726,1345,1781,2245,2.4003,high
-122.59,35.61,29,755,472,2241,478,5.2405,high
-119.54,35.87,7,3696,876,7363,210,2.4612,high
-122.91,36.57,14,3548,676,2592,2533,3.512,low
-120.65,37.78,2,2657,1004,15037,1514,7.0735,low
-122.85,37.73,5,32,1126,1168,884,2.5057,high
-118.75,37.1,17,678,848,883,332,4.1375,high
-120.1,41.41,19,5482,1361,196,2533,8.0158,high
-117.03,40.61,39,6224,499,5325,1596,2.6071,low
-114.6,40.38,1,2542,49,5162,313,5.3701,high
-117.6,40.52,1,1974,966,3688,478,1.8819,high
-122.59,38.87,46,1139,798,2946,508,2.1046,low
-117.24,39.54,31,863,701,1129,1029,3.3153,high
-122.35,38.97,18,5195,636,7301,2392,6.0609,low
-118.87,38.87,27,4041,1249,3240,1818,5.4299,high
-123.73,39.21,13,4540,888,2713,334,1.8993,high
-119.45,32.59,43,4988,1031,1055,697,6.987,high
-118.13,36.25,12,1546,960,2612,857,6.8004,low
-122.2,33.89,23,1419,1859,3215,1591,2.4123,low
-121.79,41.13,22,1739,329,3008,2285,5.777,low
-122.87,37.75,2,4156,1233,3915,1084,5.2323,low
-120.92,40.68,38,1947,2238,647,753,10.8783,low
-120.4,36.14,33,3771,103,2104,394,2.1067,high
-119.22,35.25,11,2699,108,1193,296,0.8185,low
-116.89,36.09,34,2437,110,1952,1233,3.6712,high
-118.72,38.77,37,2410,748,1130,759,2.8711,high
-119.76,39.04,36,1521,750,1593,1498,3.8047,low
-119.88,37.39,41,1854,1137,3025,1166,6.0308,high
-117.8,37.79,30,3560,1222,4584,3671,5.2923,low
-120.42,40.34,33,3970,718,1128,2533,5.3074,low
-120.74,40.07,36,1327,204,2385,369,9.8144,high
-120.45,37.03,24,7747,1398,394,1924,7.618,high
-122.16,37.06,42,1878,155,1293,901,3.2091,low
-119.55,37.67,47,512,1906,4776,2962,2.6625,low
-121.03,33.91,6,2891,283,2104,741,7.8383,low
-120.96,36.42,5,4813,580,783,1192,4.0196,high
-120.72,34.2,29,7268,2426,1946,1151,2.1728,low
-117.78,33.39,18,2255,640,847,766,2.5875,high
-119.62,40.95,27,3584,572,4449,616,4.0327,high
-121.67,38.12,37,1680,410,2302,979,1.7213,low
-122.3,39.64,21,2782,443,3112,205,6.6086,high
-120.8,38.65,40,3054,1446,3360,2964,1.1384,high
-120.31,37.17,26,13703,1979,1782,97,2.1603,low
-118.96,39.69,12,551,473,1055,1466,3.3015,low
-117.35,40.19,48,1394,2726,1832,2902,5.583,high
-116.8,38.73,24,1843,1112,589,883,6.0433,low
-117.09,34.28,42,2886,863,87,1166,2.6582,high
-117.52,37.58,31,2199,491,2533,190,1.684,high
-122.74,39.68,5,3333,161,2145,285,4.2981,low
-118.78,34.63,15,100,950,3032,1240,1.85,low
-118.51,34.68,15,828,738,4721,956,2.9154,high
-121.3,40.97,9,1329,510,615,1157,2.0135,high
-119.13,41.95,1,775,468,3281,239,2.2419,low
-119.79,36.05,21,2850,641,4308,952,1.5278,high
-121.91,40.61,8,3905,836,1463,1911,5.0118,low
-122.37,37.57,36,23386,1588,1807,431,4.4042,low
-124.11,33.7,29,4707,2275,3004,794,3.0197,low
-115.38,37.77,1,2638,694,3397,442,3.7433,high
-118.25,40.92,35,962,477,4205,497,5.6739,high
-120.76,37.17,46,1673,48,113,719,4.2448,high
-115.46,40.14,35,5667,1026,5094,1174,2.0639,low
-118.85,39.24,44,2944,779,4017,782,7.6084,high
-116.94,33.03,15,7399,1510,4827,1294,1.6267,low
-117.57,36.2,52,1375,1590,4732,1167,4.7926,low
-123.36,38.74,22,120,637,933,663,4.0724,low
-119.73,40.99,42,3881,1594,716,1939,2.2974,low
-116.74,33.16,23,3910,616,516,1367,4.5432,low
-118.48,38.67,28,1109,760,4715,1272,3.7237,high
-115.62,34.45,36,10886,744,2030,1381,6.2096,high
-116.6,40.11,37,6296,642,1561,1740,3.9871,low
-118.71,40.17,41,2057,1062,3033,184,6.7413,low
-117.07,38.33,48,883,2819,1761,109,6.2236,high
-116.89,34.36,3,2675,1316,187,2038,3.445,high
-121.59,37.07,43,49,1646,2833,144,3.7838,high
-123.11,33.62,24,2234,379,2465,816,5.956,high
