longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-118.31,34.02,41,1748,556,2693,408,5.6677,low
-118.23,34.09,13,3313,597,518,422,7.8239,low
-118.24,34.04,30,3127,263,1888,401,1.9779,low
-118.15,34.08,40,1010,411,926,426,2.5763,low
-118.29,33.93,43,6277,641,9509,677,1.9583,low
-121.32,37.77,30,1862,632,693,335,1.9405,low
-118.31,33.97,41,2714,652,1057,429,4.2937,low
-118.34,34.08,43,14316,315,1141,411,2.4516,low
-118.24,34.08,39,1539,147,798,363,1.2321,low
-121.46,37.77,38,968,212,684,1073,6.2884,high
-122.86,40.48,17,5226,256,4476,5,5.4349,high
-118.38,34.0,38,2456,392,2079,342,3.5192,high
-118.25,33.99,40,732,280,2191,139,2.401,low
-118.25,34.04,39,1957,558,246,467,3.2652,high
-118.34,34.03,39,2536,587,583,267,5.3755,low
-122.43,34.02,17,2053,491,1045,422,1.7472,low
-118.35,37.8,43,5363,196,6,385,2.3942,low
-118.3,34.05,39,568,495,1068,429,5.0118,low
-118.35,37.76,43,10856,472,825,426,7.0935,high
-118.25,33.88,38,3370,314,1168,375,2.735,low
-118.31,34.08,33,1107,393,740,273,6.019,high
-118.35,34.06,40,240,314,3317,380,4.0526,high
-118.09,33.77,39,2466,360,1945,3886,5.1145,low
-118.35,34.15,40,1060,1707,837,268,9.9055,high
-118.39,34.05,5,4464,443,823,483,2.9405,low
-118.35,34.05,39,7077,477,1349,493,7.9976,high
-122.28,38.24,24,2484,862,2452,553,4.1953,low
-118.31,34.08,38,856,393,1557,356,4.8295,low
-117.98,37.77,43,1697,346,4673,342,3.2243,low
-121.11,33.86,43,3172,360,774,1627,5.8399,low
-118.24,34.09,38,1669,320,727,375,7.642,high
-118.09,34.09,27,2103,409,805,496,8.8742,high
-118.14,34.09,24,3791,438,1919,317,2.5547,high
-122.35,37.42,41,720,503,1360,190,7.9739,low
-118.25,33.93,38,849,310,1201,357,2.7798,high
-118.24,34.01,21,735,280,395,398,2.5025,high
-118.16,34.12,19,1562,262,913,340,3.0319,high
-118.29,34.07,43,1018,376,1014,287,1.9206,low
-118.35,34.05,39,2820,331,1268,380,3.7679,low
-118.22,33.88,43,720,391,731,312,6.6009,high
-117.98,34.07,40,1291,477,755,284,3.2539,low
-122.46,34.05,39,2224,282,909,350,5.6687,low
-118.35,34.05,43,5532,315,2769,311,5.3495,low
-118.13,34.05,39,2878,331,1886,378,4.1098,low
-118.43,34.05,36,2005,546,342,411,5.6918,low
-118.31,33.84,25,3955,342,3253,335,3.6615,high
-118.35,34.09,39,989,303,1243,444,7.8601,low
-118.09,34.08,39,2947,760,1264,399,2.6528,high
-118.35,34.08,42,1883,335,1236,267,5.187,high
-118.39,34.09,41,3083,777,1082,204,3.1326,high
-118.14,33.96,43,803,533,532,225,2.0474,low
-118.13,34.05,18,1868,315,1279,354,3.5094,low
-118.15,34.16,39,1090,331,1018,268,1.6806,high
-118.25,34.06,10,1887,289,1484,373,5.3912,low
