longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-124.21,41.61,26,2507,1621,465,678,2.6937,high
-118.72,39.78,31,10484,1272,951,2245,7.1615,low
-122.22,32.93,23,2509,9,43,1390,3.5094,high
-118.08,35.99,16,7478,1333,1762,329,3.1497,high
-121.85,36.44,48,5532,1414,3392,1484,3.4048,low
-121.52,33.24,33,3828,284,2663,943,2.2357,low
-115.38,38.71,6,5106,1384,3185,330,5.1752,low
-118.92,40.95,45,3026,366,3131,1119,3.5192,low
-122.08,37.79,25,2924,1492,657,1178,4.45,high
-120.89,40.28,30,2776,470,1315,776,7.1572,low
-119.09,34.0,23,1012,399,2771,2873,1.9028,low
-117.66,38.93,28,1707,2075,3515,881,9.272,low
-122.77,39.43,50,3179,454,1746,464,4.1861,low
-117.31,32.8,23,8403,383,1462,2964,9.7066,low
-120.52,36.95,12,335,1268,1504,605,3.9417,high
-119.11,33.3,25,534,1171,3094,586,5.766,low
-116.87,37.98,15,4943,28,3883,221,6.7694,high
-117.56,39.94,52,3160,668,757,3886,5.5191,low
-120.1,38.65,37,4842,2486,438,852,2.7366,high
-115.6,33.14,38,1635,1522,12873,560,2.8092,low
-119.55,36.42,29,775,2862,1968,2553,2.9183,low
-119.32,33.95,13,1483,1020,1761,412,2.1979,low
-123.76,33.6,39,848,726,1210,869,5.1002,low
-117.37,36.87,5,38,1030,1748,259,1.9799,low
-120.74,35.72,14,4075,166,2053,673,3.2266,high
-118.63,33.53,21,774,962,1063,2952,2.2386,high
-123.52,39.3,24,2674,1914,632,990,2.3175,low
-117.25,32.94,16,3260,715,106,743,5.0832,high
-116.92,37.78,33,1306,868,2687,600,5.3707,low
-118.6,38.5,34,772,419,1921,99,8.9088,high
-121.59,39.34,20,3949,2613,16305,1582,3.4455,high
-122.06,37.14,30,641,675,1597,421,5.457,high
-120.35,35.76,28,1878,1395,4528,554,3.7449,high
-117.44,39.37,25,344,292,3173,864,6.6437,low
-120.45,40.46,14,2998,276,5899,1377,1.5156,low
-123.48,38.97,11,2767,148,1421,472,4.1213,high
-124.09,40.17,14,2561,14,2524,812,4.4063,high
-121.44,37.6,19,6012,803,530,402,2.9526,low
-117.17,39.33,22,1144,1092,5899,626,1.9323,low
-124.02,32.98,45,1584,377,2444,1255,4.4085,high
-117.91,38.76,11,14014,333,1488,748,2.4792,high
-117.8,39.27,51,2448,270,429,995,6.8198,high
-116.52,33.4,48,1281,580,1626,1286,1.3373,low
-121.56,40.39,51,983,1256,1675,1265,8.7364,low
-122.65,39.45,18,2614,754,1038,569,6.91,high
-119.17,41.77,26,2573,66,1011,706,1.1859,low
-122.21,34.1,42,9610,1204,2095,798,2.1903,low
-119.12,36.61,43,2242,661,2918,171,2.0556,low
-122.12,37.25,44,5411,277,1097,152,3.3409,low
-119.93,39.35,21,208,1614,2557,534,5.2953,high
-118.46,39.2,18,8076,734,2171,574,6.0957,low
-122.0,38.46,13,3603,188,2023,323,7.0544,low
-122.4,37.77,45,8562,3358,2623,1752,2.6417,high
-122.78,40.78,15,14058,1856,1497,447,1.7273,low
-123.82,33.8,35,346,1264,2776,414,2.1726,low
-115.39,39.52,15,2939,1217,3916,2157,1.3631,high
-116.31,39.45,34,736,1284,2379,442,5.2542,high
-117.88,37.22,19,674,1516,688,1807,6.2403,low
-121.7,41.79,35,135,276,3285,341,2.4943,low
-114.62,32.63,46,2929,1328,2833,1457,4.7853,high
-121.74,34.16,33,2327,306,1659,760,3.2048,high
-120.49,38.91,2,2567,615,1771,1511,2.1165,low
-121.56,39.37,7,1448,126,586,691,4.7738,low
-119.1,33.67,34,6963,43,1781,678,3.3988,low
-120.71,32.7,50,2637,1015,1470,664,1.9837,high
-124.27,40.67,3,592,978,978,1074,2.0161,high
-122.97,34.46,31,6533,644,102,3112,3.7036,high
-120.16,38.49,1,3026,441,3188,1972,6.0424,high
-123.41,36.14,50,7999,1487,1640,709,2.8351,low
-118.43,34.48,36,4001,870,1649,858,1.6354,low
-121.74,34.11,15,943,618,324,484,5.2861,low
-116.11,34.99,23,2183,390,4818,1187,5.2533,low
-117.19,34.77,48,3837,1081,4188,290,2.4786,high
-116.83,34.81,22,280,523,1181,213,6.0905,low
-122.92,40.31,38,3547,1023,846,1187,2.9459,high
-122.87,33.59,32,2039,358,569,443,3.2,low
-120.64,36.0,29,4270,1976,2723,615,0.9563,high
-123.52,36.9,15,3235,584,421,1373,5.1765,low
-118.69,40.02,21,5301,1494,867,1747,1.2617,low
-114.62,36.68,17,1687,386,275,2777,2.8152,low
-115.55,41.6,33,2630,543,2769,1907,3.5655,high
-123.08,37.33,21,10804,2441,599,1772,2.6208,low
-121.95,33.76,2,24,1020,96,1169,3.88,high
-118.49,34.28,47,5548,1033,868,2812,7.5443,high
-123.03,39.73,26,1885,319,6666,237,4.5918,low
-119.97,35.9,51,189,1116,4642,762,2.1036,high
-118.7,38.39,23,966,1089,857,1287,5.9508,high
-115.9,40.07,25,3284,1887,3927,572,5.3057,high
-116.57,41.43,10,299,768,778,1340,2.0244,high
-122.33,39.23,42,1582,148,1595,64,3.1062,low
-117.29,32.74,49,4266,1186,2516,684,6.6354,high
-118.9,33.6,44,5535,426,3749,310,2.6934,high
-119.64,35.74,4,4843,1963,6666,1920,3.4706,high
-122.32,39.52,32,307,451,3591,1118,7.898,low
-121.22,41.82,3,1626,3638,1838,2407,5.1461,low
-119.97,37.15,25,11544,1080,2536,1229,1.9911,low
-122.78,33.93,28,2609,1546,999,635,6.8872,high
-115.38,33.95,26,855,786,711,1639,6.4415,high
-118.37,34.18,15,17591,404,3199,329,13.947,low
-124.06,37.98,6,277,2696,934,1894,3.4279,high
-120.97,33.02,5,6112,1473,1489,219,4.392,high
-119.55,36.38,17,4294,650,1705,1585,6.2059,low
-115.96,37.08,47,4725,1271,1487,2407,1.9727,low
-116.71,36.85,21,2332,447,2933,671,2.7109,low
-116.12,35.25,27,6767,1292,5633,165,7.2692,high
-121.02,33.3,3,6550,1517,986,1087,4.0652,low
-119.64,33.01,15,2035,436,6047,2716,15.0,low
-123.15,40.14,19,1497,426,5087,2324,2.1859,low
-122.62,33.41,28,1039,3170,1060,98,1.9354,high
-122.69,39.4,27,8389,1373,1316,1627,5.0114,high
-120.22,33.39,19,6152,557,3789,12,4.1713,high
-117.81,36.51,3,2240,967,545,1370,1.8539,high
-119.07,37.84,2,12480,173,120,867,1.7204,high
-118.94,36.84,20,2083,1730,1860,1534,1.8661,high
-119.7,32.92,28,5283,747,1187,1268,2.4875,low
-116.51,35.94,10,3837,120,675,528,2.3832,low
-119.52,37.73,48,5254,683,5525,1019,2.1923,high
-116.79,40.01,32,133,1379,1936,1594,9.3198,high
-118.14,36.71,28,2136,1979,3670,1367,3.6852,high
-124.22,36.27,17,3154,1892,4027,1484,4.8717,high
-120.52,37.36,22,5751,868,2416,2410,10.5045,low
-117.54,33.25,24,3453,1222,1524,581,4.3667,high
-117.74,39.92,34,890,367,1602,1390,9.8589,high
-118.75,37.1,9,280,2158,360,2041,3.2578,high
-120.01,37.23,4,1743,1282,1865,124,5.8519,high
-121.81,37.52,33,4428,1055,1315,986,2.5288,high
-122.96,36.72,51,3958,1611,2725,2152,4.6696,high
-120.47,35.65,7,2406,810,2687,1022,2.6434,low
-119.72,34.32,30,1413,227,2213,1134,2.5166,low
-120.6,41.7,8,1213,1698,4876,266,2.2478,low
-119.6,34.0,28,3104,132,5005,224,2.0109,high
-117.16,40.59,12,2918,70,6241,556,2.5473,high
-121.37,40.05,24,3551,38,3139,1321,4.0775,high
-116.51,36.42,23,1515,2495,2139,153,4.4821,high
-118.59,39.77,6,4430,411,332,1116,4.4545,high
-116.98,33.39,2,2350,473,1911,1081,8.9616,high
-120.31,34.95,11,3559,108,625,2169,1.9426,low
-117.06,33.55,1,4812,828,1937,158,5.3693,high
-122.28,37.58,44,9493,725,2729,675,3.1796,low
-119.51,40.68,36,4907,503,7775,1245,3.7585,low
-121.64,32.99,51,7518,14,1696,1696,4.2037,low
-116.2,41.46,41,464,248,2355,1315,5.4038,low
-117.53,37.06,3,22,2293,869,139,6.234,low
-114.58,34.18,48,2962,1858,1377,975,4.3533,high
-118.84,33.03,31,499,629,1418,474,3.3158,low
-121.0,33.8,1,734,1554,520,899,3.0521,low
-118.14,39.14,29,579,1653,1631,1269,1.0633,low
-116.99,39.49,34,5018,731,649,246,11.4537,low
-116.24,38.92,52,1385,124,2539,1281,5.532,high
-122.89,39.35,1,1553,2613,1232,1546,6.2045,low
-118.97,35.7,24,4609,278,991,595,2.3526,low
-118.24,33.68,41,3386,735,3800,1171,3.267,high
-116.41,38.26,34,1330,460,4124,1504,1.625,low
-117.92,36.92,41,3024,1142,3546,832,3.1429,low
-116.12,37.45,51,5305,36,1874,1335,1.4005,high
-121.99,36.94,41,3860,803,2477,942,3.7452,high
-118.09,33.02,3,568,327,219,844,4.7969,high
-117.39,32.67,13,4578,435,4333,2250,2.8042,high
-120.62,33.44,51,2361,2186,951,1639,1.6467,low
-122.1,35.13,15,3844,1494,462,480,1.3903,high
-119.98,33.78,42,7088,121,2629,1233,3.1885,low
-119.87,38.65,9,5737,1300,3546,842,4.0931,high
-122.66,33.89,34,30450,870,5087,459,3.1755,high
-121.61,34.68,42,1957,1196,1256,119,3.6121,low
-117.43,39.93,8,3588,1186,2182,1304,4.5909,low
-114.73,35.87,24,1638,185,3738,1939,10.7097,high
-116.43,37.88,47,4615,529,1054,937,4.9153,low
-121.61,41.54,25,4222,19,215,1493,6.887,low
-117.74,33.3,18,7982,1319,538,1671,2.1552,low
-117.59,41.53,6,3713,1506,3439,49,3.3472,high
-119.66,40.66,13,976,1298,2053,647,2.6218,high
-119.2,38.18,34,5266,1215,2274,2952,2.4886,low
-121.26,32.72,23,12156,1114,2634,1707,3.5393,low
-122.23,35.27,33,3364,1022,1088,545,4.739,low
-122.28,34.21,48,1080,738,683,652,2.995,low
-116.25,38.29,28,2457,244,1557,749,13.499,high
-120.47,34.69,4,3485,853,891,3329,3.3922,high
-116.24,37.71,23,1557,4072,4917,199,9.5245,low
-121.65,37.72,33,7010,1606,13,1591,6.0661,low
-121.46,40.45,21,5482,63,1550,2418,5.8519,low
-121.36,40.95,18,3479,2031,1148,209,2.8237,low
-116.76,38.98,40,3337,1068,2241,942,3.5774,high
-122.14,39.61,37,2794,360,4721,832,5.2864,high
-124.26,36.56,42,10484,1901,99,1651,2.4677,low
-118.73,37.74,10,1399,1618,1788,1538,2.0089,low
-115.84,40.07,14,369,791,214,186,1.6898,low
-121.19,34.67,27,4231,1124,306,1197,5.253,high
-116.36,35.38,28,1962,2274,543,1200,5.6441,high
-121.11,35.82,16,4111,465,366,54,1.1818,high
-124.16,34.77,8,2208,1579,2971,837,7.0059,high
-121.22,41.72,28,3877,1199,1801,669,1.7079,high
-122.09,35.7,21,1535,629,2271,1610,3.0602,low
-116.43,33.89,6,499,510,4356,549,3.1346,high
-120.11,41.81,26,1033,67,2457,1503,8.1356,high
-118.47,34.13,20,3216,233,2027,987,2.286,low
-120.79,40.42,18,1303,509,5439,2654,2.4728,high
-118.51,40.16,24,3479,822,2548,670,3.5878,low
-115.53,32.92,49,2162,313,3817,106,2.7202,low
-118.11,37.91,52,5273,572,23,1365,6.6447,high
-116.46,34.67,49,3606,796,2742,2769,2.183,high
-124.22,35.72,17,4874,1473,3136,190,4.2586,high
-121.44,37.11,30,4026,2408,1233,2250,4.0189,low
-122.71,34.26,31,2365,341,375,164,3.6161,low
-116.92,32.92,39,4747,244,182,195,2.12,high
-117.76,38.76,15,1604,2193,1557,390,3.4205,low
-116.83,35.91,48,529,509,2161,443,4.0,high
-122.72,39.68,32,1543,272,1493,459,5.2101,high
-122.55,36.25,16,8642,492,1144,590,5.7049,high
-116.75,34.35,31,2751,927,1399,114,5.6431,high
-121.84,40.14,34,5781,1152,2563,1008,2.0848,low
-121.01,37.98,12,3832,910,1627,752,5.1249,low
-120.44,35.45,18,8501,2252,1783,816,4.0521,high
-119.63,33.69,2,5741,410,2555,1052,3.0721,low
-118.74,33.0,41,1245,857,2084,1102,1.5278,high
-117.13,40.3,24,4043,189,1593,1114,1.7067,high
-119.61,35.6,13,762,3753,2074,1481,2.1553,high
-119.11,37.14,13,5379,655,351,1806,3.4934,high
-121.19,35.78,28,2536,479,3161,1186,6.3669,high
-117.51,38.45,27,5308,304,7249,484,6.194,high
-118.46,38.06,15,2701,338,1556,816,4.3529,high
-117.38,37.75,45,2394,1802,186,1404,7.0001,high
-124.06,37.9,49,232,1605,1785,1102,5.3154,high
-121.77,33.62,3,2636,195,1922,1119,3.1929,high
-119.48,36.8,31,385,425,1670,669,3.5268,low
-122.71,38.4,47,3072,869,2673,950,1.1667,high
-117.28,32.94,12,3740,710,2005,1498,7.3681,high
-116.05,36.25,27,1327,110,4436,270,3.8681,high
-119.71,33.41,17,6217,753,3051,921,2.1637,low
-121.72,39.12,18,3672,1860,1078,390,5.6047,high
-117.09,39.41,31,1528,161,3087,1080,3.1982,low
-121.23,32.61,9,1275,325,3381,989,5.8178,high
-120.79,37.01,14,522,627,939,696,11.1228,high
-121.13,36.16,44,1285,31,130,10,5.2815,high
-122.72,34.53,37,10655,1914,933,1032,2.9891,low
-121.32,37.04,7,6740,1934,6295,1051,5.3244,low
-122.43,39.51,21,5535,998,2553,2338,7.5953,low
-120.47,36.15,22,2827,1089,1129,1262,5.4562,low
-118.61,33.45,32,5166,629,2416,355,3.7852,low
-116.35,38.59,32,2821,718,619,296,4.1167,low
-122.45,34.3,44,1881,124,5439,527,4.2333,low
-121.18,34.51,7,4126,1892,5155,113,3.0268,high
-119.61,34.66,16,12139,42,779,174,2.5463,low
-122.23,34.51,34,7423,336,1179,853,4.3621,high
-119.81,36.83,36,2784,1213,617,82,2.2197,low
-123.98,40.75,45,4929,957,3331,524,8.3637,low
-116.49,34.64,42,4239,2751,385,846,1.2446,high
-121.84,39.6,13,8711,1005,360,592,1.735,high
-121.63,36.7,24,4246,1278,728,1911,4.877,high
-122.5,34.52,17,7179,841,3397,1347,2.5111,high
-123.59,40.14,30,3316,905,1696,396,6.4956,high
-121.56,39.34,42,1429,225,4926,2152,4.8371,low
-116.91,34.44,13,1669,1019,1578,1002,2.6205,low
-118.6,36.35,51,14014,1433,2589,669,0.8172,high
