longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-118.27,34.02,15,3455,944,1120,1253,7.3693,low
-118.18,38.53,44,23386,76,536,834,2.9028,high
-117.06,32.87,52,973,934,741,236,3.9816,high
-117.07,34.19,35,1794,273,1342,442,4.3077,high
-122.53,37.77,16,2789,2549,1472,341,5.3015,high
-118.28,37.77,16,2572,588,2016,359,1.3967,high
-117.82,37.36,11,3535,150,978,1451,6.2895,low
-122.42,38.39,52,4927,511,974,272,5.9771,high
-122.21,39.13,37,14891,810,1555,654,6.827,high
-117.36,37.32,38,4571,296,1716,635,3.1905,low
-118.79,40.51,36,1559,400,763,648,2.3424,low
-117.92,34.12,34,3284,843,1741,76,0.987,high
-121.06,38.56,38,3698,1410,692,27,1.9787,low
-122.38,33.67,38,1770,673,966,319,2.6016,high
-117.29,34.02,38,4019,360,1446,210,4.4228,high
-119.79,37.3,44,1398,533,1808,30,5.6756,low
-117.81,33.9,35,9311,444,1686,319,3.101,low
-121.86,37.86,38,846,425,1703,471,2.5603,low
-117.15,35.0,27,6434,491,3900,282,1.9427,low
-118.67,33.74,42,2758,618,764,284,3.1731,low
-117.57,37.89,33,1235,470,1568,253,1.3977,low
-117.95,32.77,28,157,363,1384,137,7.3681,high
-121.77,34.09,23,3385,246,381,271,2.63,low
-118.34,35.4,45,5163,986,1896,399,2.8371,low
-118.11,33.92,5,1856,309,2950,305,6.005,high
-117.28,33.61,27,3983,334,2505,33,3.6988,low
-118.42,34.01,18,1517,465,1187,1131,5.7705,high
-120.45,33.94,46,2595,1545,2940,1215,7.5655,low
-122.09,34.12,33,2720,423,3015,1073,5.6392,high
-120.38,37.3,17,2274,252,1111,846,4.4015,high
-118.25,33.95,27,2180,304,314,354,3.6292,high
-117.18,37.89,45,824,302,883,134,3.858,high
-117.24,33.27,52,2556,1379,1257,394,6.0199,low
-118.31,37.18,29,1430,711,578,695,2.5742,high
-122.19,41.01,17,3221,334,1109,697,5.2121,low
-121.99,34.02,38,1161,2181,996,408,6.7769,low
-122.61,40.95,37,4545,597,671,411,5.0976,low
-118.06,39.01,36,23866,366,1163,712,3.7841,high
-121.29,37.8,17,2671,408,959,592,2.1437,low
-118.01,35.17,14,2095,1058,1087,474,5.7654,low
-117.87,38.01,33,1075,411,905,371,4.375,high
-117.9,34.06,26,699,918,1692,354,3.6618,low
-115.91,38.0,40,730,663,1478,2152,3.0549,low
-118.23,37.58,44,7578,334,2314,465,2.0187,low
-118.11,33.93,49,156,451,1163,350,3.2386,high
-122.7,34.06,35,1146,595,1769,584,1.2412,high
-118.25,37.79,35,1438,262,1896,588,5.75,high
-117.07,34.06,52,1710,458,653,386,3.575,low
-117.08,32.81,35,1467,451,1304,247,5.311,high
-118.31,33.88,35,1066,353,774,282,6.5004,high
-121.06,33.69,52,1271,227,982,302,2.8983,high
-121.14,32.75,41,2023,1914,433,367,6.1181,high
-118.99,38.79,4,1341,584,631,207,3.5441,low
-122.18,34.28,34,2153,535,949,351,7.5,low
-121.88,36.32,30,1229,243,895,310,1.077,low
-119.77,34.06,15,3895,303,262,163,2.6736,high
-118.17,37.81,22,3015,360,1534,607,3.75,high
-122.38,34.17,50,4759,226,3032,1393,2.45,low
-121.81,34.14,52,746,1265,3549,334,4.9342,high
-117.87,34.1,27,4679,410,1882,300,1.9956,low
-118.43,34.06,17,426,234,1517,286,2.2599,low
-117.9,33.69,24,1746,303,1063,389,4.0909,high
-118.24,37.8,26,4049,552,216,366,2.4233,low
-118.41,33.93,18,1923,612,414,697,4.945,low
-122.75,37.88,35,2246,833,454,429,6.0842,low
-118.1,37.85,35,586,1173,1640,381,4.6366,low
-118.03,36.3,47,1659,608,851,681,2.5733,low
-120.07,33.86,52,2080,576,1418,207,1.9964,low
-118.99,34.2,37,1235,378,1448,550,8.4882,low
-118.26,36.23,32,653,987,2426,406,3.6509,high
-122.2,33.79,16,9812,837,1101,162,1.6513,low
-121.45,37.35,17,3746,264,1420,573,2.4259,low
-117.13,33.86,16,1396,245,811,305,3.1389,low
-117.63,35.85,17,1696,139,2295,695,2.6465,high
-120.66,36.97,16,8146,588,1645,366,8.6499,low
-118.46,37.81,45,1558,643,1171,380,2.105,high
-117.15,32.79,39,1761,364,368,417,3.6989,high
-117.9,38.69,15,1149,373,1330,854,6.7082,low
-121.9,40.34,21,3895,406,1602,136,4.4312,high
-122.03,33.94,12,1264,70,705,1271,6.0424,low
-118.95,33.88,36,2579,150,92,453,3.4583,high
-120.26,38.41,30,2347,525,2828,498,4.0652,low
-122.0,39.31,37,1648,1063,3612,1087,7.4056,high
-121.91,33.0,38,1657,3098,768,916,8.3209,low
-121.04,34.02,52,1587,393,2178,53,1.6747,low
-122.04,33.78,52,966,250,682,597,1.0685,low
-118.42,34.95,20,70,652,1232,332,3.3214,low
-118.28,34.65,48,4221,348,5145,1102,3.0181,low
-118.43,33.75,20,1351,199,2505,415,2.3266,low
-117.67,33.61,32,319,383,1288,286,4.1548,high
-122.43,34.01,9,5436,534,734,375,4.2989,high
-122.25,32.72,41,3659,110,1060,398,12.9792,low
-124.05,32.7,27,8676,954,1202,232,4.125,high
-117.27,34.04,52,3395,183,4163,1919,2.7443,low
-121.36,34.11,11,2284,190,2118,1808,6.0878,high
-123.16,37.7,46,981,1540,1367,1345,4.375,low
-116.66,39.7,24,2477,199,5613,1157,2.0968,high
-118.2,37.58,21,9792,552,872,619,2.2069,low
-121.92,37.86,17,1411,445,1346,477,6.7181,low
-117.07,36.97,28,3559,29,623,191,4.2829,low
-117.92,37.17,28,1679,557,753,312,5.2522,low
-121.25,39.37,21,5258,382,620,730,3.0943,low
-117.25,34.04,31,5315,1447,1928,1671,3.662,low
-118.28,33.68,19,1718,544,1729,522,4.6315,high
-117.24,37.81,27,2696,2418,1566,267,1.712,high
-118.4,35.28,27,5749,1047,4413,408,3.4784,high
-118.23,34.04,24,1664,1189,2406,273,2.5893,low
-122.5,32.74,32,856,243,1128,163,4.6087,high
-122.29,40.54,10,2265,2971,2050,317,3.0583,high
-118.3,34.08,34,2891,931,410,3293,1.3929,high
-116.5,33.97,34,818,1774,930,377,2.2109,high
-118.4,32.78,22,2028,262,611,263,3.0833,low
-121.48,38.01,24,3236,468,2174,207,4.7308,low
-122.54,33.84,33,5548,401,2150,698,5.3074,low
-122.26,33.97,30,5022,1416,944,239,2.913,low
-118.3,33.79,27,1341,616,642,200,5.2162,high
-121.3,36.76,43,2321,201,836,231,3.1981,high
-118.15,33.96,32,981,1046,1311,226,7.3693,low
-121.82,33.77,29,6859,2708,1177,1979,5.4904,high
-117.05,33.93,18,1934,3493,839,410,1.6548,low
-121.48,37.77,7,9311,1946,1351,453,5.5073,low
-118.32,38.69,3,2522,497,1832,412,2.2982,low
-122.03,33.76,35,977,18,2372,642,3.8803,low
-117.64,33.87,9,1288,216,1504,557,1.8068,low
-118.09,33.57,15,10839,159,823,256,2.7863,low
-118.39,37.78,16,2347,578,2940,290,4.1205,high
-115.64,33.91,52,4477,813,1816,1446,3.4211,high
-118.26,33.98,44,3998,434,978,310,2.9828,low
-118.22,38.67,21,4065,345,208,925,2.3508,low
-117.63,37.7,22,3018,853,1413,335,3.015,low
-118.27,33.96,21,1942,259,12873,1722,5.1008,high
-117.34,34.03,28,1945,387,375,562,2.6354,low
-118.26,37.77,12,1680,1877,1520,228,6.4335,high
-122.19,40.32,27,3250,444,1181,373,7.4323,low
-121.24,37.54,19,7559,1906,606,378,4.0987,high
-123.32,38.85,33,4417,373,1325,490,5.246,high
-122.29,37.97,35,2248,620,699,330,2.1992,low
-120.95,36.99,39,2546,635,1087,526,1.6757,high
-122.03,37.27,44,1766,128,2677,1232,5.6902,high
-116.14,35.65,35,1312,302,2464,538,2.4964,low
-121.34,37.69,7,24,283,1134,545,4.5399,high
-119.82,33.36,22,1358,628,4944,478,5.1512,low
-119.7,33.94,36,3921,454,2594,620,4.3601,high
-117.86,40.89,28,3095,20,1247,463,6.3967,high
-117.66,34.23,38,1778,1271,1091,560,5.9849,high
-117.95,32.71,43,14891,414,1411,669,5.7192,low
-118.25,33.84,7,4203,234,1110,409,3.1205,low
-118.27,32.71,52,2566,901,518,197,0.8229,high
-121.08,33.67,28,896,338,3015,121,2.5486,high
-118.15,37.84,5,1656,1449,28566,787,2.1265,low
-121.51,34.04,47,884,815,1270,862,1.4867,high
-124.09,39.51,26,371,1429,975,1574,2.9744,high
-122.44,34.08,33,1939,721,1076,646,5.9596,low
-116.99,34.01,14,1756,459,2900,217,3.1455,low
-118.49,37.72,36,1935,73,1563,2180,2.8237,high
-122.08,32.75,40,908,342,2118,456,4.2324,high
-117.97,36.81,19,2365,250,1046,159,8.203,low
-122.58,36.19,32,1934,411,1272,310,0.6775,high
-122.38,33.96,42,7095,683,3960,207,1.3191,low
-117.12,38.1,45,1125,711,1292,406,1.5758,low
-118.39,32.72,32,20982,483,736,395,2.7759,high
-117.08,34.05,38,3087,22,2828,151,2.8287,low
-118.4,37.57,22,2509,896,1920,419,4.7708,low
-118.04,33.92,35,7099,779,800,652,2.9119,high
-118.16,33.82,36,1792,1576,501,73,3.725,low
-122.03,37.34,52,4047,231,6666,222,5.6902,low
-117.69,33.67,16,1193,255,217,272,2.4757,low
-118.23,33.49,34,1434,918,1531,694,2.2141,low
-118.21,33.71,47,14891,820,1045,2245,1.7301,low
-118.36,33.95,35,2396,707,1014,455,2.517,high
-118.37,34.06,23,1357,143,3329,589,5.4364,low
-117.64,36.79,25,2260,531,2034,1078,1.1912,high
-122.25,33.73,22,1785,565,355,612,1.9799,low
-121.49,34.07,22,1656,577,115,648,3.3088,high
-120.45,38.48,41,3813,448,811,574,3.0432,low
-117.8,33.91,27,332,956,867,991,2.233,high
-122.42,37.29,35,2625,854,791,246,3.0568,low
-118.27,34.22,25,2029,461,2314,1480,5.5677,high
-118.02,37.66,11,3168,272,766,301,4.2733,high
-117.29,41.43,12,818,1184,832,715,1.3373,high
-122.12,37.78,5,1235,262,1111,186,4.7062,low
-120.17,37.77,21,1862,1150,3293,1264,2.2431,low
-118.31,32.77,35,2566,299,791,557,3.1496,low
-117.28,33.28,35,17286,396,9360,557,3.6509,low
-118.03,34.02,26,3581,271,594,298,5.3806,low
-118.95,37.77,30,1543,456,1232,671,3.0865,high
-122.32,37.77,52,1855,231,1071,152,3.9722,high
-122.19,37.79,31,3564,1147,1105,633,4.3229,low
-122.05,32.7,17,2114,15,4762,263,5.0866,low
-117.09,37.63,36,1851,1001,1258,344,3.9408,low
-118.42,34.03,37,3213,1637,731,464,3.244,high
-115.91,40.22,44,2449,253,1230,152,4.5764,high
-118.05,33.75,13,1029,360,349,434,3.8427,high
-121.92,32.7,20,2659,629,754,778,2.8611,low
-120.43,33.81,15,1239,379,7363,642,5.1587,low
-122.48,37.85,35,1288,354,1555,394,4.5167,low
-117.87,33.19,32,2458,254,671,227,5.3946,high
-123.19,34.14,32,4152,186,642,618,2.9085,low
-121.19,40.43,12,18448,2873,1132,212,2.4132,high
-118.48,36.07,22,921,1878,653,352,3.875,low
-117.23,33.77,52,586,4335,4916,263,2.5551,high
-119.55,33.79,33,305,521,658,295,1.7176,low
-121.89,33.82,31,4935,2630,237,167,4.0417,high
-123.22,35.35,52,3373,702,4124,392,2.8348,high
-122.16,34.06,29,11251,403,1105,490,5.4035,high
-117.2,33.98,35,1173,220,683,187,3.911,low
-117.96,33.89,12,2910,224,558,286,5.7373,low
-120.26,38.32,19,1731,625,905,386,0.7591,low
-119.84,38.67,17,3875,358,2739,253,3.915,low
-121.48,33.82,43,1149,2445,345,2157,0.696,high
-118.12,34.28,52,426,316,1607,317,8.8386,low
-121.74,32.81,37,4410,231,1747,518,1.8827,high
-122.19,34.47,33,2077,1614,2038,1781,2.1976,high
-124.02,37.81,40,208,971,757,351,2.3575,low
-117.94,32.96,43,2435,1819,1520,398,2.7841,low
-117.83,34.96,18,2041,372,1349,1437,3.191,high
-122.05,36.19,20,9089,222,3445,662,4.0495,low
-117.22,34.14,27,4135,197,975,134,3.0233,low
-117.9,34.01,18,3000,248,766,972,1.2639,high
-118.09,37.79,38,452,186,971,471,5.3912,high
-118.04,37.34,10,1823,107,805,533,2.85,low
-121.31,38.4,32,3571,466,1996,437,2.7188,high
-121.28,33.79,44,1511,599,1678,228,7.8588,high
-118.2,33.78,17,7085,423,1328,399,5.7281,low
-120.77,33.93,52,3678,394,1920,1666,4.7188,low
-118.35,33.76,12,7228,456,1592,296,10.5144,high
-122.54,33.91,34,1411,442,737,538,3.8899,high
-122.04,33.97,19,1240,295,1029,282,2.0508,low
-121.97,39.95,33,1979,1002,1142,347,5.9145,high
-118.14,34.05,24,1845,303,1155,100,4.7468,low
-118.47,35.4,4,36,384,1128,1076,3.8893,high
-116.34,39.97,8,1871,139,2083,170,3.0833,high
-117.26,34.36,12,1795,1597,1850,366,2.981,low
-121.02,41.46,29,5561,609,2126,374,3.7652,low
-115.39,34.15,9,5383,396,826,343,1.0467,high
-120.96,37.4,25,3997,675,813,371,1.7456,high
-118.36,33.71,34,3998,2819,556,259,1.7857,high
-118.43,39.13,47,11544,785,1406,300,4.2237,low
-120.16,37.0,39,1746,2511,1404,354,4.2458,high
-118.05,33.7,27,5673,791,3392,194,3.0625,low
-121.37,39.94,32,2054,388,1016,81,1.8958,high
-118.23,38.58,38,10565,265,598,210,4.2188,low
-118.1,34.26,39,771,164,2379,403,2.3942,high
-122.16,37.52,34,2101,410,2717,405,3.5256,high
-124.27,33.71,24,3297,643,6,185,3.1923,high
-115.39,34.01,30,3418,648,895,209,4.2289,high
-117.95,37.26,40,4786,425,1635,218,3.443,high
-118.02,38.7,22,2036,460,748,179,2.2882,high
-118.2,34.09,26,804,1255,4014,366,1.9392,high
-121.4,34.23,42,2797,535,2297,509,2.7201,high
-118.32,34.2,33,1366,298,377,511,4.5766,high
-120.86,38.05,25,3655,148,1794,608,5.0275,high
-122.93,34.0,34,3894,996,1686,119,1.8798,high
-121.84,33.99,36,2415,476,3348,398,5.3368,low
-122.33,37.74,25,3269,1062,455,374,4.0929,high
-118.27,34.02,32,3374,414,742,1271,5.1669,low
-117.47,33.95,33,5445,423,972,123,5.5136,high
-118.49,34.07,28,2774,334,899,638,2.7431,low
-122.07,38.69,32,6251,413,879,828,4.1444,high
-122.14,38.01,37,2213,256,1822,720,5.2578,low
-118.09,37.35,16,4190,285,3186,227,3.443,high
-122.19,38.1,3,3723,63,1459,2119,4.1933,low
-120.94,37.23,5,6550,832,545,411,2.1157,low
-118.33,38.69,33,1917,2481,443,1131,5.5551,low
-121.48,37.9,34,1383,199,481,156,2.965,low
-121.29,37.7,38,3203,360,1178,500,1.9875,low
-121.36,38.04,48,11115,469,1569,1639,7.9819,low
-118.27,37.8,36,2440,1480,258,483,1.7244,low
-118.28,34.22,22,689,3179,1043,1823,1.7143,low
-118.53,34.28,29,983,366,984,642,6.1504,low
-118.59,34.27,42,447,240,2048,640,4.7778,high
-118.42,34.02,15,2495,415,341,614,11.6677,high
-117.85,33.83,22,104,1976,615,1957,6.4994,high
-122.06,37.98,37,2042,956,845,765,3.1734,high
-122.27,33.84,20,7779,1576,975,3931,5.3955,high
-122.33,33.36,29,1575,1082,4163,867,4.8194,low
-122.23,37.3,43,1120,422,2007,913,2.9271,high
-117.73,34.06,21,2233,1400,1920,250,4.6635,low
-122.32,37.92,11,3960,739,3220,361,1.5464,high
-116.15,36.14,41,2130,2613,1420,653,6.435,low
-117.99,37.67,35,1017,539,878,490,6.83,low
-117.4,33.51,27,2331,423,2149,431,3.4762,high
-117.93,36.7,37,3019,1317,1144,1242,3.558,low
-120.42,37.28,37,1447,336,1260,370,1.9453,high
-117.82,38.75,20,6438,262,1110,228,4.1181,low
-122.42,33.94,17,1161,210,724,362,5.3495,low
-116.88,33.76,17,1001,578,4827,397,2.9357,low
-122.08,32.6,6,1617,592,1814,241,3.0577,high
-117.13,33.96,34,6323,340,2987,210,3.24,low
-118.38,34.19,14,6291,1768,983,94,3.4058,low
-117.41,34.56,30,5320,701,2843,354,4.2216,low
-118.42,33.96,31,966,1215,400,248,2.5372,low
-117.27,37.88,27,3040,591,1143,1538,2.8903,low
-117.17,34.01,52,3121,614,1217,695,3.069,high
-118.3,41.6,21,2240,392,1370,322,2.5383,low
-122.83,36.75,32,2283,288,2156,480,3.9702,low
-116.29,37.2,30,2908,885,1485,282,6.712,low
-118.32,33.18,35,932,931,671,1016,6.1175,high
-122.27,33.78,29,2962,4819,638,662,1.2321,low
-117.94,32.74,30,2381,498,3941,490,10.959,high
-118.11,34.04,35,12106,340,2269,183,5.7068,high
-121.95,33.96,30,1295,418,510,195,2.85,low
