longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-117.87,33.84,27,140,611,1382,308,2.0591,low
-118.38,33.27,48,2208,1269,1154,277,2.1074,low
-122.05,36.15,36,502,167,3759,2333,3.5066,low
-122.23,33.8,26,1535,832,910,209,5.64,low
-117.96,33.94,13,3318,358,228,213,3.4773,high
-117.95,33.93,28,4098,172,405,218,7.9627,low
-117.94,34.02,38,1222,327,2794,279,6.8322,high
-120.76,33.84,45,471,327,1559,211,5.0029,high
-122.16,32.75,12,2720,232,1594,384,5.8864,low
-118.1,33.87,37,1740,1480,12203,838,1.9535,low
-117.13,37.8,28,1553,290,4738,273,3.3083,low
-117.55,34.17,43,9444,301,401,1580,5.3925,high
-117.25,35.06,20,6707,324,909,429,5.5425,low
-118.14,33.79,41,1722,271,711,253,2.2813,low
-119.14,34.1,33,2009,1902,2147,933,1.5347,low
-122.75,34.95,9,4819,984,689,406,5.5675,low
-118.06,33.97,44,2955,334,1807,212,3.2632,high
-122.14,34.02,25,4068,429,5860,729,6.4598,low
-118.14,33.98,21,5045,783,1814,429,4.0467,high
-118.04,33.87,41,4835,327,1318,568,7.375,high
-118.2,39.11,42,1524,1603,671,1780,2.05,low
-118.36,34.07,23,4605,456,968,557,1.5143,low
-118.52,33.98,45,651,703,4520,835,2.1265,high
-118.19,40.71,15,1410,491,815,552,4.6133,high
-118.18,37.41,16,2069,2576,1112,406,8.111,high
-118.4,33.93,25,5741,8,462,462,0.9573,high
-116.2,33.8,35,2197,606,104,1174,6.5195,low
-118.3,33.76,10,3326,250,2744,454,1.9387,low
-114.61,34.07,19,7916,357,1726,499,4.0398,low
-118.24,33.98,34,1152,372,964,2019,3.4643,low
-117.87,33.98,16,1856,184,1651,350,1.742,high
-123.52,38.0,23,7962,2158,3074,326,4.1724,low
-121.43,33.96,40,972,365,5349,31,2.0579,low
-118.81,35.28,37,1986,252,396,753,4.3714,low
-118.31,33.16,32,4032,1871,1714,529,2.5568,high
-117.91,33.91,42,1883,406,987,401,6.5704,low
-118.45,34.1,9,1889,547,613,249,2.8009,low
-118.05,37.96,18,3583,556,2377,261,2.1538,high
-122.17,34.08,32,1483,261,769,273,4.3145,high
-118.24,34.12,14,118,327,978,359,3.2321,low
-121.89,34.26,27,4488,333,940,393,3.0199,high
-118.12,34.06,32,45,354,712,354,6.6131,high
-118.3,37.77,21,1193,322,358,436,12.2145,low
-121.99,33.87,18,4011,1363,1645,1402,1.9688,high
-117.87,34.08,23,2418,3114,83,527,2.0243,high
-118.44,34.56,23,500,300,1057,501,4.4818,low
-121.46,37.29,8,3322,2814,2385,266,5.7143,high
-118.16,33.83,42,5566,259,1349,227,3.7153,high
-118.19,34.09,35,2812,1509,849,243,4.0801,low
-118.11,33.74,24,921,599,1141,317,4.0,low
-122.23,37.78,16,2261,291,300,314,7.9627,low
-118.23,38.23,12,1931,711,840,291,6.5722,low
-118.06,34.05,43,3289,481,1517,289,5.3727,high
-118.27,33.81,24,2526,192,4512,382,2.5637,high
-118.31,37.86,35,2159,279,2516,261,2.4653,low
-118.35,33.88,13,2318,518,610,526,2.5701,high
-117.94,34.08,5,554,732,1320,163,5.3002,high
-122.45,37.74,26,900,301,2127,267,5.6787,low
-118.02,34.13,22,3991,252,1241,205,3.95,low
-118.11,33.68,31,5876,353,8721,200,4.0526,low
-121.99,33.95,35,2590,353,2826,581,1.6691,high
-118.09,37.74,39,783,214,1135,187,1.6089,low
-118.45,33.94,39,1789,450,1479,198,1.8828,high
-117.92,33.79,44,10950,2158,1801,358,1.832,low
-121.89,34.06,34,4129,493,724,354,3.6852,low
-119.03,40.15,34,3218,306,1634,363,6.2247,low
-117.98,34.1,52,1837,1203,2932,1010,5.9629,low
-121.88,36.25,22,2492,1398,1859,580,3.7105,low
-122.41,32.75,30,2081,502,671,478,7.7736,low
-118.27,34.28,36,3040,647,986,293,8.9063,high
-121.7,40.54,36,1169,994,748,293,8.2934,high
-117.22,37.79,15,3104,1031,587,1399,3.2564,low
-118.02,37.77,21,3781,465,2699,365,4.1659,high
-121.85,34.26,16,6235,538,3360,409,4.6771,high
-118.42,32.81,26,6902,492,183,272,4.5766,low
-116.97,34.3,33,517,328,1149,174,6.1092,high
-118.15,34.01,29,1736,289,368,371,5.9856,high
-117.05,38.56,36,4724,410,3670,217,7.1924,high
-118.33,34.05,36,3387,331,208,389,5.9009,high
-119.6,34.19,17,247,76,1264,417,1.3903,low
-122.25,33.89,39,2805,296,908,226,4.1812,high
-118.31,35.79,21,336,359,688,1060,2.1549,high
-122.18,33.93,42,606,448,140,443,6.2094,high
-118.13,34.04,44,12517,415,1486,786,5.1778,low
-118.35,34.14,52,1464,372,1296,205,5.9941,high
-118.34,32.75,20,15,733,1713,2723,5.5061,high
-117.31,32.75,42,3789,529,2235,472,3.6691,low
-122.43,33.91,35,3326,250,7180,237,4.0337,high
-118.42,34.0,34,2498,406,2725,259,1.303,low
-118.35,37.73,13,1929,449,700,319,3.0769,high
-118.29,34.2,22,1371,1089,590,498,2.9982,low
-118.24,33.98,22,5083,98,1305,302,5.7876,low
-118.27,34.21,38,1689,2131,1752,221,6.4044,high
-122.29,39.26,37,2034,580,995,325,3.6997,high
-121.3,34.08,35,5944,2873,914,954,3.86,high
-121.37,33.81,21,4193,212,2317,1028,2.3424,low
-117.65,34.1,25,11115,1349,3089,555,10.2252,high
-118.31,33.97,27,2849,590,2263,1517,9.1228,low
-118.12,33.9,13,945,360,848,511,3.9107,low
-117.09,33.93,11,2460,498,609,306,8.0448,low
-118.41,33.64,23,2865,112,990,273,5.237,low
-117.05,33.23,42,1395,833,3100,379,1.8929,high
-118.31,34.08,33,1956,765,952,435,3.7266,low
-120.4,33.87,21,4050,921,1082,3234,5.035,low
-122.31,32.91,35,3937,122,1327,292,2.9817,high
-114.59,38.64,17,1788,3923,1473,314,6.3824,high
-118.27,34.45,21,2876,354,959,244,3.6572,low
-121.95,34.08,5,2961,72,1617,355,3.1814,high
-118.44,37.33,29,3628,286,5370,504,3.6453,high
-118.15,37.91,19,995,935,3153,599,4.2,low
-117.09,33.81,15,2649,270,107,246,5.318,high
-122.44,33.93,35,520,476,956,2418,5.8686,low
-118.75,37.78,19,4814,344,381,25,7.9367,high
-118.24,34.05,29,2403,302,703,357,3.017,low
-116.43,33.88,42,4284,314,241,96,5.1104,low
-117.8,33.95,45,6859,238,868,1644,2.7231,low
-118.2,33.9,28,4424,1078,1618,424,3.2235,low
-117.76,39.23,21,6955,597,785,662,2.1487,low
-118.37,34.08,30,2648,260,611,293,2.7714,low
-116.53,32.76,35,1264,294,1634,508,5.5255,low
-118.52,34.08,25,4852,1474,1582,143,2.2375,low
