longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-120.38,33.71,17,3631,1068,1532,1509,2.0074,low
-121.78,33.78,7,1407,343,7211,500,4.0234,low
-118.26,33.64,16,1525,1643,1219,2890,10.9891,low
-119.33,34.08,32,1423,261,1119,415,4.0196,low
-118.18,34.01,37,2199,658,1912,726,0.8941,high
-119.25,34.17,18,541,591,545,155,2.3289,low
-120.98,33.98,33,389,1345,1398,508,4.2708,low
-117.95,34.2,9,16181,484,726,408,6.126,high
-121.88,37.36,35,447,485,2675,390,6.0281,high
-122.27,33.67,19,1146,693,2595,1491,5.9214,high
-122.16,37.69,16,2388,391,973,139,2.6648,low
-121.3,33.79,17,4608,554,1414,329,2.3844,low
-122.12,37.95,35,17032,361,633,311,9.272,low
-121.27,34.2,43,5811,498,736,229,5.791,high
-122.07,33.81,35,2666,252,3566,470,7.0245,high
-122.5,34.06,36,14418,255,759,454,3.2121,low
-122.4,33.87,8,2566,518,4353,246,1.8103,low
-118.38,37.33,31,727,231,1429,532,1.5556,low
-121.38,33.8,23,2654,777,187,472,3.2891,high
-118.74,34.19,3,1890,122,87,447,10.3661,high
-117.02,33.94,26,1491,425,752,224,2.0968,high
-118.61,34.0,5,319,1193,3556,1498,3.8095,high
-118.07,34.04,18,1515,866,1073,367,5.0106,low
-122.11,35.37,26,3838,279,628,310,3.7041,high
-117.18,36.72,37,685,274,2948,142,2.5663,high
-118.49,37.53,13,11115,881,2223,187,2.8135,high
-117.51,33.86,17,2697,454,1446,383,2.6759,low
-118.44,34.19,39,9512,1344,288,750,4.5972,low
-122.36,37.29,33,2207,297,986,495,5.1966,low
-119.85,34.04,30,2671,533,7653,254,2.7477,high
-117.13,32.79,25,2876,250,4647,1030,4.5521,low
-117.03,32.75,40,5203,1254,699,463,2.2169,high
-121.3,33.98,16,2358,268,2152,84,4.5787,low
-118.3,34.99,10,1245,408,1157,1447,1.1667,high
-117.96,34.25,8,2052,555,599,287,2.9293,high
-117.83,37.3,14,3000,723,1810,365,3.2943,high
-117.06,38.79,23,8726,1312,1865,217,4.5491,low
-117.28,33.69,35,1732,1011,340,693,6.5533,high
-118.08,37.36,41,613,252,984,289,2.0411,low
-120.76,39.39,40,5692,3245,1960,429,3.1289,low
-118.03,38.19,18,3418,367,68,247,2.2926,low
-117.3,38.48,21,2127,547,336,343,7.75,low
-117.97,40.02,30,4679,989,805,595,3.038,low
-122.43,34.08,15,2795,238,1251,519,4.8618,high
-119.81,34.12,16,5282,108,5014,290,3.7083,high
-122.04,33.95,16,2331,316,1343,841,10.9052,high
-117.98,34.02,15,2299,643,1762,264,3.4044,high
-121.69,37.67,26,4018,435,1425,694,1.4397,high
-117.31,34.2,22,1621,597,2490,32,7.0217,high
-121.46,33.67,27,3372,220,1004,490,3.1389,low
-118.44,37.67,34,4238,849,1158,387,1.4125,high
-121.34,34.03,30,3097,358,1359,399,7.9943,high
