longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_binary
-117.25,34.13,32,14917,135,1745,245,1.3729,low
-122.08,33.87,22,1574,622,1981,602,4.5556,high
-118.98,32.75,33,8110,1187,1092,1698,2.2466,high
-120.41,34.2,24,2309,1345,3604,758,2.5847,low
-119.72,33.99,29,4466,48,427,2267,5.1064,low
-118.2,37.77,36,1380,169,1952,950,1.5987,high
-117.96,34.84,31,1420,31,965,38,4.3818,high
-119.71,38.48,47,1550,267,143,382,4.6023,low
-119.21,37.93,25,6015,318,2455,621,4.9808,low
-119.25,33.71,24,6128,340,3887,928,1.398,low
-118.06,33.65,36,1212,2186,773,304,3.0583,low
-117.29,34.26,42,112,407,2227,69,3.5606,low
-117.92,32.98,2,4112,214,1867,346,1.5474,low
-118.13,38.52,41,7748,806,354,120,4.0801,high
-122.93,35.89,14,12106,546,638,611,2.2656,high
-118.31,33.58,26,3791,1699,972,1193,2.9244,high
-121.94,33.2,48,588,441,3469,1703,4.6473,low
-118.85,38.64,17,3349,464,4620,245,3.3015,low
-118.33,34.12,33,2691,462,1195,969,2.0272,low
-120.99,34.17,44,1098,464,115,959,4.5317,low
-116.58,36.98,26,1954,612,4487,636,5.9175,high
-122.26,32.8,36,2245,233,387,586,2.6354,low
-120.67,40.6,24,4329,55,764,858,3.4762,low
-119.06,38.43,30,820,1490,2353,874,6.1561,high
-115.88,34.49,29,1973,881,4168,652,1.075,high
-122.45,33.99,52,9792,268,41,743,2.8068,high
-116.88,34.06,39,1335,1170,1364,345,2.0091,high
-121.85,40.68,52,9351,445,3571,706,5.2713,high
-116.62,38.12,18,5827,537,2294,174,1.432,high
-115.56,38.49,19,4216,631,611,1244,1.5875,low
-117.88,40.34,38,1594,1646,3946,387,2.2071,high
-117.43,36.25,18,5416,1020,3887,74,3.2151,high
-118.07,33.43,25,865,391,3535,465,5.6413,high
-122.48,33.87,18,5768,278,1199,861,6.8927,low
-122.36,38.01,39,9217,136,246,467,1.6896,low
-120.63,34.01,38,4573,1366,1736,212,5.1586,high
-117.96,37.27,52,3867,4093,3617,565,2.4091,low
-117.99,34.03,30,7995,359,752,1013,4.6765,low
-118.45,37.67,18,2610,433,1484,332,5.0599,low
-123.28,33.69,25,4375,332,104,2106,0.8894,high
-118.35,34.12,39,2485,125,1819,1629,5.5676,low
-122.09,41.63,29,6235,1517,1401,707,2.3111,high
-114.68,39.82,22,2655,700,7653,238,2.5547,high
-121.57,34.91,16,3698,472,415,849,5.338,high
-117.0,40.22,25,3333,1210,2120,317,1.6236,low
-122.07,33.17,52,886,304,885,2676,1.6125,low
-117.91,33.14,26,984,198,1325,475,6.2059,low
-120.48,37.11,31,2208,261,2283,400,1.5319,high
-118.26,38.23,34,1475,2486,1599,251,2.75,low
-118.3,33.99,44,1482,1137,1911,876,5.1442,low
-122.37,38.16,14,1434,1559,2441,1059,4.1776,high
-119.69,37.09,26,4345,402,71,259,5.8505,low
-118.25,37.91,52,17591,201,1965,543,6.8407,high
-122.2,33.91,36,1806,407,5820,1816,6.9935,low
