fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
4.8,0.18,0.5,1.55,0.053,22.0,122.0,0.99186,3.1,0.57,10.2,5,white
4.6,0.24,0.0,12.1,0.051,40.0,146.0,0.9924,3.05,0.27,10.1,5,white
6.8,0.26,0.73,1.3,0.194,17.0,66.0,0.99188,3.26,0.36,10.0,5,white
5.9,0.69,0.25,2.6,0.045,17.0,183.0,0.98886,3.08,0.42,10.8,6,white
7.8,0.29,0.29,1.0,0.178,24.0,38.0,0.99666,3.48,0.5,11.2,6,white
7.1,0.23,0.34,1.4,0.05,10.0,107.0,0.99336,3.35,0.39,9.9,6,white
6.6,0.27,0.3,18.8,0.046,27.0,152.0,0.9952,3.41,0.41,9.6,6,white
7.4,0.17,0.49,15.6,0.046,10.0,121.0,0.99026,3.12,0.67,8.8,5,white
6.2,0.19,0.24,15.6,0.044,37.0,10.0,0.99293,3.21,0.44,10.5,5,white
8.8,0.3,0.44,3.2,0.012,14.0,440.0,0.99326,3.16,0.4,13.5666666666667,7,white
6.5,0.21,0.28,4.9,0.047,11.0,122.0,0.99202,3.1,0.54,9.6,6,white
7.0,0.33,0.63,1.5,0.04,26.0,114.0,0.9937,3.24,0.52,9.5,6,white
5.9,0.18,0.39,6.3,0.054,6.0,131.0,0.9946,3.06,0.44,9.6,5,white
7.2,0.27,0.38,2.0,0.048,13.0,53.0,0.99718,3.37,0.4,10.3,5,red
6.5,0.33,0.42,6.1,0.052,26.0,127.0,0.99194,3.14,1.05,9.5,6,white
7.4,0.31,0.44,1.2,0.053,18.0,183.0,0.99506,3.29,0.78,11.2,5,red
7.6,0.28,0.36,7.7,0.072,21.0,169.0,0.99711,3.46,0.53,12.0,6,white
7.0,0.25,0.26,2.8,0.054,25.0,160.0,0.99336,3.28,0.44,9.9,7,red
6.5,0.955,0.48,2.1,0.071,18.0,17.0,0.9952,3.19,0.64,11.4,5,white
6.3,0.935,0.45,2.6,0.054,18.0,93.0,0.9923,3.28,0.78,11.95,6,white
7.0,0.47,0.66,6.5,0.058,18.0,247.0,0.99125,2.93,0.58,11.95,7,white
6.2,0.36,0.22,7.1,0.092,20.0,155.0,0.99834,3.11,0.6,11.5,5,white
6.4,0.18,1.23,17.5,0.048,15.0,160.0,0.98779,3.16,0.39,10.9,5,white
6.7,0.33,0.22,1.7,0.044,14.0,158.0,0.99395,3.29,0.54,9.0,6,white
5.9,0.27,0.3,2.0,0.036,23.0,104.0,0.9897,3.1,0.38,10.1,6,white
6.8,0.33,0.22,1.2,0.05,12.0,6.0,0.9897,3.9,0.44,9.4,7,white
6.2,0.26,0.33,13.2,0.045,34.0,38.0,0.99119,3.36,0.4,11.8,6,white
7.0,0.34,0.31,1.7,0.046,22.0,206.0,0.99455,3.2,0.42,11.0,5,white
15.6,0.21,0.35,7.35,0.053,45.0,98.0,0.9902,3.16,0.46,9.5,6,white
9.9,0.35,0.41,2.5,0.039,33.0,18.0,0.9996,3.22,0.41,13.05,6,white
6.1,0.17,0.39,19.5,0.032,15.0,10.0,0.9965,3.41,0.53,11.8,6,white
7.9,0.33,0.39,7.6,0.04,37.0,122.0,0.9998,3.26,0.53,10.6,5,white
7.8,0.18,0.41,5.1,0.053,31.0,104.0,0.99806,3.25,0.4,9.6,6,white
6.9,0.09,0.49,10.8,0.084,33.0,128.0,0.9969,3.3,0.36,11.5,5,red
8.4,0.16,0.33,1.7,0.037,37.0,10.0,0.98959,3.04,0.54,11.0,6,white
7.0,0.18,0.19,1.4,0.073,37.0,142.0,0.99075,3.11,0.53,9.6,7,white
12.8,0.44,0.03,1.5,0.042,41.0,100.0,0.98894,3.19,0.57,9.0,6,white
13.3,0.735,0.36,19.6,0.053,79.5,155.0,0.99756,3.14,0.41,9.5,6,white
5.9,0.37,0.21,2.7,0.037,41.0,95.0,0.99153,3.67,0.41,9.7,5,white
6.2,0.27,0.39,1.4,0.04,40.5,127.0,0.994,3.28,0.38,9.8,6,white
6.8,0.17,0.41,2.0,0.053,34.0,104.0,0.98779,3.08,0.54,10.0,6,white
7.0,0.18,0.21,1.9,0.148,146.5,195.0,0.9952,3.18,0.44,11.4,6,white
8.3,0.25,0.29,19.45,0.077,15.0,272.0,0.99825,3.14,0.37,9.5,7,red
12.6,0.41,0.5,4.2,0.041,45.0,220.0,0.9902,3.12,0.59,9.6,7,white
6.2,0.2,0.41,1.6,0.124,38.0,140.0,0.997,3.37,0.64,9.9,5,white
8.3,0.31,0.4,1.2,0.048,27.0,174.0,0.99742,3.44,0.41,12.4,5,red
7.9,0.25,0.44,2.2,0.082,22.0,182.0,0.9976,3.36,0.4,10.5,5,white
8.0,0.33,0.26,14.7,0.055,37.0,197.0,0.99939,3.21,0.23,10.6,6,white
7.0,0.23,0.34,1.6,0.027,22.0,160.0,0.99188,3.26,0.51,9.6,5,white
6.8,0.28,0.31,15.6,0.051,21.0,80.0,0.99718,3.19,0.54,10.1,7,white
5.9,0.56,0.41,1.5,0.041,24.0,159.0,0.99748,3.16,0.51,9.1,6,white
8.2,0.16,0.31,1.7,0.054,43.0,95.0,0.9884,3.15,0.42,9.6,7,red
6.5,0.27,0.34,1.7,0.051,67.0,172.0,0.98916,3.22,0.46,10.2,7,white
6.0,0.21,0.54,1.4,0.049,60.0,213.0,0.99488,3.22,0.46,14.9,5,white
6.9,0.685,0.1,9.0,0.046,49.0,115.0,0.99411,3.22,0.4,11.0,6,red
