fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7.6,0.3,0.49,2.8,0.054,37.0,162.5,0.9944,3.09,0.5,11.3,7,red
6.3,0.25,0.25,10.6,0.169,12.0,92.0,0.99814,3.14,0.61,11.6,6,red
7.7,0.29,0.38,16.7,0.029,36.0,26.0,0.98994,2.8,0.47,11.95,9,white
7.4,0.31,0.45,1.9,0.048,49.0,135.0,0.99735,2.92,0.36,9.2,5,white
8.1,0.15,0.13,14.35,0.048,35.0,213.0,0.99845,3.39,0.6,8.5,6,white
7.6,0.555,0.79,5.0,0.038,36.0,234.5,0.9949,3.04,0.71,8.5,7,red
6.9,0.12,0.31,14.5,0.065,16.0,186.0,0.99282,3.23,0.45,10.0,6,white
5.8,0.205,0.39,1.7,0.069,48.0,142.0,0.99495,3.57,0.64,9.2,6,white
6.1,0.345,0.3,2.5,0.033,26.0,102.0,0.99668,3.14,0.43,12.5,4,white
7.5,0.475,0.53,2.2,0.065,19.0,193.0,0.99641,3.42,0.49,10.7,5,white
3.9,0.29,0.22,4.75,0.066,55.0,115.0,0.99588,3.3,0.64,9.4,6,white
6.6,0.37,0.04,1.2,0.154,5.0,138.0,0.99956,3.09,0.38,10.1333333333333,5,white
6.8,0.86,0.26,1.8,0.048,61.0,174.0,0.99918,3.2,0.64,9.0,6,red
6.7,0.3,0.37,1.7,0.034,26.0,43.0,0.99296,3.31,0.42,10.8,7,red
6.2,0.3,0.27,14.4,0.152,11.0,138.0,0.991,3.09,0.6,9.1,8,white
6.7,0.26,0.43,10.3,0.046,8.0,128.0,0.99654,3.4,0.5,10.1,6,white
6.5,0.3,0.44,3.3,0.071,41.0,87.0,0.9954,3.08,0.42,9.4,6,white
7.5,0.27,0.31,9.4,0.039,3.0,135.0,0.99226,3.24,0.54,8.6,4,white
6.5,0.25,0.3,1.4,0.032,6.0,148.0,0.99107,3.23,0.58,11.2,6,white
7.6,0.3,0.4,2.2,0.033,45.0,12.0,0.99315,2.95,0.6,11.0,6,white
6.3,0.37,0.2,8.65,0.036,34.0,56.0,0.9901,3.31,0.67,11.1,5,white
5.0,0.56,0.55,19.25,0.048,28.0,12.0,0.99248,3.51,0.65,10.2,5,white
6.3,0.22,0.27,6.6,0.057,54.0,229.0,0.9926,3.22,0.5,10.3,6,white
7.7,0.23,0.21,2.5,0.037,20.0,98.0,0.99583,3.24,0.67,9.2,6,white
4.6,0.17,0.34,1.6,0.044,35.0,150.0,0.99524,3.63,0.64,9.3,5,white
7.3,0.28,0.28,1.2,0.042,45.0,145.0,0.9924,3.26,0.66,12.7,5,red
9.3,0.225,0.39,8.3,0.035,40.0,132.0,0.9971,3.24,0.35,9.0,5,white
7.0,0.22,0.27,15.75,0.058,26.0,19.0,0.99432,3.2,0.54,12.5,5,white
6.5,0.33,0.31,2.6,0.06,21.0,185.0,0.9962,3.42,0.47,9.9,6,white
6.9,0.28,0.46,2.1,0.028,24.0,156.0,0.99779,3.24,0.38,8.8,7,red
7.1,0.765,0.08,2.1,0.057,36.0,189.0,0.99168,3.34,1.56,10.0,8,white
6.3,0.875,0.27,1.0,0.055,29.0,31.0,0.9996,3.22,0.63,10.4,5,white
13.7,0.915,0.6,4.25,0.055,96.0,146.0,0.99189,3.4,0.63,9.9,6,red
7.0,0.3,0.2,13.3,0.046,7.0,105.0,0.99568,3.22,0.8,13.3,5,white
7.7,0.14,0.32,15.1,0.045,95.0,159.0,0.9969,3.11,1.33,10.8,7,white
6.7,0.26,0.56,2.5,0.173,28.0,180.0,0.99691,3.04,0.58,10.5,6,white
7.7,0.49,0.44,2.25,0.099,41.0,225.0,0.98999,3.19,0.77,14.9,7,red
6.3,0.28,0.21,14.5,0.069,25.0,201.0,0.99571,3.3,0.43,9.1,6,white
7.0,0.58,0.42,2.6,0.066,39.0,160.0,0.99755,3.19,0.45,9.4,7,white
4.7,0.39,0.38,16.85,0.046,39.0,142.0,0.99471,3.12,0.86,11.4,7,red
6.0,0.185,0.25,15.4,0.049,9.0,145.0,0.99738,3.1,0.74,12.0,6,white
6.8,0.4,0.22,1.9,0.056,76.0,32.0,0.99479,3.32,0.38,9.0,6,white
12.6,0.57,0.18,14.75,0.044,21.0,19.0,0.99296,3.06,0.57,11.8,7,red
6.15,0.64,0.46,3.0,0.071,34.0,150.0,0.9982,3.15,0.5,11.85,6,white
7.5,0.22,0.17,18.35,0.035,23.0,105.0,0.99268,3.41,0.5,10.6,5,white
6.4,0.32,0.05,1.7,0.043,47.0,122.0,0.99074,3.51,0.47,12.0,8,white
7.8,0.22,0.49,19.25,0.058,23.0,226.0,0.99116,3.19,0.62,9.7,7,white
6.9,0.36,0.28,2.0,0.036,11.0,185.0,0.9949,3.17,0.36,9.4,5,white
6.8,0.3,0.48,5.8,0.047,5.0,126.0,0.9999,3.15,0.61,9.7,5,white
7.8,0.3,0.22,15.1,0.034,28.0,132.0,0.99352,3.22,0.49,11.8,6,white
6.9,0.27,0.35,1.7,0.049,52.0,22.0,0.9982,3.21,0.37,9.6,7,white
6.3,0.37,0.26,1.8,0.041,5.0,116.0,0.9897,3.29,0.35,9.4,5,white
7.1,1.1,0.24,2.2,0.044,20.0,159.0,0.9918,3.24,0.62,8.8,5,white
7.5,0.33,0.25,15.75,0.036,5.0,168.0,0.9983,3.32,0.58,9.1,5,red
6.5,0.3,0.36,2.2,0.063,36.0,150.0,0.9917,3.15,0.52,12.3,7,white
6.7,0.29,0.28,9.85,0.071,4.0,210.0,0.99529,3.15,0.5,11.1,4,white
6.2,0.33,0.74,1.5,0.043,48.0,79.0,0.9982,3.41,0.56,11.1,5,white
6.1,0.24,0.33,1.4,0.049,24.0,46.0,0.9978,3.15,1.62,12.1,6,red
6.4,0.3,0.3,1.8,0.201,44.0,12.0,0.9953,3.31,1.01,9.5,6,white
6.2,0.31,0.06,8.9,0.065,4.0,145.0,0.98998,2.98,0.59,10.7,6,red
6.0,0.18,0.42,1.8,0.226,10.0,97.0,0.9971,3.39,0.36,9.4,6,white
6.1,0.33,0.71,7.2,0.055,8.0,12.0,0.99798,3.0,0.46,11.3,6,white
9.2,0.23,0.41,14.5,0.052,16.0,171.0,0.9966,3.25,0.47,10.6,5,white
7.1,0.46,0.2,17.2,0.057,5.0,114.0,0.99344,3.5,0.35,12.7,7,white
6.4,0.24,0.38,1.4,0.077,18.0,138.0,0.99107,3.24,0.5,10.7,6,white
7.7,0.15,0.05,1.9,0.041,22.0,155.0,0.9982,3.0,0.53,10.4,6,white
7.5,0.2,0.0,10.65,0.047,34.0,70.0,0.99471,2.92,0.5,11.3,6,white
6.8,0.39,0.1,0.9,0.071,39.0,200.0,0.9966,3.22,0.61,10.3,4,red
6.3,0.22,0.17,1.5,0.058,25.0,76.0,0.9969,3.16,0.4,11.2,7,white
7.4,0.35,0.5,7.7,0.03,7.0,176.5,0.99094,3.04,0.64,10.0,6,red
11.5,0.24,0.37,1.9,0.041,4.0,150.0,0.99256,3.34,0.38,9.4,6,white
6.7,0.18,0.37,2.4,0.03,3.0,158.0,0.99408,3.58,0.47,11.0,5,white
8.9,0.3,0.41,1.6,0.117,33.0,205.0,0.99258,3.4,0.47,9.5,7,red
6.3,0.32,0.24,5.15,0.043,45.0,150.0,0.9982,3.06,0.39,11.3,7,white
6.8,0.29,0.34,14.2,0.038,18.0,155.0,0.99724,3.17,0.39,10.5,6,white
6.7,0.41,0.26,1.8,0.069,33.0,117.0,0.99425,3.13,0.47,9.4,6,white
6.4,0.41,0.13,1.4,0.034,47.0,147.0,0.99624,3.46,0.35,11.5,5,white
9.4,0.15,0.29,1.7,0.341,18.0,96.0,0.98892,3.39,0.55,12.5,7,white
6.7,0.3,0.29,1.4,0.044,26.0,86.0,0.99642,3.5,0.74,11.4,7,red
7.3,0.58,0.63,1.8,0.03,13.0,109.0,0.98713,3.05,0.44,13.3,6,white
6.8,0.3,0.22,2.35,0.046,34.0,55.0,0.9972,3.17,0.43,11.6,6,white
8.3,0.3,0.26,1.1,0.057,29.0,126.0,0.99536,3.39,0.62,9.8,6,white
8.8,0.22,0.28,1.8,0.044,35.0,115.0,0.99645,3.23,0.58,12.3,7,red
7.2,0.26,0.74,1.5,0.066,35.0,160.0,0.99295,3.29,0.52,10.2,6,white
6.9,0.24,0.41,2.4,0.048,39.0,123.0,0.99356,3.38,0.57,9.1,6,white
6.2,0.65,0.51,8.55,0.048,6.0,119.0,0.99497,3.22,0.47,10.2,6,white
5.9,0.26,0.49,1.7,0.032,48.0,17.0,0.99954,3.08,0.74,9.7,6,white
5.2,0.28,0.44,7.75,0.034,38.0,119.0,0.9913,3.4,0.56,9.4,5,white
6.4,0.23,0.33,1.4,0.032,40.0,135.0,0.99668,3.03,0.33,9.5,5,white
6.3,0.24,0.28,6.55,0.034,15.0,116.0,0.9926,3.24,0.5,11.8,6,white
7.9,0.93,0.42,2.35,0.055,57.0,37.0,0.9974,3.44,1.33,9.3,6,red
6.0,0.35,0.41,1.4,0.038,43.0,168.0,0.99422,3.16,0.4,11.0,7,white
7.4,0.27,0.25,1.7,0.079,26.0,54.0,0.9983,3.21,0.5,11.3,6,white
8.9,0.21,0.32,8.3,0.467,42.0,252.0,0.9966,3.36,0.59,9.0,6,white
8.2,0.3,1.0,1.7,0.043,48.0,193.0,1.0024,3.22,0.56,11.5,5,white
6.4,0.46,0.05,2.2,0.046,40.5,109.0,0.98964,3.46,0.43,12.5,6,red
