fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
5.6,0.43,0.49,2.2,0.024,29.0,231.0,0.99161,3.25,0.4,11.0,4,white
6.8,0.51,0.3,2.7,0.04,21.0,110.0,0.996,3.19,0.5,11.0,7,red
7.9,0.65,0.27,8.3,0.083,8.0,129.0,0.9962,3.17,0.5,10.0,7,red
8.0,0.37,0.28,4.0,0.036,8.0,41.0,0.9922,3.25,0.72,10.6,7,red
7.0,0.29,0.49,1.7,0.05,45.0,84.0,0.996,3.18,0.7,11.1,7,white
5.6,0.27,0.04,6.3,0.054,61.0,48.0,0.99632,3.41,0.5,9.0,6,red
12.4,0.47,0.06,12.9,0.044,46.0,123.0,0.99154,3.37,0.55,9.1,7,white
6.9,0.47,0.3,2.7,0.039,5.0,74.0,0.9972,3.25,0.49,11.0,7,white
8.0,0.29,0.14,1.5,0.032,47.0,15.0,0.99452,3.39,0.35,9.5,6,red
7.0,0.16,0.16,10.4,0.054,21.0,114.0,0.9947,3.4,0.48,8.9,7,red
6.9,0.32,0.5,1.2,0.032,11.0,81.0,0.99163,3.19,0.46,10.6,7,red
5.9,0.19,0.18,2.7,0.041,40.0,120.0,0.99212,3.46,0.47,8.9,7,red
8.0,0.16,0.49,11.25,0.118,1.0,136.0,0.98867,3.03,0.56,13.3,5,red
5.9,0.695,0.73,6.6,0.066,18.0,148.0,0.9977,3.17,0.51,11.0,6,white
8.2,0.4,0.44,1.0,0.033,35.0,129.5,0.98984,3.17,0.5,8.7,7,white
8.5,0.88,0.49,1.2,0.052,62.0,136.0,0.99534,3.41,0.39,12.4,5,red
8.0,0.4,0.2,1.2,0.034,50.0,192.0,0.99007,3.37,0.42,9.5,7,red
7.2,0.2,0.14,2.2,0.048,21.0,165.0,0.99579,3.17,0.5,9.5,7,red
6.6,0.29,0.49,1.9,0.05,61.0,126.0,0.99521,3.33,0.72,8.9,8,red
8.0,0.17,0.22,15.6,0.043,14.0,14.0,0.99022,3.15,0.5,10.4,7,red
5.6,0.18,0.33,12.9,0.048,34.0,37.0,0.9944,3.31,0.5,10.7,7,white
5.0,0.36,0.32,2.2,0.046,32.0,44.0,0.99372,3.19,0.54,12.3,7,red
7.6,0.42,0.26,1.2,0.052,18.0,236.0,0.9972,3.17,0.34,9.1,7,red
8.2,0.16,0.26,5.8,0.038,29.0,134.0,0.9956,3.17,0.53,9.2,7,white
8.2,0.25,0.14,1.9,0.042,10.0,50.0,0.99556,3.03,0.6,9.4,6,white
8.0,0.16,0.5,10.05,0.053,6.0,107.0,0.99697,3.21,0.38,12.8,7,red
7.4,0.29,0.49,11.3,0.078,41.0,92.0,0.99585,3.41,0.34,10.5,7,red
5.6,0.37,0.22,4.7,0.05,31.0,55.0,0.99356,3.17,0.56,10.4,7,red
6.2,0.28,0.13,2.4,0.042,32.0,35.0,0.998,3.17,0.5,8.7,5,white
6.6,0.21,0.26,2.9,0.052,61.0,215.0,0.99632,3.12,0.33,8.9,7,red
6.7,0.29,0.44,5.1,0.052,35.0,17.0,0.99163,3.24,0.68,11.8,7,red
8.4,0.29,0.26,8.2,0.045,55.0,82.0,0.9986,3.15,0.49,11.3,7,white
6.5,0.29,0.16,2.5,0.042,61.0,155.0,0.99632,3.03,0.39,11.0,5,white
8.0,0.22,0.49,2.2,0.057,23.0,31.0,0.99,3.55,0.31,10.5,5,red
7.0,0.19,0.34,1.6,0.038,54.0,165.0,0.99163,3.17,0.76,12.0,7,white
7.2,0.28,0.5,1.9,0.052,46.0,120.0,0.99081,3.12,0.5,9.4,6,red
6.1,0.8,0.49,15.1,0.054,27.0,11.0,0.99944,3.29,0.39,9.2,6,white
9.6,0.43,0.28,5.1,0.049,4.0,140.0,0.9979,3.34,0.5,10.9,7,red
8.2,0.25,0.42,1.2,0.077,67.0,115.0,0.9972,3.2,0.42,10.9333333333333,8,red
8.2,0.3,0.44,17.8,0.047,34.0,81.0,0.9933,3.41,0.56,11.0,7,white
7.3,0.21,0.14,8.1,0.048,4.0,144.0,0.99556,3.17,0.33,12.6,6,white
5.6,0.28,0.32,1.2,0.213,42.0,175.0,0.99738,3.2,0.49,11.3333333333333,7,red
8.0,0.34,0.26,3.4,0.052,35.0,182.0,0.99274,3.17,0.42,8.7,7,white
7.5,0.47,1.23,12.4,0.122,54.0,191.0,0.99855,3.41,0.31,9.4,7,red
7.0,0.12,0.22,2.2,0.064,74.0,223.0,0.9986,3.02,0.73,10.0,8,red
5.6,0.36,0.49,2.1,0.08,54.0,55.0,0.9956,3.2,0.44,13.3,7,red
5.1,0.6,0.26,4.75,0.077,6.0,212.0,0.99185,3.5,0.34,9.4,7,red
7.1,0.17,0.49,4.1,0.118,45.0,294.0,0.98948,3.24,0.43,10.7,7,red
5.9,0.21,0.49,0.6,0.034,71.0,36.0,0.99715,3.47,0.31,10.5,7,red
7.6,0.29,0.24,7.6,0.036,46.0,191.0,0.9967,3.41,0.49,13.3,6,white
8.0,0.54,0.29,4.75,0.209,4.0,196.0,0.9986,3.41,0.58,11.2,7,red
8.0,0.43,0.22,1.7,0.038,37.0,199.0,0.99521,3.16,0.42,10.7,7,red
6.8,0.27,0.49,2.2,0.156,9.0,109.0,0.99261,3.0,0.39,9.2,6,red
7.2,0.29,0.49,15.7,0.034,24.0,120.0,0.9933,3.25,0.51,11.5,7,white
12.7,0.34,0.07,11.3,0.032,52.0,73.0,0.99617,3.23,0.72,12.7,7,red
6.9,0.19,0.33,1.5,0.048,1.0,41.0,0.99702,3.23,0.34,8.7,8,red
7.6,0.28,0.37,3.2,0.071,23.0,183.0,0.9986,3.36,0.5,8.7,7,red
6.9,0.36,0.08,8.2,0.089,43.0,173.0,0.99346,3.2,0.58,10.5,7,white
11.2,0.69,0.2,12.7,0.168,67.0,90.0,0.9954,3.17,0.51,10.8,7,white
7.2,0.59,0.27,2.5,0.039,75.0,148.0,0.9944,3.39,0.4,9.5,6,red
5.6,0.22,0.24,3.2,0.065,50.0,148.0,0.99144,3.02,0.7,9.5,7,white
6.6,0.16,0.27,2.7,0.122,28.0,138.0,0.9928,3.16,0.52,11.0,4,red
6.9,0.23,0.17,14.55,0.084,18.0,159.0,0.99632,3.0,0.38,11.85,5,red
7.4,0.575,0.26,6.3,0.052,53.0,72.0,0.9954,3.22,0.5,10.4,5,red
6.3,0.34,0.22,12.5,0.033,8.0,23.0,0.9938,3.06,0.61,10.7,7,white
8.9,0.47,0.49,1.3,0.056,16.0,180.0,0.9961,3.11,0.43,9.4,6,white
6.1,0.41,0.49,1.7,0.07,51.0,37.0,0.99434,2.95,0.38,10.7,5,red
8.3,0.34,0.2,20.3,0.043,22.0,129.5,0.9954,3.25,0.5,9.5,7,red
8.2,0.36,0.4,4.55,0.05,48.0,101.0,0.99709,3.22,0.34,12.7,7,red
9.0,0.43,0.22,14.1,0.044,31.0,47.0,0.99944,3.27,0.45,10.8,7,red
5.6,0.33,0.49,2.2,0.039,46.0,165.0,0.988245,3.47,0.64,10.7,7,red
6.9,0.18,0.49,1.0,0.048,4.0,173.0,0.9977,3.22,0.5,9.0,7,white
8.0,0.49,0.22,4.5,0.122,18.0,117.0,0.99412,3.35,0.5,10.5,7,red
5.6,0.43,0.19,17.85,0.052,26.0,92.0,0.9927,3.15,0.74,9.7,7,red
6.7,0.34,0.49,1.7,0.052,32.0,150.0,0.98965,3.11,0.48,8.7,7,red
5.6,0.58,0.13,9.5,0.056,18.0,231.0,0.992,3.3,0.68,12.8,7,red
8.2,0.21,0.34,2.4,0.037,54.0,35.0,1.0014,3.43,0.34,10.7,5,red
9.1,0.315,0.3,0.9,0.097,34.0,117.0,0.99376,3.47,0.44,10.2,7,white
10.5,0.29,0.13,2.7,0.042,52.0,11.0,0.99305,3.37,0.48,10.8,8,red
6.9,0.47,0.49,1.4,0.036,46.0,176.0,0.9904,3.18,0.65,9.4,5,white
6.0,0.12,0.45,2.55,0.109,4.0,74.0,0.99422,3.22,0.48,12.0,7,red
7.4,0.22,0.26,2.5,0.029,14.0,126.0,0.9984,3.17,0.38,10.1,7,red
5.6,0.31,0.49,12.0,0.042,33.0,136.0,0.9964,3.0,0.47,10.5,7,white
8.0,0.19,0.49,15.7,0.087,8.0,97.0,0.99093,3.03,0.6,8.7,7,red
7.1,0.42,0.29,2.55,0.044,61.0,236.0,0.98988,3.17,0.33,12.5,7,red
7.8,0.19,0.49,12.9,0.047,8.0,102.0,0.98822,3.23,0.5,12.25,6,white
8.2,0.29,0.31,8.75,0.043,4.0,116.0,0.99195,3.49,0.34,11.5,7,red
7.0,0.32,0.34,1.2,0.052,61.0,82.0,0.998,3.19,0.5,12.9,7,red
8.0,0.235,0.22,1.7,0.057,19.0,180.0,0.9917,3.29,0.34,10.7,7,red
8.2,0.32,0.26,15.4,0.107,19.0,62.0,0.9956,3.2,0.37,9.0,7,red
6.9,0.27,0.49,2.7,0.047,8.0,124.0,0.99579,3.17,0.47,8.7,8,white
8.2,0.41,0.16,12.9,0.05,45.0,111.0,0.99632,3.36,0.48,9.1,8,red
8.2,0.34,0.26,8.95,0.042,61.0,45.0,0.9933,3.23,0.46,10.6,6,red
6.7,0.34,0.99,14.05,0.042,31.0,124.0,0.99638,3.19,0.34,10.7,8,white
6.6,0.235,0.26,2.3,0.039,9.0,106.0,1.0003,3.2,0.65,9.4,5,red
5.7,0.29,0.22,7.4,0.166,21.0,20.0,0.99632,3.21,0.33,8.9,7,white
6.2,0.33,0.68,4.75,0.052,39.0,194.0,0.99579,3.17,0.5,11.4,7,red
6.6,0.245,0.22,17.8,0.057,40.0,173.0,0.98999,3.13,0.5,10.9,6,red
