fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7.4,0.16,0.32,1.3,0.036,40.0,174.0,0.99684,3.17,0.44,9.9,5,white
6.4,0.33,0.28,2.2,0.05,17.0,129.0,0.99947,3.22,0.5,9.4,6,white
6.7,0.205,0.26,1.9,0.044,22.0,121.0,0.99201,3.04,0.46,9.1,7,white
6.5,0.27,0.38,1.9,0.096,34.0,223.0,0.9964,3.26,0.42,10.6,6,white
7.3,0.27,0.02,1.7,0.042,40.0,116.0,0.9972,3.02,0.5,10.5,7,red
6.5,0.38,0.36,14.95,0.029,27.0,214.0,0.99329,3.08,1.08,9.8,5,white
7.5,0.18,0.63,3.8,0.043,24.0,219.5,0.9984,3.3,0.48,9.2,6,white
7.6,0.33,0.26,1.7,0.048,15.0,158.0,0.99521,3.21,0.46,9.4,7,white
7.4,0.36,0.28,11.1,0.17,32.0,119.0,0.99719,2.79,0.57,9.7,5,white
7.1,0.25,0.26,12.2,0.154,33.0,135.0,0.99346,3.21,0.47,11.4,5,red
13.8,0.725,0.3,5.85,0.049,81.0,195.0,0.99705,3.2,0.84,10.0,6,white
6.2,0.37,0.26,13.9,0.049,23.0,176.0,0.99148,3.1,0.46,10.6,5,white
6.3,0.2,0.3,1.7,0.043,6.0,128.0,0.99186,3.09,0.59,8.8,7,white
7.1,0.34,0.49,1.4,0.039,6.0,80.0,0.9982,3.27,0.63,9.2,6,white
7.5,0.21,0.41,1.3,0.049,4.0,138.0,0.9992,3.04,0.44,10.5,5,white
7.2,0.28,0.28,1.5,0.048,29.0,83.0,0.99572,3.13,0.43,9.4,5,red
6.7,0.31,0.27,8.95,0.044,22.0,113.0,0.99495,3.22,0.59,12.25,6,white
7.5,0.37,0.49,1.9,0.009,5.0,219.5,0.99319,3.37,0.51,11.2,6,white
8.1,0.2,0.29,17.9,0.042,28.0,107.0,0.99936,3.36,0.54,9.3,5,white
6.6,0.27,0.25,8.65,0.036,37.0,185.0,0.99497,3.17,0.4,10.0,7,white
6.9,0.33,0.27,2.2,0.043,29.0,32.0,0.998,2.9,0.43,11.0,6,white
7.2,0.21,0.28,1.5,0.044,25.0,201.0,0.9993,3.13,0.61,10.8,5,white
7.2,0.29,0.51,11.6,0.045,29.0,120.0,0.99488,3.42,0.56,10.8,5,white
6.8,0.855,0.34,16.95,0.053,33.0,164.0,0.9979,3.2,0.44,9.4,6,white
7.0,0.71,0.32,8.6,0.127,29.0,116.0,0.99077,3.4,0.44,9.4,5,white
6.8,0.44,0.32,1.3,0.05,22.0,28.0,0.99563,3.34,0.45,11.85,5,red
6.6,0.27,0.34,20.2,0.031,15.0,104.0,0.99249,3.72,0.54,10.8,5,white
7.7,0.825,0.29,16.0,0.031,88.0,206.0,0.99907,3.1,0.52,11.0666666666667,5,red
7.0,0.27,0.29,18.15,0.063,25.0,105.0,0.99801,3.35,0.44,10.98,5,red
7.6,0.28,0.28,11.25,0.034,37.0,105.0,0.99739,3.29,0.54,9.7,6,white
6.9,0.28,0.3,1.0,0.174,6.0,14.0,0.9963,3.17,0.54,9.3,5,white
6.9,0.26,0.3,1.4,0.08,71.0,38.0,0.9909,3.12,1.04,9.6,6,white
6.6,0.18,0.26,10.65,0.048,29.0,135.0,0.9934,3.35,0.58,9.4,6,red
7.1,0.31,0.12,11.75,0.048,17.0,130.0,0.99859,3.24,0.53,9.2,5,white
6.8,0.34,0.26,1.3,0.047,33.0,23.0,0.9956,3.08,0.5,9.1,6,white
6.2,0.34,0.24,12.7,0.032,29.0,65.0,0.9977,3.1,0.44,9.1,5,white
7.2,0.22,0.49,2.2,0.034,17.0,168.0,0.9984,3.11,0.54,10.0,7,white
5.7,0.21,0.25,12.15,0.048,7.0,85.0,0.99106,3.25,0.46,9.2,5,white
6.7,0.16,0.29,3.9,0.042,21.0,98.0,0.99769,3.3,0.56,9.1,7,red
7.4,0.34,0.31,1.7,0.087,33.0,214.0,0.98963,3.19,0.5,9.5,7,white
