fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7.2,0.265,0.4,8.8,0.341,29.0,80.0,0.9918,3.2,0.75,12.0666666666667,8,red
8.8,0.685,0.68,11.4,0.172,87.0,72.0,0.98894,2.91,0.5,9.2,6,white
7.9,0.32,0.06,12.85,0.048,54.0,181.0,0.99805,2.94,0.7,10.8,6,white
11.0,0.8,0.56,16.55,0.085,1.0,100.0,0.9992,3.7,0.49,11.9,6,white
7.6,0.44,0.24,11.8,0.05,51.0,87.0,0.9987,3.65,0.64,10.1333333333333,5,white
6.8,0.18,0.58,10.2,0.208,11.0,199.0,0.9896,3.4,1.02,8.5,6,white
7.2,0.32,0.07,1.3,0.048,4.0,54.0,0.995,3.75,1.36,9.5,5,white
5.8,0.29,0.22,18.0,0.033,50.0,249.0,0.99262,3.25,0.59,13.9,6,white
7.4,0.615,0.4,19.4,0.028,37.0,172.0,0.99314,3.36,1.59,10.4,6,red
7.5,0.36,0.28,2.3,0.059,8.0,94.0,0.9966,3.15,0.51,9.1,5,white
7.2,1.0,0.82,7.0,0.161,23.0,15.0,0.99944,3.1,0.66,11.5,6,red
6.7,0.59,0.39,8.25,0.166,23.0,36.0,0.9918,3.17,0.42,9.1,5,white
6.6,0.18,0.28,12.0,0.042,29.0,213.0,0.99111,3.13,0.68,10.8,6,red
6.1,0.53,0.24,19.9,0.044,31.0,86.0,0.99404,2.96,0.41,10.4,5,white
7.7,0.34,0.34,1.7,0.104,2.0,116.0,0.99482,3.29,0.38,9.8,5,white
5.8,0.87,0.3,6.35,0.341,8.0,87.0,0.99548,3.56,0.46,13.4,8,white
6.3,0.845,0.24,1.7,0.267,23.0,80.0,0.99773,3.03,0.7,11.2,7,white
5.3,0.73,0.4,11.6,0.102,41.0,149.0,0.99824,3.3,0.54,12.5,7,white
10.9,1.185,0.31,20.2,0.041,42.0,223.0,0.99808,3.36,1.61,11.55,5,white
5.2,0.635,0.49,4.4,0.255,25.0,138.0,0.9964,3.61,0.45,9.8,5,white
15.6,1.115,0.28,1.75,0.11,70.5,11.0,0.99362,3.15,0.31,13.05,7,white
8.4,0.96,0.1,13.0,0.086,50.5,249.0,0.99502,3.38,1.28,12.75,5,red
14.0,0.3,0.64,14.75,0.098,65.0,152.0,0.99472,3.46,0.49,12.5,6,white
9.9,0.83,0.36,14.95,0.044,18.0,206.0,0.99298,3.7,0.71,10.5,5,red
8.7,0.18,0.45,9.05,0.147,47.0,176.5,0.9959,3.61,0.36,12.8,8,white
11.5,0.35,0.69,5.2,0.037,30.5,87.0,0.99296,3.57,0.37,8.6,5,red
8.8,0.76,0.3,2.6,0.095,54.0,158.0,0.99936,3.27,0.52,11.7333333333333,6,white
13.4,0.34,0.33,14.95,0.013,41.0,47.0,0.99408,3.26,1.56,11.0,6,white
6.6,0.46,0.21,12.5,0.136,54.0,238.5,0.9922,3.17,0.83,9.2,6,red
8.8,0.315,0.35,17.7,0.16,45.0,123.0,0.9949,3.15,0.57,11.3,5,white
9.8,0.3,0.41,12.1,0.059,67.0,212.5,0.99974,3.3,0.61,11.7,6,white
8.7,0.32,0.29,7.2,0.032,30.0,27.0,0.99486,3.54,0.39,9.3,7,white
5.8,1.07,0.8,19.5,0.086,78.0,121.0,0.99019,3.58,1.16,12.5,5,red
7.7,0.885,0.26,1.2,0.029,34.0,6.0,0.998275,3.68,0.42,11.6,5,white
6.5,0.605,0.35,4.7,0.108,30.0,119.0,0.98802,3.03,0.35,9.9,5,white
7.2,0.52,0.27,7.75,0.098,60.0,105.0,0.99418,2.77,0.51,10.5,9,white
10.2,0.81,0.24,15.25,0.064,70.0,116.0,0.99165,3.3,0.41,9.53333333333333,6,white
7.4,0.53,0.46,1.9,0.119,5.0,214.0,0.99115,3.44,0.28,11.6333333333333,7,red
9.3,1.13,0.17,2.25,0.112,33.0,234.5,0.99216,3.5,0.6,10.9333333333333,6,red
14.2,0.855,0.49,16.2,0.17,97.0,236.0,0.991,3.76,0.39,9.25,6,white
6.8,0.575,0.44,6.4,0.205,64.0,245.0,0.98995,3.04,0.22,9.2,5,red
7.9,0.42,0.4,15.0,0.167,35.0,134.0,0.99063,3.24,0.3,12.0,5,red
6.4,0.425,0.26,15.0,0.078,48.0,125.0,0.9998,2.89,0.37,10.5,6,white
6.0,0.32,0.26,2.7,0.028,41.0,138.0,0.99107,3.19,0.37,10.4,6,white
