fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.8,0.3,0.36,2.1,0.05,22.0,105.0,0.99067,3.26,0.39,9.1,7,white
7.2,0.36,0.32,2.1,0.038,68.0,138.0,0.9928,3.22,0.48,9.2,7,white
12.4,0.36,0.36,10.6,0.056,52.0,110.0,0.9998,3.37,0.53,9.5,7,red
6.8,0.3,0.32,2.0,0.047,24.0,118.0,0.99078,3.3,0.51,10.6,6,white
7.1,0.3,0.2,1.0,0.051,47.0,130.0,1.0,3.08,0.49,9.4,7,white
6.7,0.23,0.34,1.6,0.048,24.0,87.0,0.99786,3.05,0.5,11.3,6,white
6.2,0.33,0.27,1.1,0.036,31.0,90.0,0.99622,3.24,0.49,10.8,5,white
6.8,0.3,0.4,1.5,0.035,33.0,189.5,0.99033,3.2,0.51,9.5,6,white
6.7,0.355,0.35,14.05,0.04,26.0,168.0,0.9962,3.32,0.45,10.2,6,white
7.7,0.145,0.33,2.0,0.042,19.0,55.0,0.98711,3.26,0.58,10.1,7,white
8.3,0.32,0.42,1.6,0.036,6.0,134.0,0.99756,3.28,0.42,9.0,6,white
7.6,0.22,0.31,2.0,0.037,20.0,119.0,0.99424,3.1,0.54,9.0,8,white
6.0,0.3,0.3,15.2,0.04,26.0,172.0,0.99085,3.11,0.49,9.73333333333333,5,white
6.8,0.18,0.35,1.9,0.044,24.0,197.0,0.99044,3.1,0.48,9.0,6,white
6.0,0.32,0.3,2.6,0.047,5.0,34.0,0.9903,3.21,0.75,12.9,6,white
7.1,0.24,0.33,1.5,0.038,28.0,164.0,0.9959,3.14,0.52,10.8,7,white
8.9,0.36,0.32,7.9,0.368,20.0,72.0,0.99336,3.05,0.78,9.0,6,white
7.7,0.32,0.37,6.65,0.045,28.0,127.0,0.992,3.18,0.5,11.0,7,white
6.9,0.23,0.36,1.9,0.047,61.0,66.0,0.99459,3.08,0.52,9.5,6,white
6.6,0.46,0.33,1.1,0.044,24.0,81.0,0.99142,3.25,0.48,10.4,5,white
6.5,0.56,0.26,1.9,0.031,42.0,134.0,0.9961,3.19,0.39,9.5,7,red
6.6,0.6,0.49,11.1,0.104,21.0,183.0,0.99109,3.31,0.47,10.5,7,red
7.0,0.35,0.31,15.6,0.037,46.0,119.0,0.99405,3.05,0.51,9.1,6,white
7.0,0.19,0.28,2.0,0.084,26.0,111.0,0.9991,3.2,0.6,10.8,7,white
7.4,0.75,0.57,2.0,0.05,52.0,113.0,0.99548,3.37,0.43,10.4,6,white
7.8,0.25,0.28,3.75,0.044,14.0,222.0,0.9962,3.16,0.44,9.2,7,white
6.6,0.725,0.17,6.1,0.044,12.0,224.0,0.9964,3.22,0.64,10.8,5,white
5.5,0.3,0.2,10.1,0.046,3.0,166.0,0.9984,3.14,0.68,9.2,6,white
6.9,0.22,0.33,2.0,0.034,42.0,87.0,0.9955,3.23,0.42,10.2,6,white
7.1,0.33,0.32,1.4,0.037,36.0,168.0,0.9974,3.36,0.42,9.1,6,white
6.2,0.32,0.36,2.8,0.034,22.0,144.0,0.98815,3.17,0.4,10.8,6,white
7.4,0.22,0.37,17.2,0.03,26.0,89.0,0.99732,3.16,0.48,11.75,7,white
6.5,0.27,0.25,1.2,0.045,39.0,153.0,0.9948,3.16,0.46,12.7,5,white
7.2,0.74,0.3,1.5,0.042,36.0,12.0,0.99586,3.24,0.57,9.5,6,white
7.1,0.16,0.32,1.6,0.053,26.0,72.0,0.99419,3.36,0.58,11.65,5,white
7.2,0.26,0.32,2.2,0.04,23.0,69.0,0.9962,3.16,0.45,10.4,6,white
