fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.8,0.21,0.25,6.1,0.047,35.0,99.0,0.99336,3.34,1.95,10.2,5,white
12.3,0.33,0.31,16.7,0.062,32.0,186.0,0.99517,2.74,0.32,9.0,5,white
7.8,0.25,0.78,11.7,0.033,30.0,47.0,1.00315,3.13,0.29,9.25,6,white
10.2,0.42,0.63,10.6,0.054,68.0,146.0,0.99123,4.01,0.37,9.7,6,red
7.0,0.765,0.0,17.8,0.083,25.0,32.0,0.99626,2.96,0.98,10.6,5,white
5.6,0.27,0.1,2.1,0.337,30.0,167.0,0.99566,3.2,0.42,9.2,5,white
7.2,0.425,0.24,7.9,0.09,31.0,142.0,0.99302,3.36,0.39,9.2,6,white
6.0,0.69,0.56,12.2,0.04,55.0,90.0,0.99882,3.57,0.52,9.1,3,white
11.0,0.74,0.41,5.7,0.172,39.0,37.0,0.98882,3.22,0.32,9.5,6,white
6.8,0.815,0.08,18.15,0.078,112.0,205.0,0.99617,3.03,0.5,14.05,4,white
6.4,0.9,0.39,4.25,0.034,16.0,11.0,0.99416,3.82,0.68,12.4,6,white
7.5,0.845,0.21,2.05,0.109,38.0,93.0,1.0004,3.5,0.67,8.6,5,red
7.6,0.46,0.35,7.25,0.083,17.0,25.0,0.99784,3.31,1.56,10.8,5,white
12.4,0.725,0.26,11.4,0.09,34.0,184.0,0.99858,3.08,1.22,10.4,6,white
13.8,0.39,0.35,65.8,0.076,19.0,41.0,0.9898,3.17,0.42,8.0,5,white
5.7,0.34,0.53,14.8,0.184,63.0,91.0,0.99644,3.29,0.73,10.8,5,white
4.9,0.105,0.73,12.4,0.271,76.0,77.5,0.99584,4.01,1.16,11.05,6,white
8.9,0.63,0.26,17.35,0.046,31.0,166.0,0.998,2.9,0.48,9.5,6,white
6.7,0.54,0.36,3.65,0.124,36.0,223.0,0.98934,3.13,0.75,10.5333333333333,5,red
6.6,0.105,0.34,11.1,0.012,22.0,135.0,0.998275,3.22,0.26,9.6,5,red
9.2,0.98,0.46,12.85,0.166,72.0,61.0,0.99429,3.42,0.39,9.6,8,white
7.3,0.155,0.4,0.7,0.076,30.0,132.0,0.99364,3.33,0.51,11.2,6,white
6.2,0.6,0.19,19.45,0.031,71.0,73.0,0.99362,3.08,0.35,11.3,5,white
6.1,0.145,0.56,16.3,0.013,124.0,107.0,0.99974,3.26,0.39,8.6,6,red
11.4,0.205,0.24,6.7,0.125,29.0,94.0,0.99114,3.43,0.68,10.5,5,white
6.8,0.45,0.41,15.5,0.065,1.0,225.0,0.99774,2.74,0.46,11.95,8,white
10.3,0.87,0.03,10.8,0.184,26.0,203.0,0.99614,3.57,0.32,9.3,3,white
8.0,0.315,0.45,16.05,0.048,23.0,82.0,0.98722,3.02,1.06,9.0,8,white
10.5,0.48,0.33,16.9,0.185,17.0,200.0,1.0003,3.3,0.46,9.1,4,white
13.3,0.775,0.33,12.1,0.124,79.0,119.0,0.9955,3.04,0.65,8.5,5,white
11.2,0.29,0.34,9.85,0.036,18.0,168.0,0.99322,3.4,0.51,12.3333333333333,5,red
6.0,0.29,0.43,2.5,0.047,53.0,141.0,0.99498,3.21,0.44,11.9,8,white
13.8,0.25,0.49,17.85,0.049,50.0,19.0,0.99056,3.36,0.55,11.0,5,white
8.1,0.965,0.27,14.7,0.041,18.0,105.0,0.99592,3.39,0.32,9.0,6,red
7.0,0.48,0.15,10.0,0.037,131.0,93.0,0.9938,3.62,0.48,11.4,7,red
10.7,0.09,0.68,10.4,0.214,14.0,105.0,0.99142,3.11,0.93,10.3,6,red
8.0,0.68,0.28,13.3,0.178,22.0,65.0,0.9941,3.17,0.81,12.7,5,white
11.3,0.485,0.37,3.9,0.052,36.0,24.0,0.99081,3.1,0.61,9.6,6,white
10.3,0.635,0.37,6.9,0.413,26.0,245.0,0.9969,3.04,0.27,9.7,6,red
7.1,0.485,0.61,15.25,0.09,22.0,152.0,0.99203,3.35,0.42,10.9,4,white
7.4,0.5,0.41,1.75,0.039,105.0,251.0,0.99396,2.95,0.53,10.0333333333333,6,white
14.2,0.31,0.18,7.9,0.092,64.0,116.0,0.99704,3.19,0.58,10.6,6,white
7.3,0.39,0.3,2.1,0.368,31.0,219.5,0.99329,3.44,0.67,11.1,6,white
6.7,0.725,0.33,1.15,0.096,12.0,84.0,0.99769,3.15,0.8,10.2,4,red
8.7,0.495,0.26,16.85,0.346,35.0,132.0,0.99729,3.59,0.6,9.5,8,white
5.3,1.185,0.12,2.2,0.122,22.0,115.0,0.99266,3.22,0.29,10.1333333333333,6,white
7.5,0.62,1.23,1.5,0.041,83.0,160.0,0.99163,2.93,0.54,13.5666666666667,4,white
6.2,1.07,0.32,10.2,0.041,31.0,74.0,0.99712,3.03,1.02,9.6,6,white
10.1,0.66,0.51,7.05,0.022,17.0,65.0,0.99329,4.01,0.83,9.1,4,white
7.3,0.58,0.3,8.5,0.053,28.5,65.0,0.99175,3.53,0.51,8.5,5,white
6.8,0.48,0.46,4.9,0.123,22.0,169.0,0.99832,3.03,0.46,11.9,6,white
15.5,0.13,0.68,0.6,0.038,39.0,13.0,0.99319,3.16,0.58,8.6,6,white
5.7,0.57,0.27,18.75,0.024,105.0,63.0,0.99437,3.25,0.37,12.3333333333333,6,white
6.1,0.3,0.37,12.9,0.059,30.0,36.0,0.99139,3.1,0.62,10.6,6,white
6.3,0.28,0.44,7.9,0.211,24.0,163.0,0.99918,3.24,0.61,12.3333333333333,5,red
12.5,0.3,0.34,17.3,0.135,105.0,158.0,0.99382,3.42,0.56,10.4666666666667,7,white
9.5,0.49,0.91,8.1,0.037,18.0,115.0,0.99658,3.32,0.5,13.05,5,white
13.7,0.58,0.34,17.6,0.239,37.0,136.0,0.99373,3.24,0.48,11.94,4,white
6.5,0.705,0.27,9.2,0.112,25.0,215.0,0.9907,3.13,0.61,11.0,7,white
6.6,0.96,0.75,18.1,0.041,52.5,71.0,0.99179,3.66,0.87,11.4,6,white
6.5,0.25,0.31,6.5,0.059,78.0,17.0,0.99015,3.25,0.55,9.0,6,white
5.5,0.3,0.28,5.25,0.058,14.0,192.0,0.99182,3.06,0.52,10.5,5,white
9.6,0.2,0.86,1.4,0.156,9.0,217.0,0.99725,2.87,0.55,10.2,5,red
13.7,0.45,0.23,3.0,0.075,146.5,150.0,0.9982,3.34,0.53,10.2,6,white
5.7,0.74,0.41,19.4,0.09,21.0,97.0,0.99729,3.07,0.6,11.0,6,red
13.0,0.38,0.24,1.5,0.096,22.0,71.0,0.98886,3.36,0.61,8.6,7,red
4.7,1.58,0.27,13.1,0.009,41.5,119.0,0.99771,3.4,0.34,10.5,6,white
9.9,1.115,0.26,5.35,0.038,46.0,231.0,0.98997,2.93,0.51,10.2,6,white
6.0,1.005,0.35,18.35,0.148,112.0,102.0,0.99773,3.21,0.9,11.65,4,white
6.7,0.12,0.49,12.0,0.037,64.5,181.0,0.9896,3.1,0.39,11.5,5,red
10.0,0.33,0.26,11.75,0.04,31.0,123.0,0.99818,3.15,0.43,9.8,5,white
6.0,0.615,0.41,3.4,0.018,53.0,158.0,0.99057,3.03,0.48,9.8,5,white
7.3,0.89,0.33,2.5,0.043,105.0,157.0,0.99775,2.79,0.44,12.7,8,red
5.1,0.695,0.27,1.1,0.009,52.5,57.0,0.99694,3.35,1.07,11.7333333333333,5,white
11.7,0.4,0.33,1.9,0.049,36.0,123.0,0.99699,3.06,0.56,10.1333333333333,5,white
8.4,0.28,0.24,6.85,0.05,74.0,67.0,0.99058,2.8,0.65,9.73333333333333,9,red
7.4,0.63,0.38,17.2,0.082,8.0,231.0,0.99433,3.08,0.58,10.2,5,red
14.2,0.595,0.12,8.6,0.037,69.0,165.0,1.00016,3.36,0.25,14.2,6,red
6.0,0.84,0.3,14.1,0.037,76.0,179.0,0.99159,3.15,0.51,9.9,6,white
4.6,0.885,0.3,15.3,0.122,81.0,237.0,0.99884,3.17,0.34,9.25,6,white
7.3,0.765,0.29,0.95,0.031,27.0,147.0,0.99756,3.03,0.53,12.4,6,white
6.2,0.33,0.24,4.0,0.066,58.0,136.0,0.98867,3.2,0.39,12.0,6,white
7.7,0.255,0.28,1.2,0.033,72.0,61.0,0.99078,3.3,0.38,9.8,6,white
15.5,0.58,0.06,4.6,0.052,31.0,234.0,0.99475,3.44,0.44,11.0,6,red
6.7,0.4,0.37,16.75,0.046,31.0,39.0,0.99652,3.05,0.47,12.2,5,red
6.8,0.25,0.22,3.9,0.03,6.0,78.0,0.99579,3.71,1.17,9.8,5,white
6.5,0.61,0.28,9.6,0.086,37.0,196.0,0.98988,3.05,0.62,11.0,5,white
7.4,0.855,0.32,4.8,0.368,34.0,43.0,0.99123,3.54,1.03,10.2,5,red
6.8,0.12,0.39,17.8,0.047,5.0,238.0,0.99013,3.03,0.55,10.9,6,white
11.0,0.315,0.25,17.3,0.023,52.0,201.0,0.99287,2.97,0.93,11.3,6,white
6.0,0.25,0.28,16.05,0.092,38.5,74.0,0.98975,3.42,0.74,11.85,7,white
11.6,0.335,0.25,9.4,0.137,6.0,41.0,0.99425,3.25,0.44,13.6,4,white
10.7,0.92,0.11,6.1,0.028,68.0,93.0,0.99206,3.51,0.51,11.0,4,red
8.3,0.935,0.31,9.1,0.054,21.0,244.0,0.99121,3.43,0.31,10.65,6,red
5.8,0.85,0.69,1.4,0.026,95.0,18.0,0.98974,3.06,0.33,10.9333333333333,5,white
7.1,0.44,0.1,15.8,0.042,35.0,65.0,0.99256,3.19,0.5,11.75,6,white
6.8,0.3,0.53,11.1,0.028,15.5,106.0,0.9898,3.65,0.46,13.4,5,white
6.1,0.305,0.64,11.2,0.053,41.0,38.0,0.99578,3.3,0.51,10.6,6,white
5.6,0.51,0.37,18.75,0.127,46.0,229.0,1.0007,3.49,1.16,12.7,4,red
5.3,0.15,0.43,7.2,0.154,146.5,58.0,0.98913,3.24,0.37,10.3,5,white
11.7,0.855,0.28,19.5,0.051,86.0,133.0,0.99032,3.0,0.48,9.0,6,red
6.5,0.58,0.31,17.8,0.115,31.0,65.0,0.99174,2.83,0.27,14.2,6,white
6.7,0.605,0.26,1.5,0.083,16.0,69.0,0.99916,3.44,1.59,9.2,6,white
12.7,0.255,0.36,15.4,0.063,24.0,246.0,0.99568,2.93,0.36,13.4,6,red
6.6,1.58,0.27,2.35,0.056,105.0,65.0,0.99502,3.65,0.44,9.23333333333333,6,white
5.6,0.28,0.49,1.6,0.152,19.0,8.0,0.99036,3.18,0.32,11.9,6,white
7.0,1.115,0.37,11.1,0.041,86.0,218.5,0.99542,3.64,0.62,9.2,5,white
6.9,0.25,0.3,9.2,0.043,2.0,216.0,0.9955,3.15,0.6,12.6,5,white
12.4,0.38,0.82,26.05,0.052,15.0,58.0,0.99001,3.26,1.33,9.5,6,white
6.6,0.745,0.15,5.95,0.154,77.5,141.0,0.99364,3.23,0.87,9.4,4,white
7.3,0.545,0.33,6.3,0.03,35.0,234.0,0.99522,3.46,0.29,10.4,5,white
6.0,0.615,0.38,12.9,0.036,39.0,14.0,0.99146,3.42,0.57,11.3333333333333,6,white
8.9,0.885,0.67,8.7,0.401,26.0,113.0,0.99242,3.16,0.61,12.75,3,white
6.8,0.84,0.3,2.4,0.154,47.0,83.0,0.99942,3.53,0.55,11.0,6,white
6.6,0.66,0.3,13.65,0.046,78.0,98.0,0.98963,3.32,0.36,10.0,6,red
7.3,0.315,0.24,9.7,0.033,40.0,209.0,0.99754,3.79,0.51,11.2,9,white
8.1,0.33,1.23,9.65,0.056,13.0,24.0,0.99541,3.19,0.5,9.3,8,red
7.0,0.3,0.21,13.9,0.041,86.0,231.0,0.99089,3.2,0.48,13.7,6,white
6.6,0.36,0.22,1.0,0.075,15.5,148.0,0.99434,3.69,0.74,9.5,5,white
6.8,0.435,0.32,19.6,0.25,35.0,105.0,0.99775,3.02,0.58,11.0,6,white
14.3,0.47,0.42,15.1,0.169,97.0,245.0,0.99138,3.42,0.44,9.6,6,red
11.3,1.33,0.29,11.1,0.02,29.0,30.0,0.99186,3.26,0.55,12.3,6,white
6.4,0.355,0.65,9.2,0.037,128.0,86.0,0.99581,3.75,0.7,12.8933333333333,6,white
5.3,1.02,0.76,4.75,0.019,87.0,124.0,0.99104,3.29,0.55,8.7,6,red
6.8,0.71,0.33,14.75,0.051,17.0,119.0,0.99536,3.71,0.94,9.1,5,white
12.5,0.325,0.75,1.2,0.077,28.0,144.0,0.99602,3.82,0.53,12.7,3,white
12.0,0.28,0.33,1.3,0.175,5.0,150.0,0.9993,3.22,0.52,10.1,6,white
6.5,1.24,0.27,18.15,0.083,76.0,228.0,0.9934,3.15,0.38,9.9,6,red
5.9,0.32,0.31,13.6,0.049,97.0,104.0,0.99275,3.2,0.32,12.5,6,white
6.45,0.22,0.68,16.8,0.012,25.0,226.0,0.99835,3.03,1.03,10.5,5,red
7.3,0.88,0.02,12.15,0.033,32.0,58.0,0.99556,3.32,0.73,11.85,7,white
7.3,0.255,0.44,19.9,0.03,83.0,23.0,0.9934,3.22,0.56,11.0,6,white
7.1,0.43,0.36,4.45,0.098,110.0,56.0,0.99439,3.08,0.56,10.8,4,white
7.6,0.81,0.28,7.8,0.04,58.0,99.0,0.99583,3.68,0.42,11.75,5,white
7.0,0.2,0.03,2.05,0.2,29.0,121.0,0.99798,3.44,0.71,9.2,6,white
6.8,1.04,0.57,11.8,0.255,36.0,176.0,0.99341,3.46,0.55,11.0,6,white
5.9,0.225,0.05,5.1,0.022,15.0,130.0,0.9982,3.29,0.36,11.7,5,white
6.8,0.15,0.3,17.8,0.051,58.0,145.0,0.99571,3.25,0.53,11.85,6,white
11.4,0.885,0.21,2.5,0.166,51.0,65.0,0.98993,3.04,0.51,11.75,6,white
7.1,0.25,0.7,5.7,0.16,7.0,83.0,0.99602,3.27,0.49,10.4,5,white
5.9,0.115,0.31,5.15,0.17,85.0,105.0,1.00047,3.03,0.61,9.5,6,white
13.4,0.63,0.02,14.75,0.049,8.0,127.0,0.99226,3.23,0.61,11.0,6,white
9.8,0.555,0.34,2.1,0.033,16.0,206.0,0.98938,3.38,0.48,9.4,5,white
6.5,1.185,0.13,5.4,0.056,39.0,88.0,0.99328,3.12,0.53,11.0,6,white
6.8,0.205,0.02,8.2,0.044,63.0,245.0,0.99785,3.65,0.67,11.1,5,white
7.1,0.405,0.6,7.1,0.176,26.0,107.0,0.98913,2.83,1.06,11.85,6,white
11.0,0.2,0.49,14.4,0.096,5.0,180.0,0.99713,3.46,0.26,10.2,6,red
10.1,0.935,0.45,11.75,0.06,29.0,27.0,0.99143,3.08,0.74,11.7,6,white
7.0,0.23,0.22,13.3,0.052,18.0,25.0,0.99592,3.08,0.56,12.8,5,white
14.3,0.32,0.54,2.8,0.064,26.0,24.0,0.9951,3.22,0.44,11.0,9,white
7.1,0.29,0.79,16.55,0.04,34.0,101.0,0.98938,3.16,1.16,9.4,6,white
7.6,0.14,0.17,9.9,0.05,30.0,19.0,0.9943,3.34,0.59,12.75,5,white
5.4,0.19,0.99,65.8,0.06,30.0,178.0,0.99533,3.22,0.96,10.3,6,red
6.5,1.185,0.34,8.6,0.037,19.0,98.0,0.9931,3.15,0.38,11.95,6,white
7.6,0.22,0.32,3.2,0.185,15.0,176.0,0.99189,3.04,0.53,11.0,5,white
7.2,0.4,0.34,4.0,0.208,24.0,142.0,0.99198,3.32,0.47,11.2,5,white
4.5,0.29,0.56,5.9,0.053,13.0,189.0,0.9991,3.65,0.81,9.5,6,white
14.0,0.625,0.31,7.85,0.037,36.0,149.0,0.99397,3.53,0.6,10.4666666666667,6,white
6.8,0.19,0.37,1.7,0.022,60.0,71.0,0.99833,3.39,0.58,9.2,6,red
9.7,0.24,0.0,3.15,0.236,36.0,303.0,1.00047,3.79,0.46,10.0333333333333,5,red
