fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.15,0.92,0.33,8.25,0.137,24.0,97.0,0.98845,3.65,0.48,10.8,5,white
7.9,1.01,0.42,23.5,0.05,13.0,63.0,0.9972,3.16,1.22,10.9,3,white
6.3,0.555,0.38,3.85,0.052,62.0,58.0,0.99863,3.7,0.44,14.9,7,white
10.2,0.49,0.35,8.0,0.021,30.5,221.0,0.99545,3.3,0.83,14.0,6,red
8.2,0.55,0.02,4.9,0.271,28.5,22.0,0.99272,3.71,0.49,10.5333333333333,7,white
7.4,0.305,0.27,19.95,0.168,69.0,54.0,0.99078,3.16,0.41,11.5,5,white
9.4,0.23,0.39,17.9,0.051,49.0,140.0,0.99775,3.09,0.51,13.2,5,white
5.8,0.29,0.78,5.15,0.053,66.0,237.0,0.9965,3.76,0.83,10.5,6,white
7.8,0.16,0.36,4.7,0.046,40.0,98.0,0.98836,3.36,0.56,9.4,6,white
7.0,0.52,0.31,3.65,0.046,44.5,244.0,0.99767,3.27,0.45,8.8,5,white
5.9,0.52,0.29,6.2,0.059,48.0,76.0,0.99862,3.12,0.49,11.1,6,white
6.3,0.31,0.28,12.8,0.211,15.0,46.0,0.98845,3.19,0.6,9.7,6,white
8.0,1.24,0.31,2.7,0.076,16.0,172.0,0.99088,3.24,0.55,12.5,5,red
12.5,0.47,0.62,19.6,0.156,68.0,140.0,0.99624,3.26,0.23,12.8,7,white
11.4,0.545,0.29,8.2,0.422,25.0,93.0,0.9931,3.75,0.83,11.0666666666667,6,white
7.5,0.395,0.07,12.4,0.071,23.0,108.0,0.99839,3.31,0.38,9.7,6,white
7.8,0.22,0.24,20.3,0.022,70.5,18.0,0.99555,3.77,0.91,13.7,5,red
11.3,0.91,0.41,4.35,0.255,3.0,208.0,0.98862,3.54,0.49,11.75,5,white
6.2,0.26,0.43,2.85,0.211,62.0,162.0,0.99664,3.15,0.45,11.1,6,white
5.8,0.635,0.14,3.7,0.039,14.0,187.0,0.99222,2.9,0.58,9.1,6,red
7.2,0.67,0.3,4.6,0.113,30.0,183.0,0.99412,3.36,0.44,10.0,6,white
15.5,0.38,0.58,2.55,0.052,40.0,146.0,0.99745,3.08,0.47,10.0,5,white
7.2,0.545,0.46,1.5,0.104,16.0,166.0,0.99581,2.98,0.6,13.7,6,white
6.8,0.68,0.28,4.5,0.047,6.0,38.0,0.9919,3.14,0.55,9.7,6,white
7.9,0.3,0.28,8.7,0.341,19.0,133.0,0.99336,3.06,0.67,13.4,6,white
6.9,0.22,0.3,12.0,0.05,28.0,133.0,0.99414,3.17,0.65,10.5,6,red
6.6,0.81,0.11,14.95,0.118,15.0,148.0,0.99237,3.14,0.83,8.6,5,white
10.4,0.12,0.32,5.15,0.11,97.0,134.0,0.9953,3.62,0.29,12.5,5,white
12.0,0.41,0.34,12.4,0.052,5.0,129.0,0.99467,3.18,0.52,9.2,6,white
5.5,0.31,0.05,14.95,0.078,19.0,8.0,0.99352,3.19,0.44,10.9,5,white
6.7,0.245,0.34,10.9,0.053,41.0,71.0,0.9973,3.39,0.32,10.8,6,red
10.2,0.245,0.33,15.8,0.069,25.0,95.0,0.99654,3.06,0.64,14.9,5,white
14.3,0.22,0.35,10.55,0.239,9.0,143.0,0.99935,3.27,0.37,8.8,6,white
7.0,0.735,0.39,3.65,0.077,24.0,66.0,0.99662,3.06,0.51,8.8,6,white
8.9,0.34,0.27,3.5,0.045,39.0,205.0,0.99268,3.65,0.77,12.5,6,white
10.0,0.47,0.06,3.8,0.095,8.0,180.0,0.99222,3.16,0.7,10.5,6,white
6.4,0.155,0.32,1.0,0.047,28.0,143.0,0.99252,2.85,0.28,9.8,6,white
9.8,0.185,0.49,5.8,0.271,39.0,12.0,0.9886,3.28,0.59,12.9,6,white
6.2,0.65,0.41,6.8,0.19,28.0,202.0,0.99699,3.18,0.57,10.98,7,white
9.5,0.18,0.1,15.25,0.068,19.0,123.0,0.99174,3.22,0.33,10.4,6,white
5.9,1.025,0.0,5.2,0.1,14.0,234.5,0.99576,3.08,0.48,11.3,9,white
7.1,0.29,0.49,3.0,0.126,57.0,12.0,0.99347,3.17,0.27,11.5,6,white
6.0,0.36,0.48,8.2,0.118,6.0,96.0,0.98802,2.74,0.53,8.0,5,white
7.2,0.47,0.69,4.2,0.36,11.0,171.0,0.9977,3.26,1.07,11.0,6,white
6.2,0.725,0.0,3.1,0.071,86.0,121.0,0.9997,3.03,0.83,13.1,7,white
6.8,0.54,0.36,14.15,0.021,15.0,87.0,0.99323,3.45,0.66,11.05,5,white
7.9,0.52,0.56,14.9,0.108,112.0,160.0,0.99523,2.98,0.5,11.85,5,white
4.4,0.88,0.52,8.8,0.149,95.0,196.0,0.99506,3.43,0.37,10.6,9,white
8.3,0.56,0.27,1.9,0.033,30.0,176.0,0.9928,3.26,1.0,12.15,5,white
6.4,0.13,0.52,11.6,0.069,16.0,217.5,0.98928,3.21,0.58,9.1,7,red
11.3,0.27,0.63,4.8,0.034,79.0,39.0,0.99693,3.34,1.07,9.9,6,white
6.8,0.26,0.36,3.85,0.174,28.0,71.0,0.99512,3.1,0.54,12.3,5,white
8.3,0.16,0.36,4.6,0.036,27.0,222.0,0.98902,3.79,0.45,10.1,5,white
6.1,0.3,0.35,5.1,0.019,32.0,157.0,0.99614,3.12,0.54,11.4333333333333,5,white
12.6,0.27,0.49,9.5,0.136,29.0,27.0,0.99725,3.31,0.86,10.1,6,white
5.9,0.3,0.35,10.1,0.068,25.0,119.0,0.98794,3.25,0.33,13.0,6,white
5.3,0.595,0.06,3.1,0.047,27.0,166.0,0.9916,3.18,0.49,10.15,6,white
9.0,1.01,0.8,8.5,0.126,34.0,93.0,0.99388,3.29,1.03,9.73333333333333,6,white
6.6,0.21,0.36,5.4,0.074,33.0,253.0,0.9979,3.22,0.25,9.4,5,white
8.0,0.265,0.34,4.7,0.346,19.0,75.0,0.99945,3.23,0.65,11.0,6,white
12.0,0.56,0.26,18.0,0.052,59.0,140.0,0.98889,3.05,0.38,13.1,5,white
6.6,0.475,0.54,4.4,0.337,15.0,107.0,0.9981,3.3,0.7,9.4,5,white
7.9,0.58,0.13,12.3,0.343,25.0,178.0,1.0012,3.61,0.44,9.2,5,white
10.7,0.96,0.23,14.8,0.055,38.5,38.0,0.98953,3.41,0.54,9.2,6,white
7.4,0.48,0.27,8.3,0.114,3.0,36.0,0.9942,3.61,1.05,13.6,6,white
7.5,0.48,0.39,4.7,0.029,97.0,177.0,0.9927,3.6,0.53,9.73333333333333,6,white
7.4,0.19,0.31,4.25,0.076,128.0,23.0,0.99922,3.3,0.49,9.1,6,white
6.6,0.335,0.0,8.7,0.111,52.0,205.0,0.98834,3.34,0.45,9.7,6,white
3.8,0.595,0.26,7.4,0.125,30.0,127.0,0.99805,3.65,0.74,10.1333333333333,6,white
12.3,1.02,0.4,11.0,0.057,76.0,75.0,0.99531,3.04,0.42,11.6,6,white
5.6,0.26,0.31,11.1,0.083,30.0,84.0,1.00051,3.16,0.59,9.6,6,white
8.8,0.22,0.34,19.3,0.038,47.0,158.0,0.9994,3.14,0.56,11.5,8,white
7.1,0.44,0.35,2.1,0.045,28.0,158.0,0.994,3.31,0.38,10.5,6,white
6.6,0.92,0.91,1.5,0.167,42.0,17.0,0.99678,3.24,0.42,12.2,7,red
7.4,0.19,0.33,12.2,0.029,32.0,77.5,0.99831,2.95,0.86,12.8,5,white
6.4,0.23,0.35,1.35,0.084,15.0,140.0,0.99258,3.26,0.51,9.3,5,white
6.0,0.695,0.52,3.9,0.054,62.0,177.0,0.99114,2.96,0.44,9.7,5,white
5.0,0.29,0.06,5.2,0.033,24.0,46.0,0.99725,3.42,1.14,9.8,3,white
6.1,0.29,0.3,9.6,0.061,30.0,93.0,0.9956,3.82,0.52,9.25,5,white
6.9,0.905,0.0,3.9,0.016,58.0,131.0,0.98823,3.38,0.7,11.55,6,white
7.0,1.02,0.28,0.8,0.077,76.0,166.0,0.99418,3.13,0.52,11.35,6,white
7.9,0.645,0.26,3.45,0.157,8.0,156.0,0.99835,3.16,0.49,13.4,6,white
5.9,0.32,0.32,0.95,0.05,14.0,175.0,0.99422,3.44,0.88,10.15,6,white
7.5,0.39,0.34,8.2,0.036,77.5,167.0,0.99328,3.63,0.72,11.3,6,white
10.2,0.83,0.34,12.15,0.053,9.0,118.0,0.99454,3.26,0.29,10.8,5,red
7.3,0.655,0.36,18.15,0.014,46.0,198.0,1.0032,3.05,1.34,9.5,5,white
7.0,0.56,0.04,16.55,0.05,34.0,178.0,0.99713,3.78,0.42,9.7,6,white
10.0,0.615,0.0,3.75,0.081,24.0,17.0,0.99724,3.06,1.13,8.5,6,white
12.8,0.76,0.13,7.2,0.18,29.0,168.0,0.99419,2.86,0.63,12.3333333333333,7,white
6.7,0.33,0.04,17.5,0.021,97.0,183.0,0.99775,3.27,0.95,10.5333333333333,5,red
8.5,0.21,0.27,10.65,0.039,57.0,17.0,0.99184,3.19,1.03,12.8,6,white
10.5,0.36,0.59,7.35,0.043,25.0,272.0,0.99587,3.35,0.66,9.25,5,white
10.0,0.29,0.33,0.9,0.157,3.0,22.0,0.99685,3.53,0.64,10.4,5,white
7.9,0.14,0.06,2.4,0.047,17.0,111.0,0.99153,3.25,0.5,10.4,6,white
5.6,0.675,0.09,10.3,0.089,70.5,106.0,0.99066,3.46,0.91,10.4,6,white
6.6,0.545,0.4,17.55,0.117,17.0,92.0,0.99439,2.82,0.61,12.5,6,white
11.5,0.34,0.73,3.15,0.028,30.0,147.0,0.9917,3.24,0.67,9.5,6,red
7.3,0.545,0.05,1.9,0.049,28.5,46.0,0.99621,2.9,0.53,9.25,6,red
4.2,0.735,0.49,2.65,0.168,53.0,221.0,0.9927,3.33,0.95,9.9,6,white
10.5,1.005,0.48,4.55,0.054,11.0,166.0,0.98956,3.32,0.67,9.73333333333333,6,white
9.6,0.25,0.28,16.4,0.074,25.0,101.0,0.99679,3.18,0.42,12.9,6,white
7.1,0.52,0.35,14.95,0.046,41.0,184.0,1.0032,3.16,0.4,12.5,6,white
12.6,0.21,0.25,13.1,0.034,14.0,167.0,0.99663,3.04,0.64,13.7,5,white
6.1,0.38,0.6,5.15,0.118,131.0,131.0,0.98968,3.45,0.46,9.2,5,white
6.3,0.975,0.21,12.3,0.19,18.0,140.0,0.9933,3.25,0.45,12.0666666666667,6,red
7.2,0.545,0.01,15.0,0.079,67.0,252.0,0.99922,3.0,0.52,9.1,6,white
6.9,0.19,0.25,14.45,0.076,23.0,212.0,0.99778,3.36,0.59,9.6,6,white
7.4,0.295,0.26,18.15,0.046,35.5,69.0,0.99061,2.93,1.62,9.73333333333333,7,white
8.6,0.955,0.27,8.7,0.124,30.0,58.0,0.99692,3.54,0.39,11.6333333333333,6,white
6.8,1.025,0.11,1.2,0.055,36.0,44.0,0.99306,3.37,0.6,11.8,7,white
