fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7.1,0.38,0.41,2.0,0.055,19.0,134.0,0.99167,3.15,0.35,10.0,6,white
5.8,0.865,0.03,2.25,0.034,50.0,207.0,0.99256,3.32,0.78,11.4,6,red
6.8,0.46,0.08,7.7,0.051,62.0,237.0,0.99832,3.04,0.52,11.8,6,white
6.7,0.21,0.39,1.9,0.032,9.0,54.0,0.994,3.38,0.43,10.4,6,red
6.3,0.25,0.38,11.95,0.028,37.0,25.0,0.99264,3.16,0.6,10.7,6,red
6.0,0.56,0.28,2.5,0.075,45.0,109.0,0.9926,3.31,1.28,11.0,6,red
7.5,0.21,0.39,13.8,0.033,49.0,303.0,0.99467,3.07,0.36,10.9,6,white
6.5,0.37,0.49,2.05,0.105,52.0,46.0,0.99407,3.23,0.32,8.7,4,white
6.3,0.5,0.27,3.8,0.045,24.0,109.0,0.99384,3.22,0.72,12.6,6,red
7.0,0.295,0.26,2.4,0.035,31.0,144.0,0.99086,3.05,0.62,10.1,6,red
9.2,0.35,0.39,2.2,0.027,20.0,184.0,0.99604,3.24,0.66,10.1,5,white
6.4,0.26,0.49,1.6,0.038,18.0,144.0,0.9956,2.96,0.41,11.2,6,white
6.5,0.21,0.31,17.85,0.038,39.0,49.0,0.9951,3.14,0.52,8.7,6,red
6.3,0.415,0.32,9.85,0.047,25.0,78.0,0.99004,2.95,0.58,11.5,7,white
8.2,0.3,0.44,5.7,0.05,69.0,125.0,0.99696,3.18,0.62,11.4,7,red
6.3,0.32,0.36,1.9,0.044,56.0,124.0,0.99086,3.04,0.61,11.2,7,white
7.2,0.16,0.41,1.4,0.029,29.0,229.0,0.99592,3.16,0.41,8.8,8,red
6.7,0.745,0.23,16.2,0.073,15.0,104.0,0.9912,3.42,0.35,12.5,7,red
7.6,0.21,0.49,10.0,0.032,50.0,90.0,1.0021,3.51,0.46,9.7,5,white
6.3,0.27,0.16,2.8,0.028,54.0,166.0,0.9939,3.18,0.55,13.8,5,white
8.3,0.4,0.31,3.8,0.027,64.5,58.0,1.00242,2.97,1.95,9.1,6,white
7.0,0.2,0.49,17.5,0.03,6.0,46.0,0.99772,3.26,0.51,9.0,6,white
7.6,0.35,1.0,1.2,0.038,34.0,88.0,0.99738,3.38,0.41,10.7,5,white
7.7,0.28,0.29,16.3,0.062,26.0,70.0,0.9967,3.05,0.97,11.1,5,white
6.6,0.355,0.47,2.7,0.25,77.5,66.0,0.99323,3.18,0.42,9.4,3,white
6.4,0.23,0.4,15.25,0.066,50.0,193.0,0.9929,3.21,1.1,11.5,6,white
5.9,0.28,0.35,1.8,0.079,7.0,144.0,0.99425,3.41,1.34,11.5,5,white
8.4,0.38,0.44,2.3,0.04,8.0,72.0,1.0011,3.3,0.51,9.3,6,white
6.8,0.18,0.21,10.1,0.049,42.0,127.0,0.99006,3.37,0.54,10.1,5,white
7.5,0.495,0.44,1.8,0.05,44.0,124.0,0.9912,3.37,0.64,9.5,7,white
7.1,0.385,0.21,1.8,0.031,19.0,83.0,0.9968,3.25,0.58,9.3,6,white
6.4,0.315,0.31,1.2,0.201,58.0,121.0,0.98947,2.83,0.7,11.4,7,white
5.8,0.23,0.35,1.7,0.038,47.0,157.0,0.98997,3.0,0.73,8.7,6,white
5.1,0.17,0.4,1.7,0.051,47.0,6.0,0.99628,3.16,0.27,12.5,5,white
10.0,0.32,0.4,14.8,0.08,44.0,106.0,0.99151,3.01,0.38,10.9,7,white
8.0,0.38,0.24,1.6,0.032,17.0,128.0,0.98934,3.2,0.41,10.2,6,red
12.2,0.76,0.29,9.15,0.103,10.0,118.0,0.9992,3.75,0.4,11.2,7,white
5.8,0.18,0.41,1.6,0.464,20.0,108.0,0.9898,3.52,0.53,12.5,5,white
6.2,0.23,0.44,2.4,0.023,24.0,52.0,0.99224,3.33,0.59,9.8,6,white
7.9,0.17,0.31,2.0,0.038,6.0,125.0,0.9927,3.05,0.64,10.9,7,white
6.4,0.25,0.24,15.3,0.062,88.0,182.0,0.9927,3.32,0.72,9.5,6,white
6.8,0.41,0.35,12.9,0.015,34.0,168.0,0.99572,3.05,0.4,12.5,6,red
6.5,0.27,0.14,1.8,0.079,28.0,124.0,0.99235,3.32,0.43,10.6,4,white
6.2,0.17,0.13,8.3,0.042,50.0,161.0,0.9969,3.53,0.51,10.8,5,white
5.8,0.4,0.05,2.35,0.081,5.0,137.0,0.9964,3.27,0.43,12.4,5,red
6.0,0.21,0.49,1.4,0.028,45.0,98.0,0.994,3.41,0.6,10.3,5,white
5.1,0.15,0.14,16.05,0.028,40.5,54.0,0.9983,3.14,0.41,12.0,5,white
6.2,0.26,0.31,2.5,0.083,44.0,148.0,0.99185,3.18,0.38,9.0,7,white
6.6,0.27,0.13,14.0,0.08,49.0,152.0,0.99328,3.28,0.36,9.1,6,white
7.1,0.415,0.24,11.0,0.051,15.0,198.0,0.98892,3.41,0.57,10.6,6,white
12.8,0.85,0.23,5.7,0.178,31.0,151.0,0.99385,3.26,0.79,10.1,7,white
6.15,0.67,0.75,0.8,0.053,16.0,165.0,0.99223,3.2,0.63,9.2,7,white
6.8,0.3,0.29,1.2,0.049,25.0,235.0,0.9976,3.75,0.85,12.5,5,white
7.6,0.31,0.22,2.9,0.038,30.0,176.0,0.9929,3.13,0.64,9.5,6,white
8.3,0.21,0.22,2.7,0.052,52.0,58.0,0.99564,3.24,0.38,10.3,6,white
4.6,0.28,0.39,1.3,0.031,16.0,109.0,0.99508,3.05,0.59,9.2,5,white
8.7,0.4,0.29,1.4,0.212,12.0,154.0,0.9929,3.49,0.57,9.8,6,white
7.5,0.18,0.67,2.3,0.059,24.0,88.0,0.99256,3.3,0.34,10.6,5,white
7.9,0.27,0.5,2.0,0.201,11.0,148.0,0.99335,3.11,0.57,9.5,5,white
7.5,0.33,0.39,1.2,0.084,25.0,162.5,0.9932,3.47,0.48,11.2,6,red
7.9,0.26,0.21,1.4,0.056,36.0,137.0,0.99066,3.37,0.67,9.7,7,white
11.0,0.3,0.47,6.65,0.068,44.0,225.0,0.99121,3.32,0.45,12.4,5,red
6.3,0.38,0.42,13.5,0.036,44.0,122.0,0.9929,3.03,0.77,10.2,5,white
6.2,0.36,0.35,1.7,0.05,24.0,103.0,0.99002,3.76,0.53,10.6,6,white
7.5,0.32,0.32,1.9,0.038,16.0,124.0,0.99153,3.75,0.48,9.6,6,white
7.4,0.39,0.37,15.6,0.046,39.0,92.0,0.99048,3.18,0.54,12.2,5,white
7.0,0.225,0.23,2.35,0.075,12.0,238.0,0.99384,3.6,0.72,10.6,5,white
