fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.6,0.19,0.99,2.3,0.034,23.0,110.0,0.99649,3.14,0.45,10.6,7,white
7.8,0.28,0.34,1.1,0.046,37.0,127.0,0.99085,3.1,0.44,9.4,6,white
6.8,0.2,0.49,1.6,0.043,16.0,219.5,0.99038,3.06,0.36,13.05,5,white
5.7,0.235,0.79,14.1,0.023,23.0,244.0,0.99257,2.82,0.34,9.6,6,red
6.0,0.3,0.65,2.2,0.239,35.0,303.0,0.99685,3.24,0.56,11.0,6,white
5.7,0.37,0.03,6.75,0.037,17.0,27.0,0.9966,2.9,0.41,9.7,7,red
6.6,0.26,0.24,2.2,0.036,26.0,124.0,0.99624,3.1,0.52,9.2,7,white
6.4,0.21,0.38,16.6,0.036,15.0,152.0,0.99531,3.12,0.49,9.4,6,white
6.6,0.25,0.33,1.0,0.041,20.0,134.0,0.98865,3.19,0.48,9.5,7,white
6.6,0.28,0.28,15.3,0.048,11.0,238.5,0.98868,3.22,0.5,10.1333333333333,5,white
6.0,0.26,0.3,1.0,0.048,24.0,132.0,0.99663,3.27,0.44,9.4,5,white
6.8,0.455,0.22,1.0,0.18,23.0,124.0,0.9907,3.58,0.53,9.3,6,white
7.0,0.18,0.43,11.8,0.059,69.0,223.0,0.99743,3.1,0.52,9.1,7,white
6.4,0.32,0.29,1.7,0.046,10.0,248.0,0.99479,3.23,0.44,11.0,5,red
8.0,0.28,0.32,1.1,0.037,21.0,86.0,0.9893,3.36,0.41,9.4,7,white
7.5,0.21,0.31,19.3,0.042,35.0,196.0,0.99534,3.08,0.5,9.5,6,white
11.4,0.25,0.75,16.1,0.052,26.0,21.0,0.99225,2.87,1.31,9.4,5,white
6.0,0.36,0.32,18.1,0.05,34.0,124.0,0.9984,3.24,1.98,9.4,5,white
6.6,0.18,0.3,2.4,0.045,42.0,96.0,0.9935,3.66,0.58,9.4,7,white
7.0,0.23,0.32,1.4,0.084,31.0,103.0,0.98894,3.31,0.44,10.8,5,white
6.3,0.17,0.26,6.6,0.172,27.0,105.0,0.99316,3.24,0.53,9.0,6,white
6.2,0.36,0.25,7.9,0.044,11.0,123.0,0.9966,3.14,0.48,11.9,5,white
6.1,0.575,0.35,2.1,0.039,31.0,98.0,0.99604,3.16,0.53,9.5,6,white
7.2,0.19,0.31,1.6,0.032,44.0,246.0,0.99473,3.32,0.58,9.2,9,white
6.8,0.28,0.36,14.35,0.044,5.0,238.0,0.99906,3.16,0.39,10.8,6,red
6.5,0.5,0.26,1.9,0.105,31.0,103.0,0.9975,3.22,0.47,11.7,5,red
7.0,0.16,0.31,7.3,0.046,6.0,100.0,0.99776,3.19,0.4,11.0,7,red
7.4,0.29,0.26,1.1,0.046,22.0,120.0,0.9968,3.1,0.38,9.3,5,white
6.4,0.36,0.33,10.9,0.056,5.0,101.0,0.99126,3.23,0.88,10.8,7,white
