fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7.9,0.19,0.15,2.7,0.062,45.0,138.0,0.99078,2.83,0.56,9.4,6,white
7.7,0.24,0.29,2.2,0.055,39.0,126.0,0.99273,3.52,0.51,11.3,4,white
7.0,0.27,0.49,1.6,0.045,8.0,88.0,0.9972,3.36,0.37,11.0,6,white
6.3,0.25,0.51,2.2,0.082,47.0,163.0,0.9966,3.09,0.58,9.6,5,white
5.9,0.25,0.41,1.4,0.042,47.0,135.0,0.9911,3.18,0.44,10.9,5,white
7.9,0.4,0.23,16.8,0.031,37.0,114.0,0.99452,3.41,0.34,8.7,4,white
7.9,0.24,0.18,1.5,0.045,47.0,166.0,0.9966,2.99,0.51,10.3,5,white
8.8,0.39,0.41,1.6,0.043,47.0,197.0,0.99601,3.22,0.51,10.9,8,white
7.0,0.39,0.41,2.0,0.045,46.0,150.0,0.99445,3.34,0.42,9.4,4,white
5.7,0.26,0.41,1.6,0.051,29.0,119.0,0.9972,3.06,0.42,11.4,5,white
7.9,0.27,0.2,1.7,0.046,21.0,166.0,0.9974,2.99,0.51,10.9,5,white
6.0,0.28,0.23,2.3,0.058,4.0,166.0,0.9979,3.09,0.44,11.3,6,white
7.4,0.27,0.41,2.1,0.045,8.0,87.0,0.99084,3.56,0.47,11.4,5,white
5.7,0.27,0.34,1.95,0.027,34.0,94.0,0.9948,2.99,0.44,9.8,5,white
6.0,0.51,0.41,2.0,0.046,33.0,156.0,0.99324,3.38,0.49,11.4,6,white
7.9,0.38,0.41,13.1,0.039,29.0,163.0,0.99076,3.34,0.51,9.1,5,white
7.9,0.36,0.48,19.5,0.043,4.0,114.0,0.9934,3.09,0.34,11.1,5,white
8.3,0.38,0.2,2.5,0.027,20.0,45.0,0.99047,3.62,0.66,11.4,6,white
6.6,0.28,0.41,1.6,0.332,33.0,18.0,0.9977,3.09,0.42,11.4,6,white
7.9,0.27,0.18,1.6,0.033,47.0,119.0,0.9966,3.0,0.34,11.75,5,white
7.1,0.27,0.23,1.5,0.041,40.0,150.0,0.9934,3.34,0.56,11.8,8,white
7.9,0.27,0.41,1.4,0.047,33.0,122.0,0.99406,3.3,0.44,12.3,5,white
7.4,0.49,0.41,2.0,0.103,47.0,114.0,0.99699,3.09,0.51,11.3,8,white
7.0,0.25,0.41,2.7,0.046,33.0,88.0,0.997,3.28,0.34,8.9,8,white
5.8,0.58,0.18,1.6,0.045,37.0,88.0,0.9948,3.03,0.49,11.4,5,white
7.9,0.15,0.41,1.6,0.171,11.0,90.0,0.9966,3.09,0.44,10.9,5,white
7.9,0.27,0.36,4.6,0.106,39.0,113.0,0.99577,3.0,0.62,8.9,5,white
6.6,0.43,0.36,2.2,0.046,29.0,26.0,0.9997,3.19,0.42,9.1,5,white
7.9,0.27,0.17,1.5,0.053,16.0,163.0,0.9914,2.99,0.42,12.1,5,white
6.0,0.27,0.18,0.9,0.042,33.0,173.0,0.9972,3.09,0.51,10.9,4,white
8.8,0.27,0.41,2.1,0.066,38.0,80.0,0.99356,2.99,0.37,9.6,6,white
7.9,0.38,0.38,2.7,0.06,98.0,17.0,0.9972,3.05,0.44,11.3,5,white
6.8,0.26,0.41,2.2,0.074,15.0,15.0,0.9919,3.22,0.44,11.4,5,white
7.4,0.38,0.41,1.4,0.103,47.0,69.0,0.9966,3.36,0.57,11.4,5,white
8.0,0.38,0.2,2.7,0.045,29.0,19.0,0.9977,3.14,0.44,9.6,6,white
6.6,0.39,0.23,2.7,0.08,26.0,163.0,0.998275,3.34,0.52,8.6,5,white
7.4,0.33,0.55,1.4,0.062,46.0,166.0,0.9966,3.34,0.35,10.8,5,white
5.8,0.26,0.41,2.2,0.039,47.0,94.0,0.99578,3.14,0.44,11.4,6,white
6.8,0.28,0.41,2.1,0.043,19.0,116.0,0.9892,3.37,0.58,12.0,5,white
7.0,0.27,0.18,2.4,0.042,33.0,15.0,0.99483,3.34,0.47,11.8,5,white
7.2,0.25,0.0,2.2,0.056,8.0,166.0,0.99183,3.09,0.44,9.6,5,white
9.0,0.37,0.15,6.4,0.079,26.0,122.0,0.99294,3.22,0.59,9.6,5,white
7.0,0.28,0.42,1.6,0.039,36.0,85.0,0.99744,2.99,0.7,11.7,5,white
6.9,0.27,0.41,2.2,0.035,29.0,163.0,0.99402,3.09,0.31,10.9,5,white
7.0,0.26,0.41,2.2,0.043,47.0,84.0,0.9972,3.21,0.79,11.1,5,white
5.9,0.31,0.45,1.6,0.039,26.0,164.0,0.99565,3.06,0.44,8.9,5,white
10.6,0.26,0.35,2.25,0.045,46.0,121.0,1.0,3.0,0.4,9.4,5,white
7.9,0.25,0.41,1.7,0.039,54.0,135.0,0.9926,3.09,0.58,11.8,5,white
7.0,0.43,0.41,1.4,0.043,46.0,135.0,1.0,3.34,0.37,11.4,6,white
5.9,0.51,0.09,2.1,0.094,7.0,166.0,0.9916,2.99,0.34,12.2,6,white
6.6,0.27,0.2,3.8,0.039,47.0,87.0,0.9985,3.41,0.83,10.1,8,white
7.9,0.27,0.18,2.7,0.04,46.0,150.0,0.99064,2.99,0.58,8.9,5,white
7.0,0.42,0.2,1.6,0.042,50.0,49.0,0.9948,3.38,0.76,12.1,5,white
5.8,0.28,0.41,2.3,0.046,40.0,138.0,0.9958,3.04,0.37,8.9,6,white
7.5,0.905,0.48,1.4,0.027,54.0,209.0,0.9937,3.34,0.35,11.4,5,white
8.8,0.29,0.2,2.7,0.046,47.0,88.0,0.99769,2.99,0.37,10.9,4,white
6.0,0.39,0.28,7.6,0.043,47.0,18.0,0.99135,3.22,0.51,11.3,6,white
7.9,0.27,0.44,1.6,0.083,11.0,45.0,0.997,2.99,0.47,9.6,8,white
