fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7.3,0.26,0.15,9.5,0.415,35.0,214.0,0.99492,2.91,0.43,9.2,7,white
14.3,0.63,0.12,2.85,0.095,28.0,113.0,0.99435,3.72,0.59,11.1,5,white
6.0,0.93,0.49,9.65,0.135,38.0,272.0,0.99549,2.8,0.39,11.3666666666667,5,white
8.5,0.73,0.21,15.5,0.17,41.5,168.0,0.99739,3.32,0.39,11.0,7,red
7.6,0.61,0.25,5.3,0.013,50.0,41.0,0.9895,3.2,0.58,11.7333333333333,6,white
7.2,0.935,0.69,12.5,0.015,52.5,111.0,0.99222,3.15,0.6,9.4,6,white
13.0,0.3,0.86,1.3,0.068,54.0,19.0,0.99379,3.21,0.77,11.4333333333333,3,white
11.0,0.45,0.34,1.3,0.036,49.0,24.0,0.99632,3.12,0.59,9.2,6,white
10.5,0.16,0.35,3.1,0.024,10.0,252.0,0.99112,3.08,0.54,14.0,6,white
5.0,0.25,0.23,1.2,0.044,37.0,91.0,1.00025,3.76,0.55,11.3,6,white
14.2,1.115,0.22,6.4,0.114,35.0,124.0,0.9886,3.15,0.33,9.5,6,white
6.15,0.91,0.28,0.6,0.213,26.0,140.0,0.99491,3.06,0.91,10.7,7,red
6.3,0.72,0.25,1.0,0.048,53.0,85.0,0.99076,2.95,0.26,11.85,5,white
7.4,0.52,0.58,5.7,0.092,78.0,202.0,0.9894,3.39,0.5,9.1,5,white
9.7,0.33,0.74,13.8,0.078,15.0,139.0,0.9931,3.13,0.22,10.9,5,white
7.2,0.845,0.46,1.65,0.033,58.0,28.0,0.99125,3.34,0.46,9.3,6,white
6.2,0.49,0.06,11.8,0.208,73.5,31.0,0.99211,3.11,0.43,11.6,5,white
6.4,0.23,0.2,1.0,0.118,44.5,43.0,0.99388,3.71,0.32,11.1,6,white
5.2,0.815,0.2,65.8,0.051,19.0,162.5,0.98722,3.2,0.26,10.5,5,white
7.3,0.28,0.36,17.9,0.074,52.0,186.0,0.99142,2.79,0.4,9.9,5,white
4.7,0.225,0.09,3.45,0.36,63.0,58.0,0.99176,3.44,0.72,11.1,4,white
13.3,0.2,0.29,17.2,0.073,36.0,130.0,0.99352,3.01,0.41,9.3,6,white
5.5,0.8,0.31,5.7,0.015,37.0,66.0,0.99232,3.47,1.31,10.5666666666667,7,white
6.7,0.865,0.27,6.3,0.08,52.0,160.0,0.99414,3.25,0.83,12.2,6,white
7.6,0.935,0.37,5.0,0.062,10.0,69.0,0.99237,2.96,0.51,10.7,6,red
7.4,0.34,0.26,12.5,0.035,14.0,132.0,0.998,3.21,0.46,9.1,4,white
6.6,0.5,0.71,1.75,0.174,105.0,187.0,0.99902,3.36,0.22,9.3,6,white
10.8,0.16,0.36,17.5,0.015,88.0,140.0,0.99862,3.12,1.56,9.3,6,red
11.7,0.325,0.32,1.4,0.04,26.0,146.0,0.99592,3.68,0.45,9.5,6,white
6.0,0.24,0.33,12.5,0.047,52.0,133.0,0.99074,3.13,0.38,9.5,6,white
7.6,0.28,0.69,5.4,0.117,25.0,189.5,0.99771,3.11,0.6,10.3,5,white
9.6,0.59,0.29,1.15,0.101,43.0,25.0,0.9919,3.13,0.42,10.7,6,white
