fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
5.9,0.135,0.32,3.8,0.045,18.0,203.0,0.99194,3.18,0.25,10.8,7,white
6.7,0.28,0.28,22.6,0.054,20.0,39.0,0.99307,3.16,0.95,11.8,5,white
6.1,0.135,0.25,9.2,0.301,16.0,119.0,0.99296,3.08,0.3,11.6,5,red
6.9,0.24,0.09,7.9,0.075,38.0,90.0,0.9976,3.13,0.52,11.0,5,white
8.9,0.28,0.14,1.7,0.119,82.0,129.5,0.99046,3.31,0.79,9.5,6,white
7.8,0.215,0.34,2.6,0.037,30.0,146.0,0.99614,3.16,0.61,9.5,6,red
8.8,1.005,0.2,13.2,0.165,59.0,22.0,0.99971,3.2,0.46,9.3,6,red
10.9,0.315,0.38,2.3,0.24,23.0,120.0,0.98862,3.31,0.51,9.5,5,white
6.9,0.36,0.31,10.65,0.074,73.0,91.0,0.98993,3.31,0.32,9.6,7,red
13.0,0.63,0.4,3.8,0.054,39.0,183.0,0.9966,3.03,0.47,9.6,5,red
6.4,0.19,0.4,7.9,0.036,21.0,94.0,0.99015,3.06,0.59,9.1,6,red
6.3,0.395,0.54,1.8,0.043,7.0,18.0,0.9922,3.49,0.49,11.1,6,white
7.9,0.76,0.42,1.2,0.086,23.0,235.0,0.99839,3.25,0.31,12.5,7,white
13.3,0.26,0.49,9.65,0.021,10.0,134.0,0.9896,3.14,0.41,10.4,7,white
6.4,0.135,0.27,6.3,0.03,26.0,39.0,0.99513,3.08,0.26,12.3,7,white
10.1,0.26,0.37,9.7,0.054,12.0,101.0,1.0026,3.21,0.66,10.5,7,white
8.0,0.315,0.41,1.7,0.039,14.0,12.0,0.9982,3.25,0.53,10.4,7,white
6.5,0.33,0.28,3.7,0.042,12.0,238.5,0.99391,3.3,0.45,11.0,6,white
11.8,0.36,0.36,9.9,0.055,59.0,155.0,0.98916,3.13,0.32,9.3,5,red
7.5,0.965,0.44,2.0,0.032,37.0,160.0,0.99726,3.2,0.94,10.0,7,white
8.9,0.22,0.4,3.0,0.029,23.0,229.0,0.9904,3.1,0.53,10.2,7,red
