fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.7,0.29,0.3,16.05,0.043,55.0,179.0,0.99858,3.25,0.42,9.2,6,white
7.1,0.34,0.36,1.8,0.037,27.0,137.0,0.99841,3.15,0.47,11.4,5,white
7.2,0.93,0.28,1.7,0.039,41.0,95.0,0.99274,3.23,0.54,10.8,5,white
6.7,0.25,0.27,3.2,0.033,4.0,102.0,0.99316,3.31,0.5,13.5,5,red
7.3,0.22,0.32,1.7,0.025,15.0,105.0,0.99528,3.32,0.6,9.5,5,white
10.2,0.66,0.57,6.65,0.115,30.0,219.0,0.99068,3.11,1.22,10.3,5,white
7.4,0.96,0.26,14.9,0.037,5.0,130.0,0.99451,3.1,0.71,12.0,7,white
6.9,0.26,0.32,12.15,0.073,5.0,120.0,0.99317,3.43,0.53,10.8,7,white
7.0,0.27,0.4,6.3,0.034,24.0,238.0,0.99053,3.31,0.55,10.5,7,white
6.6,0.29,0.34,2.2,0.044,50.0,238.0,0.99354,3.34,0.47,10.0,5,white
7.8,0.22,0.38,17.75,0.041,58.0,128.0,0.99437,3.37,0.48,9.0,7,white
7.0,0.29,0.28,1.1,0.05,14.0,170.0,0.99585,3.23,0.5,10.5,5,red
7.0,0.45,0.47,17.9,0.034,23.0,109.0,0.98942,2.88,0.68,8.6,6,white
8.6,0.42,0.28,1.8,0.048,37.0,46.0,0.99772,3.2,0.59,10.0,6,white
7.4,0.34,0.37,16.2,0.044,35.0,121.0,0.98865,4.01,0.46,9.2,6,white
6.6,0.18,0.24,5.0,0.04,15.0,105.0,0.9972,3.25,0.5,9.4,5,white
7.1,0.635,0.42,1.0,0.034,7.0,95.0,0.998,3.23,0.46,11.5,6,white
10.5,0.35,0.49,2.1,0.03,13.0,179.0,0.9945,3.42,1.56,10.4,7,white
7.8,0.2,0.33,3.65,0.048,55.0,105.0,0.99223,3.21,0.43,10.0,7,white
7.1,0.78,0.39,2.2,0.039,105.0,104.0,0.9969,3.1,0.5,9.1,5,white
6.6,0.33,0.32,4.7,0.03,52.0,171.0,0.99716,3.63,0.5,9.3,5,white
6.9,0.25,0.29,1.1,0.043,24.0,125.0,0.99574,3.42,0.47,9.5,6,white
5.9,0.335,0.39,1.0,0.04,53.0,227.0,0.99938,3.22,1.17,9.9,6,white
6.3,0.26,0.35,1.8,0.046,64.0,101.0,0.98993,3.22,0.57,11.4,6,white
6.6,0.22,0.0,1.2,0.047,26.0,87.0,0.99675,3.21,0.46,9.4,6,white
6.8,0.24,0.27,2.2,0.034,5.0,150.0,0.9928,3.38,0.58,10.5,7,white
7.1,0.28,0.28,7.5,0.033,10.0,55.0,0.99463,3.29,0.37,9.4,6,white
8.0,0.35,0.4,12.55,0.045,31.0,28.0,0.9986,3.1,0.46,8.6,5,white
6.3,0.28,0.32,2.4,0.034,62.0,87.0,1.0004,3.26,0.51,10.5,5,white
6.9,0.23,0.32,1.3,0.046,24.0,124.0,1.00289,3.26,0.58,9.4,5,red
6.4,0.2,0.4,1.0,0.047,21.0,155.0,0.99534,3.08,0.5,9.5,6,white
7.1,0.26,0.24,8.8,0.047,26.0,186.0,0.99422,3.9,0.49,9.0,6,white
7.1,0.2,0.3,2.0,0.042,23.0,189.5,0.98966,3.13,0.48,9.2,5,red
4.6,0.26,0.32,1.1,0.034,30.0,100.0,0.99151,3.27,0.5,9.0,5,white
6.1,0.28,0.31,2.1,0.04,41.0,133.0,0.99004,3.18,0.52,10.5,7,white
7.5,0.2,0.28,1.9,0.047,49.0,72.0,0.99516,3.22,0.47,9.8,6,white
6.8,0.24,0.26,1.4,0.044,22.0,163.0,0.994,3.34,0.49,9.4,6,red
7.2,0.2,0.49,2.1,0.019,35.0,138.0,0.99004,3.22,0.44,10.1,6,white
7.3,0.57,0.5,16.0,0.036,23.0,89.0,0.99234,3.29,0.5,9.4,5,white
6.9,0.23,0.24,7.5,0.04,5.0,138.0,0.991,3.26,0.55,9.0,7,white
6.9,0.17,0.28,9.3,0.048,5.0,95.0,0.99573,3.14,0.44,11.5,5,white
6.0,0.93,0.28,4.8,0.042,89.0,140.0,0.98854,3.23,0.93,9.4,5,red
7.0,0.31,0.36,2.1,0.038,15.0,102.0,0.99346,3.17,0.53,9.0,7,white
6.8,0.34,0.49,2.3,0.041,30.0,107.0,0.9914,3.19,0.48,9.4,5,white
6.6,0.585,0.28,1.4,0.049,16.0,92.0,0.99585,3.02,0.46,11.2,7,white
7.1,0.27,0.27,1.25,0.039,16.0,6.0,0.99975,3.32,0.71,9.6,5,white
7.8,0.34,0.3,2.1,0.046,68.0,12.0,1.00241,3.29,0.5,9.4,7,white
6.1,0.25,0.32,1.2,0.04,35.5,113.0,0.9922,3.11,0.47,9.4,6,white
7.2,0.305,0.33,1.7,0.076,25.0,140.0,0.99513,3.09,0.38,11.3,6,white
7.5,0.33,0.27,0.9,0.046,52.0,28.0,0.99307,3.19,0.46,9.1,6,white
8.1,0.355,0.21,1.8,0.058,73.5,102.0,0.99584,3.19,1.1,11.0,6,red
15.0,0.28,0.34,1.1,0.042,49.0,108.0,0.99232,3.44,0.53,11.5,6,white
6.4,0.2,0.49,1.3,0.048,20.0,132.0,0.9956,3.37,0.34,10.0,6,white
7.1,0.25,0.3,2.2,0.037,15.5,133.0,0.9929,3.08,0.46,9.0,5,white
7.1,0.19,0.0,14.7,0.194,27.0,102.0,0.9984,3.09,0.5,9.8,7,white
6.1,0.22,0.32,11.8,0.039,43.0,139.0,0.9984,3.1,0.44,11.0,7,red
13.4,0.31,0.29,7.5,0.048,15.0,106.0,0.9974,3.75,0.52,9.5,6,red
6.6,0.22,0.36,1.1,0.031,36.0,118.0,0.99743,3.39,0.54,9.2,5,white
7.3,0.24,0.32,1.1,0.037,38.0,133.0,0.99177,3.29,0.42,12.4,7,white
7.4,1.33,0.36,7.4,0.043,30.0,179.0,0.98886,3.23,0.45,11.35,7,white
7.3,0.27,0.24,11.95,0.048,10.0,100.0,0.99634,3.19,0.6,10.5,6,white
7.3,0.28,0.3,1.3,0.046,24.0,54.0,0.99747,3.3,0.52,9.4,6,white
7.0,0.31,0.27,2.0,0.047,28.0,128.0,0.98981,3.17,0.49,8.7,6,red
7.6,0.25,0.3,1.2,0.049,58.0,113.0,0.99566,3.26,0.58,11.0,7,white
6.6,0.63,0.32,17.5,0.168,31.0,109.0,0.9936,3.18,0.5,9.6,6,white
6.1,0.2,0.26,1.5,0.036,40.0,162.5,0.99956,3.33,0.25,9.9,6,white
7.9,0.26,0.36,3.8,0.056,50.0,149.0,1.03898,3.0,0.37,11.2,6,white
6.5,0.21,0.31,1.7,0.033,40.0,155.0,0.99472,3.15,0.5,9.3,7,white
12.0,0.51,0.4,2.7,0.04,52.0,132.0,0.99238,3.17,1.18,9.0,6,red
7.3,0.27,0.27,1.1,0.043,10.0,133.0,0.99604,3.19,0.58,9.5,5,red
7.2,0.34,0.33,2.2,0.033,17.0,106.0,0.98965,3.06,0.52,9.9,6,white
6.8,0.26,0.36,1.3,0.039,39.0,256.0,0.99165,3.25,0.5,11.0,5,white
6.7,0.2,0.27,1.3,0.045,21.0,202.0,0.98894,3.15,0.47,9.2,6,white
7.3,0.2,0.49,1.2,0.044,17.0,138.0,0.9972,3.14,0.49,11.1,6,white
