fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
8.0,0.11,0.1,4.65,0.114,14.0,79.0,0.99798,3.04,1.22,11.8,9,white
7.0,0.29,0.0,23.5,0.042,29.0,132.0,0.99601,3.7,0.36,10.55,6,white
9.0,0.22,0.32,13.1,0.332,73.5,169.0,0.99835,3.16,0.92,13.5,6,white
3.9,0.24,0.04,8.4,0.213,26.0,21.0,0.99052,3.56,1.59,12.75,5,white
10.7,0.44,0.57,2.9,0.018,289.0,209.0,0.99663,3.21,1.04,9.25,3,red
9.0,0.585,0.69,13.6,0.133,25.0,8.0,0.99756,3.41,1.07,12.3,5,red
8.1,1.07,0.12,9.15,0.033,53.0,173.0,0.99538,3.01,0.6,13.3,6,white
9.9,0.155,0.03,6.55,0.094,38.0,106.0,0.99711,3.14,0.43,13.1,6,red
15.0,0.5,0.12,12.1,0.121,70.5,79.0,0.99385,3.72,1.31,11.0,7,white
8.1,0.65,0.71,8.3,0.161,39.0,440.0,0.99132,3.03,1.56,11.4,3,red
12.3,0.29,0.6,15.5,0.013,35.0,243.0,0.99918,2.99,0.26,11.3,4,white
15.6,0.28,0.51,4.2,0.169,146.5,86.0,0.99365,3.16,1.04,9.25,3,white
11.1,0.475,0.73,17.35,0.135,78.0,229.0,0.99645,3.24,1.22,8.0,6,white
5.3,0.415,0.26,7.9,0.172,50.5,200.0,0.9928,2.98,0.83,10.5666666666667,3,white
15.0,1.185,0.37,11.2,0.042,63.0,41.0,0.99621,2.9,0.4,11.45,5,white
11.4,0.85,0.03,1.55,0.368,41.0,101.0,1.0,3.43,0.93,10.9666666666667,6,white
10.9,0.21,0.39,3.1,0.208,87.0,222.0,0.99697,3.14,0.64,9.63333333333333,7,white
11.6,0.105,0.82,1.75,0.114,55.0,204.0,0.99053,3.78,0.41,11.2,3,white
10.3,0.28,0.29,65.8,0.046,49.0,113.0,0.9946,3.16,0.68,11.45,6,white
15.9,0.295,0.1,12.7,0.127,110.0,9.0,1.0021,3.04,0.47,11.0,3,white
13.4,0.645,0.72,3.7,0.038,69.0,236.0,1.0008,3.69,0.27,10.8,5,white
10.8,1.02,0.01,10.3,0.038,20.0,227.0,0.99573,3.58,1.0,10.6,6,white
5.0,0.87,0.64,14.15,0.213,59.5,49.0,0.99086,2.91,1.08,12.8933333333333,5,white
6.6,0.815,0.03,2.85,0.055,49.0,47.0,0.99713,3.23,1.08,9.25,6,red
11.8,0.905,0.43,5.95,0.358,35.0,123.0,0.991,3.5,0.37,12.4,7,white
8.3,0.91,0.46,11.2,0.015,45.0,259.0,0.99488,3.45,0.45,10.55,4,red
7.3,0.83,0.59,1.95,0.368,53.0,46.0,0.99535,2.98,0.77,10.4,9,white
10.4,0.85,0.72,7.35,0.097,96.0,168.0,0.99834,3.6,0.52,12.8933333333333,3,red
8.7,0.69,0.01,13.8,0.205,51.5,102.0,0.99513,3.68,1.1,12.4,6,white
10.1,0.815,0.29,1.3,0.048,45.0,180.0,0.99241,3.22,0.85,14.2,6,red
13.2,0.11,0.02,20.2,0.176,79.5,216.0,0.99054,2.95,1.03,10.2,5,red
9.1,1.58,0.61,17.45,0.161,30.5,161.0,0.99209,3.57,0.41,9.2,6,red
9.5,0.2,0.09,11.7,0.18,50.0,249.0,0.98889,3.42,0.86,14.0,7,white
10.5,0.165,0.66,1.3,0.062,10.0,67.0,0.99189,3.61,0.35,8.7,5,white
6.7,0.64,0.71,8.65,0.016,86.0,90.0,0.98889,3.24,0.25,10.9333333333333,8,red
6.3,0.13,0.41,8.7,0.126,70.5,131.0,0.99142,3.47,0.76,12.3,7,red
8.1,0.48,0.47,17.85,0.089,69.0,107.0,0.99834,2.98,0.61,10.5,7,red
6.5,0.395,0.26,19.45,0.032,11.0,187.0,0.99721,3.56,0.89,9.9,6,white
12.6,0.745,0.1,2.2,0.113,26.0,235.0,0.99032,2.74,0.79,13.05,5,red
11.1,1.115,0.57,8.75,0.346,112.0,7.0,0.99222,3.71,0.62,9.53333333333333,6,red
5.4,0.39,0.02,11.95,0.044,5.0,247.0,0.99822,3.09,0.37,11.6,6,red
4.7,0.775,0.06,7.3,0.346,6.0,248.0,0.99854,3.65,0.76,12.8,7,white
14.3,0.31,0.49,7.05,0.18,12.0,22.0,0.98964,2.85,0.71,10.7,7,white
14.2,0.115,0.17,19.9,0.422,35.5,145.0,0.99513,3.82,0.28,12.7,9,red
13.4,0.705,0.36,5.5,0.027,5.0,118.0,0.99089,3.19,1.02,9.2,5,red
11.9,0.4,0.11,12.0,0.17,64.5,205.0,0.99405,3.41,0.55,12.4,7,red
9.4,0.775,0.19,9.15,0.108,85.0,202.0,0.9962,3.69,1.22,11.8,4,white
6.45,0.13,0.71,8.1,0.126,15.5,56.0,0.98941,3.46,0.3,11.3,9,white
