fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.9,0.29,0.47,20.4,0.09,49.0,212.0,0.99814,3.14,0.54,11.5,8,white
7.4,0.21,0.34,1.3,0.039,14.0,115.0,0.9906,3.25,0.6,12.0,6,white
6.4,0.6,0.38,2.55,0.042,19.0,156.0,0.99474,2.94,0.52,9.5,6,red
6.8,0.3,0.49,1.9,0.042,45.0,104.0,0.99085,3.14,0.56,10.0,7,white
7.2,0.33,0.49,23.5,0.041,18.0,237.0,0.9999,3.3,0.77,9.5,6,white
6.3,0.26,0.36,2.4,0.053,47.0,149.0,0.99068,3.44,0.45,9.4,5,white
6.4,0.36,0.36,1.55,0.048,45.0,18.0,0.99839,2.93,0.52,10.6,6,white
6.9,0.17,0.29,3.5,0.045,17.0,60.0,0.99203,3.77,0.44,10.1,6,red
6.7,0.29,0.49,18.95,0.044,6.0,111.0,0.99601,3.3,0.48,10.0,6,white
6.7,0.26,0.29,8.3,0.053,7.0,158.0,0.99592,3.08,0.56,9.2,5,white
6.9,0.28,0.26,2.1,0.033,112.0,121.0,0.99037,3.29,0.53,10.2,5,white
7.0,0.26,0.36,4.6,0.034,18.0,142.0,0.9986,3.25,0.43,10.8,7,white
9.3,0.19,0.23,2.6,0.022,71.0,169.0,0.99657,3.57,0.58,10.0,6,white
6.1,0.28,0.29,15.0,0.069,50.5,10.0,0.99596,3.43,0.36,9.0,5,white
6.4,0.18,0.4,16.45,0.036,2.0,92.0,0.99234,3.35,0.4,13.05,5,white
7.4,0.27,0.27,1.9,0.04,11.0,134.0,0.99536,3.09,0.38,8.7,7,white
7.1,0.2,0.33,1.8,0.039,45.0,127.0,0.9999,3.18,0.45,9.2,7,white
4.8,0.3,0.4,1.2,0.039,23.0,45.0,0.99623,3.19,0.47,11.95,6,white
6.1,0.3,0.59,2.0,0.04,20.0,105.0,0.9913,3.22,0.76,11.85,6,white
7.0,0.21,0.28,17.35,0.036,15.0,163.0,0.9906,3.11,1.59,9.5,6,red
6.5,0.2,0.29,19.8,0.034,49.0,15.0,0.993,3.14,0.45,9.6,6,red
7.1,0.385,0.49,1.2,0.044,17.0,206.0,0.99496,3.16,0.54,9.2,6,white
6.9,0.25,0.49,3.2,0.043,5.0,167.0,0.9978,3.05,0.53,9.2,5,white
7.1,0.29,0.5,1.4,0.026,65.0,163.0,0.99892,3.05,0.56,10.9333333333333,6,red
6.4,0.69,0.27,1.8,0.028,50.0,63.0,0.99059,3.32,0.58,9.0,6,white
7.5,0.2,0.32,2.1,0.041,33.0,22.0,0.993,3.67,0.45,10.0,5,red
6.9,0.34,0.28,1.9,0.034,33.0,101.0,1.00038,3.33,0.49,9.2,5,white
7.2,0.2,0.26,8.8,0.053,20.0,111.0,0.99612,3.31,0.52,11.2,6,white
7.1,0.28,0.29,10.05,0.042,18.0,150.0,0.993,3.14,0.62,9.2,6,white
8.6,0.18,0.25,7.6,0.04,10.0,227.0,0.99225,3.08,0.39,9.2,5,white
3.8,0.3,0.32,17.8,0.042,12.0,149.0,0.99602,3.42,0.56,11.0,7,white
6.9,0.36,0.49,2.4,0.026,75.0,129.5,0.99604,3.15,0.48,9.6,6,red
