fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.6,0.595,0.69,8.7,0.038,34.0,224.0,0.98986,2.83,0.53,9.0,6,red
8.7,0.235,0.3,5.9,0.095,11.0,26.0,0.9967,3.63,0.83,11.94,6,white
12.6,0.615,0.25,8.8,0.031,31.0,140.0,0.99322,3.05,0.42,10.5,6,white
6.9,0.08,0.06,6.85,0.212,45.0,202.0,0.99228,3.11,1.14,10.15,7,white
11.1,0.12,0.24,8.75,0.168,27.0,259.0,0.98962,3.01,0.47,11.3,6,red
7.3,0.23,0.0,10.0,0.051,16.0,124.0,0.99458,3.05,1.0,9.8,9,white
5.9,0.145,0.12,13.55,0.095,289.0,205.0,1.00047,3.76,0.92,11.3333333333333,6,white
7.5,0.89,0.24,12.15,0.036,40.5,36.0,0.99057,3.31,0.71,10.2,6,white
6.8,0.315,0.41,19.8,0.156,59.5,252.0,0.99536,3.77,1.07,12.7,6,white
8.2,0.46,1.23,11.25,0.037,33.0,131.0,0.98845,3.19,0.54,10.2,5,white
6.4,0.14,0.29,4.35,0.033,37.0,123.0,0.99098,3.46,0.56,12.2,6,red
7.1,0.665,0.33,12.1,0.19,34.0,58.0,0.99298,3.3,0.92,11.5,6,white
6.4,0.345,0.31,1.35,0.066,59.0,76.0,0.99184,3.57,0.55,9.7,6,white
7.5,0.775,0.76,9.1,0.209,30.0,168.0,0.99745,3.31,0.53,12.2,6,white
7.5,1.13,0.28,17.3,0.137,57.0,162.5,0.99365,3.0,0.48,9.2,6,white
10.8,0.34,0.24,12.6,0.092,34.0,183.0,0.99037,2.8,0.39,9.55,6,white
10.8,0.32,0.57,18.8,0.051,25.0,190.0,0.99077,3.16,0.34,10.5,6,white
12.7,0.38,0.23,13.3,0.368,58.0,228.0,0.99306,3.13,0.55,11.8,5,white
6.2,0.665,0.3,15.55,0.032,36.0,95.0,0.99188,3.25,0.42,11.4,7,white
8.1,0.7,0.51,4.9,0.084,27.0,204.0,0.99504,3.45,0.82,9.2,6,white
9.5,0.27,0.24,7.9,0.063,78.0,107.0,0.99551,3.25,0.35,9.2,5,white
8.9,1.1,0.34,7.3,0.368,86.0,205.0,0.98882,2.99,0.22,12.8,4,white
7.9,1.02,0.29,1.0,0.19,51.5,91.0,0.99691,3.16,1.07,9.5,6,white
6.4,0.27,0.29,13.7,0.178,59.0,94.0,0.9925,3.17,0.94,9.4,5,white
7.5,0.89,0.41,5.0,0.168,11.0,167.0,0.99916,3.3,0.89,9.9,8,white
6.3,0.225,0.07,14.95,0.056,14.0,247.0,0.99238,3.46,0.46,12.6,5,white
10.1,0.365,0.29,8.7,0.07,34.0,234.5,0.9934,3.37,0.39,10.9333333333333,8,white
7.9,0.19,0.38,13.8,0.045,80.0,152.0,0.99743,2.99,0.27,9.63333333333333,6,white
10.6,0.51,0.53,16.55,0.047,23.0,247.0,0.99468,3.24,0.75,11.1,6,red
11.2,0.085,0.86,16.4,0.077,11.0,115.0,0.99093,3.16,0.38,12.6,7,white
7.4,0.3,0.3,11.95,0.368,97.0,194.0,0.99064,3.41,0.55,11.7,6,white
6.9,0.325,0.71,14.45,0.107,72.0,245.0,0.99189,3.3,0.53,9.2,5,white
5.5,0.555,0.16,10.2,0.137,10.0,46.0,0.98854,3.45,0.25,12.7,6,white
15.6,0.82,0.29,23.5,0.038,22.0,116.0,0.9972,3.82,0.94,11.75,7,white
7.2,0.49,0.39,4.1,0.343,76.0,211.0,0.98836,3.62,0.88,8.6,6,white
4.5,0.43,0.23,5.2,0.074,42.0,111.0,0.9898,3.53,0.77,9.6,5,red
7.3,0.345,0.32,0.9,0.24,24.0,111.0,1.00182,3.01,0.58,11.1,6,white
5.9,0.35,0.06,1.6,0.368,53.0,117.0,0.98912,3.0,0.78,10.9,6,red
