fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
8.1,0.26,0.42,7.5,0.042,10.0,78.0,0.99306,3.2,0.68,9.0,9,white
6.8,0.3,0.34,1.4,0.04,18.0,18.0,0.993,3.2,0.84,9.3,5,white
6.15,0.815,0.25,2.5,0.017,46.0,189.0,0.99677,3.04,0.4,12.7,6,white
6.7,0.25,0.53,1.6,0.037,13.0,86.0,0.9976,3.09,0.43,9.4,6,white
7.1,0.28,0.42,4.35,0.031,25.0,52.0,0.99103,3.66,0.62,11.4333333333333,5,white
10.6,0.28,0.23,1.4,0.02,20.0,180.0,0.998,3.11,0.63,11.0,7,white
7.7,0.26,0.49,12.2,0.051,20.0,102.0,0.9886,3.39,0.37,12.5,4,red
5.6,0.21,0.21,4.65,0.071,48.0,135.0,0.99271,3.09,0.38,12.8,6,white
6.3,0.22,0.46,1.1,0.035,6.0,168.0,0.9952,3.23,0.43,9.4,5,white
7.9,0.18,0.17,1.25,0.032,30.0,148.0,0.99139,3.25,0.4,11.8,6,white
9.4,0.25,0.3,1.0,0.111,89.0,102.0,0.9884,3.26,1.98,9.4,5,white
7.1,0.35,0.42,0.7,0.024,36.0,89.0,0.9973,3.21,0.7,9.1,6,red
6.5,0.33,0.12,3.2,0.044,36.0,114.0,0.99117,3.16,0.5,9.9,5,white
6.7,0.31,0.22,1.5,0.05,1.0,117.0,0.99216,3.09,0.37,10.6,6,white
11.0,0.44,0.31,8.0,0.024,33.0,11.0,0.99621,3.36,0.48,9.9,7,white
7.0,0.58,0.44,14.5,0.052,52.0,143.0,0.99144,3.08,0.39,8.7,4,red
6.3,0.28,0.47,1.4,0.042,3.0,148.0,0.99869,3.39,0.5,9.2,6,red
6.6,0.2,0.26,1.8,0.052,23.0,95.0,0.9966,3.25,0.43,10.8,5,red
10.0,0.5,0.23,1.6,0.053,21.0,167.0,0.99552,3.39,0.61,11.2,6,white
6.1,0.38,0.46,1.0,0.08,56.0,124.0,0.99148,3.24,0.3,9.1,6,red
5.7,0.25,0.52,2.3,0.041,43.0,110.0,0.99518,3.08,0.67,10.2,6,white
8.4,0.3,0.46,2.3,0.036,43.0,64.0,0.99176,3.26,0.44,10.4,5,white
6.6,0.3,0.0,2.05,0.211,37.0,177.0,0.9886,3.13,0.57,10.9,6,white
6.7,0.29,0.52,2.5,0.211,41.0,28.0,0.995,3.07,0.38,9.4,9,red
6.2,0.28,0.26,2.0,0.052,52.0,101.0,0.99215,3.26,0.61,9.5,6,white
6.6,0.24,0.49,1.4,0.041,80.0,148.0,0.99114,3.25,0.46,11.0,4,red
7.5,0.275,0.02,14.5,0.08,17.0,86.0,0.99747,3.31,0.78,9.5,5,white
6.3,0.52,0.28,10.7,0.037,60.0,154.0,0.99916,3.22,0.53,8.9,6,white
7.9,0.28,0.51,0.8,0.142,10.0,31.0,0.99245,3.09,0.44,9.5,6,white
6.8,0.41,0.38,4.35,0.032,45.0,126.0,0.998,3.3,0.27,11.8,6,white
7.9,0.785,0.29,4.2,0.034,66.0,133.0,0.99429,3.36,0.64,11.7,4,white
