fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.6,0.78,0.42,1.2,0.038,60.0,17.0,0.99628,3.24,0.56,11.0666666666667,6,white
6.4,1.025,0.29,7.7,0.066,34.0,107.0,0.9965,3.22,0.36,9.2,7,white
6.5,0.43,0.31,7.7,0.012,5.0,244.0,0.99472,3.42,0.56,9.2,8,red
9.1,0.37,0.5,9.2,0.038,30.0,24.0,0.98974,3.33,0.71,9.53333333333333,3,white
7.8,0.335,0.34,7.05,0.06,6.0,109.0,0.9961,3.17,0.37,10.5,6,red
6.3,0.835,0.29,4.6,0.042,59.5,183.0,0.99294,3.12,0.64,9.53333333333333,5,red
8.2,0.26,0.55,7.5,0.103,67.0,246.0,0.99104,3.05,0.72,12.3333333333333,5,white
6.0,0.43,0.28,20.3,0.02,22.0,67.0,0.99136,3.18,0.57,9.2,5,white
6.6,0.91,0.35,14.4,0.048,32.0,181.0,0.99569,3.2,1.16,9.3,5,red
6.9,0.37,0.49,3.65,0.343,31.0,206.0,0.99569,3.22,0.4,11.5,6,white
7.9,0.56,0.27,14.55,0.014,7.0,219.5,0.98878,2.99,0.36,11.35,5,red
7.2,0.2,0.29,5.95,0.015,79.5,226.0,0.99116,3.17,0.59,8.5,5,white
7.3,0.46,0.49,1.8,0.009,10.0,160.0,0.99067,3.48,0.36,9.7,7,white
7.4,0.31,0.04,14.2,0.081,24.0,78.0,1.00289,3.31,0.53,10.2,6,white
7.4,0.475,0.39,18.1,0.169,96.0,184.0,0.99137,3.16,0.42,11.5,7,red
7.4,0.425,0.55,4.6,0.098,60.0,141.0,0.99544,3.01,0.79,9.3,6,white
11.7,0.22,0.51,5.0,0.035,34.0,199.0,0.99322,3.26,0.44,9.0,5,red
5.1,0.835,0.28,4.7,0.073,52.5,69.0,0.99461,3.36,0.56,11.6333333333333,5,white
7.0,0.09,1.23,18.35,0.057,44.5,180.0,0.9933,3.31,0.46,11.4,6,white
5.7,0.39,0.29,4.2,0.209,79.0,179.0,1.0007,3.06,0.29,10.0,5,white
15.6,0.4,0.32,2.0,0.107,10.0,109.0,0.9948,3.28,0.75,9.2,6,red
4.8,0.375,0.25,13.9,0.034,23.0,179.0,0.99124,3.15,0.65,12.2,5,white
5.9,0.98,0.25,65.8,0.301,68.0,60.0,0.99505,3.1,1.1,11.55,6,white
6.6,0.6,0.33,10.5,0.064,11.0,219.5,0.99513,3.33,0.68,11.55,5,white
4.5,0.555,0.26,5.2,0.032,87.0,120.0,0.99854,3.52,1.13,11.5,6,red
6.0,0.38,0.29,1.7,0.043,17.0,134.0,0.99935,3.46,0.55,9.4,5,white
9.4,0.35,0.49,2.6,0.041,20.0,88.0,0.99708,3.24,0.62,11.3,5,white
6.6,0.59,0.31,17.45,0.041,26.0,47.0,0.99441,3.37,0.52,10.3,7,white
5.8,0.8,0.07,2.25,0.03,22.0,36.0,0.9998,3.06,0.83,11.2,7,white
7.2,0.15,0.34,8.0,0.09,27.0,104.0,0.99143,3.38,1.36,11.0,5,red
12.4,0.395,0.22,16.65,0.024,34.0,142.0,0.99794,3.5,0.44,10.1,7,white
6.1,0.43,0.31,16.8,0.127,5.0,247.0,0.98966,3.3,0.57,11.85,5,red
7.1,0.675,0.31,14.1,0.021,87.0,53.0,0.99785,2.8,0.5,11.4,5,red
6.6,0.26,0.26,16.75,0.208,32.0,175.0,0.99528,3.75,0.57,10.5,5,white
15.0,1.115,0.39,4.75,0.076,78.0,102.0,0.9997,3.42,0.62,9.2,6,red
7.4,0.36,0.4,7.1,0.174,8.0,133.0,0.99738,3.19,0.37,11.4333333333333,7,white
6.3,0.46,0.57,10.1,0.211,44.5,172.0,0.99702,3.26,0.53,12.3333333333333,6,white
9.2,0.59,0.29,15.75,0.082,39.0,184.0,0.99026,3.42,0.44,9.6,5,white
12.2,1.025,0.32,2.6,0.045,10.0,219.0,0.99266,2.74,0.44,9.73333333333333,6,white
7.4,0.46,0.4,10.9,0.034,51.5,179.0,1.00015,3.46,0.93,12.5,6,white
7.2,0.17,0.51,1.8,0.094,55.0,99.0,0.99684,3.4,0.38,8.7,5,red
6.4,0.34,0.29,13.0,0.205,50.0,34.0,0.98836,3.36,0.91,9.2,6,red
15.9,0.2,0.34,6.7,0.067,15.0,42.0,0.9952,3.66,0.59,10.4,5,white
12.3,1.1,0.64,16.95,0.067,10.0,170.0,0.99631,3.85,0.33,10.0,6,white
7.9,0.585,0.22,15.3,0.046,41.0,158.0,0.99318,3.26,0.98,9.6,6,white
6.0,0.24,0.49,15.2,0.102,73.5,131.0,0.99122,3.4,0.89,9.8,6,white
9.8,0.855,0.36,17.7,0.05,4.0,95.0,0.99322,3.33,0.44,9.3,6,white
6.0,0.145,0.25,16.1,0.118,110.0,23.0,0.9967,3.2,0.73,9.9,7,white
12.3,0.31,0.29,15.2,0.031,61.0,131.0,0.99782,3.19,0.34,11.0,5,white
9.8,0.145,0.69,17.55,0.03,35.5,236.0,0.99182,3.29,0.37,9.53333333333333,6,white
5.8,0.44,0.53,2.8,0.081,41.0,256.0,0.99272,3.17,0.49,13.05,6,white
8.8,0.715,0.25,4.45,0.069,41.5,203.0,0.99038,3.71,0.43,11.0666666666667,4,white
11.8,0.46,0.3,12.2,0.061,3.0,85.0,0.99221,2.77,0.58,11.3333333333333,6,white
6.2,0.54,0.35,18.8,0.085,22.0,31.0,0.99074,3.53,1.11,9.7,5,white
6.1,0.855,0.3,17.0,0.048,35.0,72.0,0.99666,2.86,0.46,11.1,5,white
6.3,0.16,0.29,19.1,0.066,18.0,16.0,0.99838,3.31,0.36,11.0,5,white
11.0,0.28,0.27,18.95,0.136,10.0,172.0,0.99668,3.14,0.56,9.3,6,red
11.4,0.485,0.18,20.2,0.028,45.0,138.0,0.99043,3.32,0.56,13.2,6,white
9.8,0.54,0.03,17.8,0.081,18.0,72.0,0.99458,4.01,0.42,9.0,6,white
7.5,0.745,0.0,10.5,0.127,37.0,156.0,0.998,3.18,0.41,11.6,6,white
7.2,0.08,0.54,16.65,0.096,26.0,249.0,0.999,3.22,0.66,9.4,6,white
7.4,0.33,0.61,8.55,0.036,59.0,227.0,0.99297,3.28,0.62,9.4,7,white
6.6,0.15,0.3,22.6,0.045,15.0,153.0,0.9942,2.77,0.44,9.4,5,white
10.7,0.36,1.0,1.9,0.068,79.0,149.0,0.99545,3.55,0.66,11.6,5,white
6.4,0.24,0.65,1.2,0.051,44.0,238.5,0.99085,2.91,0.71,11.94,8,red
8.4,0.48,0.64,2.1,0.096,51.5,146.0,0.99474,3.23,0.23,9.6,6,white
11.3,1.24,0.08,3.65,0.043,48.5,215.0,0.99555,3.29,0.34,13.05,5,white
12.2,0.325,0.39,17.45,0.029,66.0,118.0,0.99519,3.15,0.44,9.2,6,white
6.3,0.245,0.32,14.45,0.171,6.0,234.0,0.99177,2.83,0.79,9.4,5,white
7.2,0.705,0.4,13.55,0.04,23.0,19.0,0.9974,3.33,0.46,12.5,5,red
7.5,0.435,0.26,13.7,0.086,23.0,105.0,0.99124,3.28,0.44,12.0,5,white
7.4,0.44,0.49,6.1,0.041,73.5,206.0,0.99137,3.4,0.33,9.6,5,white
8.9,0.2,0.32,17.8,0.212,9.0,91.0,0.99155,3.55,1.06,12.0,5,red
12.8,1.33,0.24,5.5,0.071,24.0,67.0,0.99601,3.59,0.56,9.2,5,white
6.9,0.455,0.79,5.7,0.08,110.0,139.0,0.99188,3.09,0.46,9.25,5,white
4.5,0.19,0.3,2.7,0.041,7.0,178.0,0.99471,3.1,0.57,12.5,6,white
6.8,0.55,0.38,13.5,0.031,43.0,170.0,0.99718,3.0,0.41,10.4,6,white
7.3,0.63,0.72,65.8,0.123,34.0,115.0,0.99212,3.15,1.11,10.5,6,white
7.8,0.395,0.86,10.8,0.112,10.0,72.0,0.98822,3.32,0.5,11.7333333333333,6,white
8.6,0.85,0.29,1.2,0.047,13.0,151.0,0.99686,3.2,0.38,9.3,6,white
6.2,0.275,0.16,5.1,0.027,11.0,74.0,0.98959,3.14,0.38,10.0,8,white
6.5,0.28,0.49,2.8,0.049,30.0,110.0,0.99514,3.24,0.38,9.55,6,white
5.1,0.845,0.05,11.0,0.337,60.0,107.0,0.99284,3.25,0.59,9.8,5,white
6.5,0.3,0.02,19.3,0.171,131.0,79.0,0.99355,3.32,0.39,11.4333333333333,5,white
10.1,0.425,0.34,13.8,0.358,16.0,230.0,0.99122,3.25,1.14,11.5,6,white
6.6,0.315,0.29,9.1,0.149,12.0,224.0,0.99863,3.2,0.79,9.4,6,white
15.6,0.54,0.31,6.85,0.088,40.0,124.0,0.99302,3.19,0.36,9.4,7,white
8.1,0.775,0.86,6.95,0.135,52.5,106.0,0.99473,3.0,0.65,10.1,6,white
10.3,0.6,0.91,2.4,0.108,11.0,122.0,0.99184,3.36,0.78,10.9,7,white
6.6,0.92,0.02,7.4,0.422,12.0,115.0,0.9893,3.44,0.54,10.0,5,white
10.5,0.18,0.26,5.25,0.048,76.0,119.0,0.98946,3.31,0.53,9.3,5,white
6.1,0.93,0.26,2.3,0.03,44.0,170.0,0.98916,3.16,1.33,9.6,7,white
6.9,0.54,0.27,9.85,0.081,17.0,245.0,1.00005,3.1,0.6,10.5,6,white
7.2,0.56,0.25,15.3,0.176,17.0,131.0,0.99006,3.31,0.34,12.5,7,white
6.8,1.1,0.27,10.8,0.056,55.0,81.0,0.99796,3.2,0.38,10.5333333333333,6,white
6.2,0.1,0.69,4.6,0.059,66.0,175.0,0.99326,3.46,1.34,10.0,5,red
12.4,0.96,0.29,17.0,0.084,60.0,157.0,0.99342,3.2,0.71,9.4,6,white
8.8,0.765,0.35,7.25,0.057,37.0,72.0,0.99587,3.3,0.38,8.5,6,white
6.0,0.605,0.49,18.05,0.031,21.0,220.0,0.99405,3.16,0.31,9.2,5,white
13.4,0.24,0.26,13.6,0.081,15.0,35.0,0.99451,3.2,0.36,10.5,6,white
7.4,0.26,0.28,1.2,0.037,22.0,122.0,0.99022,3.2,0.52,9.4,6,white
6.8,0.15,0.06,16.4,0.041,72.0,234.5,0.99298,3.31,0.52,10.0,5,white
6.3,0.715,0.35,19.9,0.046,38.5,118.0,0.99411,3.36,0.36,11.0,6,white
11.7,0.16,0.2,1.1,0.369,15.0,182.0,0.99807,3.11,0.45,11.35,6,white
7.4,0.28,0.21,9.05,0.271,5.0,74.0,0.99511,3.3,0.53,9.4,7,red
9.1,0.55,0.25,7.1,0.059,13.0,56.0,0.99458,3.15,0.59,9.2,6,white
4.4,0.72,0.2,16.4,0.213,76.0,242.0,0.99069,3.51,0.35,10.8,7,white
6.9,0.18,0.28,1.75,0.009,5.0,67.0,0.99783,3.33,0.95,11.0,5,red
5.2,0.205,0.39,2.3,0.255,34.0,142.0,0.9979,3.19,0.38,13.05,5,white
4.5,0.48,0.91,1.9,0.04,7.0,111.0,0.9944,3.32,0.44,10.4,5,white
6.9,0.725,0.38,2.4,0.042,70.5,176.0,0.99357,3.28,0.77,12.5,5,white
4.9,0.455,0.32,18.15,0.04,23.0,71.0,0.99651,3.36,0.44,10.0,5,white
7.4,0.25,0.31,7.9,0.034,34.0,119.0,0.989435,3.26,0.52,10.9666666666667,5,white
11.7,0.48,0.26,4.2,0.091,44.0,224.0,0.98722,3.06,0.28,9.0,6,white
7.1,0.655,0.5,9.3,0.154,13.0,81.0,0.99,3.18,0.44,9.0,5,white
6.5,0.765,0.28,16.1,0.165,87.0,76.0,0.99044,3.3,0.38,11.7,5,white
6.5,0.25,0.18,11.5,0.009,30.0,226.0,0.9956,3.19,0.37,10.9,6,white
8.5,0.19,0.28,2.5,0.145,110.0,134.0,0.99188,3.52,0.41,9.2,7,white
6.7,0.32,0.46,13.5,0.075,20.0,150.0,0.99107,3.52,0.48,12.8,6,white
8.8,0.25,0.43,8.3,0.467,12.0,248.0,0.98913,3.79,0.53,11.7,6,white
