fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7.9,0.16,0.46,18.05,0.049,13.0,162.5,0.99249,3.25,0.54,8.7,5,white
9.6,0.38,0.34,1.7,0.084,43.0,127.0,0.99914,3.13,0.4,12.8,4,white
6.2,0.315,0.44,1.7,0.025,32.0,13.0,0.9966,3.45,0.43,11.65,5,white
7.5,0.31,0.28,1.4,0.046,19.0,81.0,0.99274,3.06,0.61,11.9,6,white
9.2,0.54,0.65,2.2,0.042,17.0,84.0,0.99228,3.45,0.32,9.8,5,red
8.1,0.85,0.65,1.4,0.04,30.0,84.0,0.9959,2.9,0.46,10.4,5,white
6.3,0.49,0.65,10.4,0.053,33.0,135.0,0.99424,3.14,0.47,12.8,5,white
6.3,0.19,0.4,65.8,0.086,12.0,84.0,0.99574,3.03,0.77,8.7,6,white
6.7,0.12,0.23,1.3,0.088,10.0,122.0,0.9973,3.05,0.58,12.2,6,white
7.9,1.07,0.34,13.0,0.044,40.0,179.0,0.9948,3.11,0.62,10.4,7,white
10.6,0.43,0.32,8.0,0.035,7.0,124.0,0.99193,3.05,1.13,11.65,5,white
7.0,0.22,0.5,2.0,0.058,29.0,15.0,0.994,3.2,0.58,11.5,6,white
6.6,0.36,0.39,1.1,0.042,5.0,108.0,0.9937,3.39,0.38,10.0,5,red
7.5,0.4,0.43,10.6,0.082,39.0,7.0,1.0001,3.46,0.59,12.4,5,white
6.6,0.28,0.46,1.6,0.08,88.0,233.0,0.9921,3.58,0.7,9.2,5,white
7.7,0.17,0.3,1.5,0.038,13.0,105.0,0.9961,3.2,0.38,11.8,6,white
7.8,0.41,0.3,5.3,0.132,17.0,129.0,0.991,3.21,0.41,10.9333333333333,5,red
6.9,0.4,0.41,11.1,0.038,22.0,157.0,0.99306,3.27,0.38,11.1,6,white
14.0,0.71,0.37,12.7,0.066,15.0,84.0,0.9982,3.1,0.41,10.2,7,white
7.9,0.2,0.35,1.2,0.066,48.0,116.0,0.99188,3.27,0.47,11.1,5,white
6.3,0.41,0.42,12.1,0.025,21.0,149.0,0.98856,3.02,0.45,10.6,6,white
5.9,0.125,0.18,17.5,0.042,29.0,20.0,0.998,3.39,0.5,10.1,5,white
