fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
8.2,0.24,0.23,2.9,0.045,10.0,140.0,0.99636,3.21,0.7,9.4,5,red
5.8,0.24,0.23,1.9,0.076,16.0,113.0,1.0007,3.03,0.39,10.3,5,white
5.9,0.39,0.19,1.6,0.031,26.0,148.0,0.9965,3.05,0.7,13.8,6,red
7.9,0.31,0.48,2.6,0.066,22.0,111.0,0.9993,3.24,0.57,11.2,5,white
5.4,0.51,0.29,7.4,0.042,10.0,164.0,0.98959,3.19,0.53,11.5,5,white
7.7,0.29,0.25,6.2,0.076,10.0,123.0,0.9898,3.32,0.45,10.4,5,white
5.8,0.33,0.25,2.5,0.045,26.0,132.0,0.99985,3.2,0.64,11.9,7,white
6.9,0.26,0.44,17.85,0.042,29.0,86.0,0.9986,2.99,0.62,11.7,6,white
7.6,0.2,0.35,4.6,0.031,74.0,109.0,0.99081,3.3,0.64,10.3,6,white
15.9,0.3,0.34,7.6,0.033,64.0,25.0,0.99408,3.12,0.5,9.0,6,red
10.6,0.345,0.34,1.1,0.091,14.0,43.0,0.9931,3.46,0.54,11.7,5,white
5.0,0.73,0.21,2.3,0.127,289.0,86.0,0.99728,3.32,0.63,11.4,7,white
7.9,0.38,0.32,15.3,0.04,52.0,134.0,0.9961,3.37,0.46,10.0,6,white
6.5,0.31,0.36,13.9,0.118,56.0,13.0,0.99388,3.33,0.67,11.4,5,white
7.0,0.365,0.52,18.0,0.044,24.0,77.5,0.99567,3.05,0.67,11.8,5,white
6.0,0.24,0.34,5.4,0.047,28.0,192.0,0.9944,3.18,0.93,12.6,6,white
5.9,0.17,0.21,2.6,0.05,28.0,169.0,1.0,3.42,0.62,8.8,6,red
7.1,0.26,0.45,1.4,0.082,10.0,129.0,0.99758,3.02,0.41,11.8,6,white
7.4,0.24,0.25,12.5,0.05,26.0,102.0,0.99882,3.19,0.49,12.3,6,white
6.7,0.13,0.2,1.1,0.045,48.0,214.0,0.99542,3.09,0.77,8.8,7,white
7.4,0.24,0.45,12.7,0.067,16.0,20.0,0.99425,2.88,0.35,12.7,5,white
6.1,0.15,0.32,1.6,0.038,49.0,192.0,0.99045,3.03,0.69,10.3,6,red
8.5,0.115,0.21,4.3,0.157,26.0,61.0,0.99344,3.22,0.37,9.6,6,white
5.7,0.26,0.3,0.9,0.044,37.0,212.5,0.99426,3.46,0.45,11.8,6,white
12.2,0.24,0.48,11.1,0.046,17.0,23.0,0.99482,3.25,0.63,8.8,7,white
6.1,0.35,0.21,1.6,0.142,28.0,127.0,0.9981,3.29,0.55,10.5,7,white
6.0,0.17,0.25,2.3,0.039,43.0,180.0,0.99225,3.32,0.55,9.4,5,white
7.9,0.54,0.26,1.8,0.035,29.0,117.0,0.9938,3.05,0.51,12.0,6,white
