fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.4,0.31,0.31,8.7,0.032,20.0,137.0,1.0006,3.31,0.44,11.9,6,white
5.9,0.2,0.3,7.2,0.078,33.0,155.0,0.9916,2.96,0.42,9.4,6,red
9.4,0.49,0.37,10.0,0.042,46.0,12.0,0.9917,3.22,0.4,9.4,6,white
6.4,0.27,0.3,4.7,0.03,6.0,108.0,0.9924,3.04,0.77,9.0,6,red
7.3,0.14,0.37,2.1,0.048,38.0,158.0,0.9947,2.99,0.56,10.7,6,red
6.6,0.29,0.39,1.6,0.035,17.0,172.0,0.99604,3.54,0.37,10.7,8,red
5.9,0.32,0.4,8.7,0.033,27.0,189.0,0.99613,3.63,0.83,12.5,5,white
6.9,0.38,0.31,1.3,0.052,19.0,98.0,0.997,3.22,0.57,11.4,6,white
7.4,0.29,0.33,13.7,0.062,35.0,15.0,0.9917,3.14,0.54,12.5,5,white
9.3,0.46,0.31,1.9,0.041,26.0,144.0,0.9922,3.14,0.4,9.3,6,white
7.6,0.28,0.13,2.1,0.048,15.0,190.0,0.9917,3.12,0.4,10.2,6,white
7.6,0.28,0.31,10.9,0.038,20.0,93.0,0.993,3.22,0.45,9.9,5,white
13.2,0.18,0.21,1.8,0.093,29.0,190.0,0.99779,3.07,0.6,11.0,5,white
7.2,0.28,0.07,1.4,0.042,55.0,15.0,0.99631,3.22,0.49,9.4,6,white
7.4,0.56,0.25,7.2,0.034,28.0,149.0,0.9922,3.3,0.45,9.6,5,red
7.9,0.26,0.37,7.8,0.03,42.0,77.0,0.9952,2.93,0.39,11.4,5,red
6.7,0.38,0.38,1.65,0.042,58.0,11.0,0.9962,3.15,0.55,11.3333333333333,6,red
6.9,0.26,0.27,1.8,0.054,33.0,120.0,0.9972,3.17,0.44,11.7,7,white
7.3,0.22,0.29,4.7,0.042,37.0,155.0,0.98886,3.3,0.42,9.4,5,white
6.7,0.23,0.31,2.0,0.039,36.0,186.0,0.9965,3.21,0.78,10.0,6,white
6.5,0.32,0.3,1.4,0.086,47.0,87.0,0.9932,3.18,0.42,9.4,6,white
5.7,0.17,0.07,1.3,0.029,57.0,69.0,0.9937,3.37,0.6,10.0333333333333,6,white
7.1,0.13,0.61,2.5,0.046,26.0,112.0,0.9978,3.3,0.38,9.4,6,white
6.8,0.25,0.45,7.7,0.046,7.0,234.0,0.99166,3.04,0.47,12.3,5,red
7.9,0.18,0.39,1.8,0.051,46.0,57.0,0.9988,3.51,0.42,9.5,5,white
7.0,0.22,0.36,7.7,0.024,34.0,108.0,0.99067,3.3,0.45,11.95,7,white
9.4,0.17,0.38,8.8,0.047,23.0,110.0,0.9952,3.49,0.47,10.2,6,red
5.9,0.55,0.49,4.3,0.05,21.0,108.0,0.9937,3.24,0.31,12.6,6,red
7.5,0.6,0.16,2.0,0.079,15.0,148.0,0.9924,3.1,0.54,10.0,6,white
7.2,0.27,0.26,7.7,0.034,26.0,13.0,0.9969,3.18,0.58,12.1,5,white
5.2,0.31,0.42,6.5,0.041,24.0,128.0,0.998,3.07,0.45,10.6,6,red
7.9,0.12,0.27,2.0,0.078,11.0,148.0,0.99065,3.15,0.57,9.4,6,white
6.9,0.28,0.02,8.6,0.212,56.0,188.0,0.9924,3.15,0.55,9.9,6,white
6.2,0.21,0.34,7.2,0.028,12.0,164.0,0.99209,3.1,0.49,14.05,6,red
7.9,0.28,0.34,11.4,0.084,55.0,58.0,0.9986,3.22,0.46,11.7,7,white
7.3,0.26,0.4,7.0,0.052,36.0,58.0,0.9983,3.23,0.51,12.2,6,white
7.1,0.32,0.46,7.8,0.054,44.0,108.0,0.9938,3.29,0.6,9.9,6,white
6.9,0.32,0.32,1.5,0.052,24.0,120.0,0.9914,3.31,0.5,10.7,6,white
7.2,0.6,0.3,1.6,0.05,41.0,149.0,0.9981,3.04,0.37,10.5,5,red
6.1,0.27,0.02,1.9,0.042,10.0,173.0,0.99026,3.16,0.6,9.0,5,white
7.2,0.18,0.45,1.9,0.041,27.0,101.0,0.9922,2.97,0.49,10.0,5,white
