fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
15.9,0.21,0.46,14.15,0.04,28.5,73.0,0.99289,3.3,0.32,11.55,6,white
7.9,0.415,0.32,4.6,0.055,54.0,63.0,0.99495,3.25,0.85,10.1,5,red
7.8,0.81,0.31,6.3,0.096,64.0,53.0,0.99298,3.08,0.38,8.8,6,white
7.0,0.42,0.52,16.9,0.02,3.0,61.0,0.9934,3.02,1.01,12.3333333333333,3,white
5.9,0.155,0.32,1.7,0.048,65.0,104.0,0.99424,3.17,0.77,8.0,7,white
6.2,0.33,0.29,8.65,0.045,19.0,17.0,0.99556,3.08,0.72,9.7,6,white
5.1,0.36,0.64,12.1,0.213,52.0,98.0,0.9972,3.18,0.22,14.0,7,red
10.2,0.6,0.23,7.2,0.079,40.5,115.0,0.989435,3.08,0.43,12.75,7,white
9.1,0.395,0.58,10.6,0.137,59.5,91.0,0.99971,3.59,0.47,13.2,4,white
9.4,1.02,0.37,12.9,0.07,14.0,129.5,0.98986,3.58,0.48,9.2,6,white
7.1,0.4,0.04,3.85,0.092,10.0,201.0,0.99328,3.18,0.53,9.7,5,white
6.6,0.22,0.44,65.8,0.042,17.0,171.0,0.9893,2.99,0.88,10.5,6,red
7.2,0.645,0.55,13.7,0.078,17.0,68.0,0.99241,2.86,0.47,10.15,5,white
12.3,0.26,0.08,17.3,0.111,5.0,219.5,0.98956,3.05,0.66,11.3,6,red
7.2,0.24,0.23,1.7,0.201,36.0,103.0,0.99036,3.65,0.6,10.9,5,white
5.7,0.74,0.37,7.9,0.176,98.0,184.0,0.99185,3.53,0.68,10.1,5,white
15.0,0.935,0.91,19.3,0.267,57.0,10.0,0.9927,3.07,0.45,14.05,5,white
6.7,0.82,0.36,6.5,0.036,40.0,116.0,0.98896,3.31,0.47,9.8,6,white
7.5,0.76,0.28,13.15,0.099,15.0,63.0,0.99208,3.16,0.32,11.5,5,white
6.2,0.21,0.32,11.25,0.103,59.0,44.0,0.99712,3.09,0.36,8.8,6,white
7.4,0.42,0.42,8.9,0.413,73.0,256.0,0.9936,3.09,0.4,11.2,6,white
8.5,0.19,0.3,17.35,0.028,66.0,193.0,0.99807,3.3,0.51,12.2,5,white
6.6,0.28,0.46,4.65,0.051,289.0,152.0,0.99068,3.12,0.42,10.0,6,white
6.3,0.69,0.26,16.95,0.118,19.0,23.0,0.99322,3.42,0.52,11.0,5,white
14.2,0.205,0.06,1.9,0.113,65.0,159.0,0.99367,3.21,0.54,9.0,5,white
6.9,0.155,0.31,3.3,0.1,44.5,225.0,0.98913,3.46,0.5,9.7,8,white
4.6,0.65,0.52,8.9,0.061,7.0,216.0,0.99942,2.8,0.57,11.6333333333333,5,white
6.4,0.68,0.35,6.0,0.056,14.0,38.0,0.9964,3.21,0.52,10.1,5,white
6.9,1.005,0.26,2.0,0.037,34.0,282.0,1.0001,3.5,0.67,11.4333333333333,6,white
6.4,0.84,0.5,14.75,0.038,55.0,98.0,0.99546,3.36,0.27,10.0,6,white
8.2,0.33,0.64,2.3,0.08,14.0,90.0,0.98928,3.31,1.18,10.0,6,white
15.6,0.1,0.8,9.6,0.082,49.0,96.0,0.99422,3.41,1.07,13.0,5,white
4.2,0.43,0.69,17.95,0.101,13.0,103.0,0.98882,3.26,0.51,11.1,6,white
6.7,0.225,0.41,1.7,0.058,14.0,256.0,0.99471,3.36,1.0,10.8,6,white
13.7,0.46,0.13,7.3,0.083,72.0,219.0,0.99143,3.75,0.65,11.3,6,white
15.9,0.735,0.49,5.5,0.069,73.0,132.0,0.9986,3.45,0.37,11.8,6,white
10.8,1.13,0.42,16.55,0.069,41.0,79.0,0.99556,3.57,1.12,12.1,9,white
10.6,1.24,0.1,8.95,0.337,31.0,155.0,0.99068,3.33,0.92,10.0,4,white
7.9,0.16,0.27,6.65,0.094,17.0,163.0,0.998275,3.17,0.4,10.8,6,white
11.8,0.18,0.29,6.75,0.112,35.0,229.0,0.99745,3.12,0.56,11.5,5,white
6.4,0.52,0.29,14.4,0.048,34.0,111.0,0.99116,3.12,1.98,10.0,6,white
10.3,0.22,0.29,5.7,0.035,12.0,252.0,0.99728,3.21,0.51,10.6,6,white
8.0,0.25,0.75,13.65,0.026,36.0,52.0,0.99641,2.98,0.4,12.3333333333333,5,white
14.2,0.115,0.86,13.3,0.104,45.0,171.0,0.99223,3.14,0.91,9.8,7,white
5.1,0.375,0.74,13.1,0.037,14.0,113.0,0.99094,3.3,0.79,11.0,6,white
12.8,0.19,0.31,2.6,0.201,14.0,23.0,0.99418,3.25,0.64,9.53333333333333,6,white
6.4,0.38,0.61,10.6,0.029,63.0,124.0,0.98981,3.08,1.11,11.0,6,white
7.7,0.4,0.26,7.8,0.054,3.0,80.0,0.99245,3.07,0.65,9.63333333333333,6,white
6.7,0.265,0.1,7.1,0.033,17.0,242.0,0.98895,3.29,0.75,9.2,6,white
10.7,0.96,0.74,10.6,0.056,32.0,103.0,0.98975,3.15,0.4,11.5,7,white
8.4,0.255,0.32,5.7,0.066,51.5,68.0,0.99381,3.24,0.72,11.0,6,white
7.5,0.28,0.28,4.6,0.048,73.0,235.0,0.99373,3.3,0.4,11.3,6,white
7.0,0.36,0.21,10.5,0.037,95.0,440.0,0.99478,3.3,1.36,10.5666666666667,5,white
6.0,0.26,0.24,8.25,0.028,16.0,183.0,0.99715,3.31,0.51,10.0,6,red
