fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7.2,0.29,0.34,1.1,0.045,10.0,76.0,0.99855,3.2,0.43,10.1,5,white
7.3,0.33,0.31,11.0,0.096,41.5,118.0,0.99689,3.13,0.41,11.0,5,white
6.5,0.29,0.33,1.2,0.034,37.0,150.0,0.99551,3.22,0.53,9.6,5,white
6.6,0.635,0.27,14.1,0.019,52.0,77.5,0.99313,3.25,0.54,9.8,6,white
6.1,0.19,0.0,2.3,0.042,29.0,154.0,0.9977,3.17,0.54,11.4,6,red
7.2,0.54,0.3,2.1,0.212,32.0,132.0,0.98954,3.19,0.46,9.5,5,red
7.2,0.17,0.33,1.2,0.025,49.0,118.0,0.99319,3.26,0.5,9.3,7,white
6.8,0.24,0.36,1.4,0.042,36.0,110.0,0.99578,3.28,0.5,11.0,6,white
6.9,0.34,0.34,4.1,0.048,6.0,171.0,0.9939,3.12,0.56,9.2,5,white
6.8,0.56,0.37,1.3,0.045,88.0,17.0,0.9955,3.24,0.55,12.2,7,white
6.4,1.025,0.27,15.3,0.045,74.0,144.0,0.99413,3.1,0.49,9.4,5,white
6.1,0.28,0.33,1.6,0.036,28.0,207.0,0.99059,3.26,0.65,9.3,6,white
6.8,0.23,0.79,6.6,0.022,15.0,138.0,0.99642,3.39,0.43,10.0,6,white
6.2,0.285,0.38,7.2,0.047,28.0,249.0,0.99467,3.26,0.35,9.2,6,red
6.7,0.25,0.44,1.2,0.039,38.0,148.0,0.99496,3.26,0.57,10.4,6,white
8.0,0.34,0.01,5.3,0.046,14.0,153.0,0.99734,3.14,0.5,12.9,7,white
6.6,0.29,0.0,14.95,0.042,29.0,144.0,0.98978,3.21,1.18,10.0,6,red
7.0,0.34,0.31,2.1,0.175,29.0,59.0,0.99506,3.12,0.47,10.0,6,white
7.5,0.2,0.29,2.3,0.034,18.0,136.0,0.99024,3.29,0.96,9.6,7,white
7.2,0.2,0.62,2.1,0.05,21.0,124.0,0.99007,3.14,0.39,11.5,6,white
6.3,0.26,0.28,1.3,0.046,19.0,143.0,0.99884,2.99,0.5,10.8,5,white
7.0,0.5,0.3,2.3,0.176,26.0,72.0,0.99146,3.3,0.5,9.5,5,red
6.8,0.32,0.34,1.2,0.16,47.0,126.0,0.99405,3.26,0.43,9.3,7,white
3.8,0.19,0.3,16.65,0.075,6.0,138.0,0.99137,3.17,0.5,9.4,7,white
6.9,0.35,0.0,1.6,0.058,15.0,175.0,0.9874,3.13,0.87,9.7,7,white
6.1,0.24,0.35,5.15,0.135,30.5,103.0,0.99422,3.19,0.5,9.1,6,white
7.2,0.34,0.16,19.5,0.071,29.0,132.0,0.99448,4.01,0.48,10.6,6,red
6.4,0.285,0.51,1.7,0.045,27.0,149.0,0.99733,3.38,0.4,12.15,6,white
6.1,0.29,0.31,16.4,0.255,16.0,180.0,0.9907,3.39,0.53,9.0,6,white
6.8,0.3,0.32,17.75,0.039,62.0,131.0,0.99914,3.16,0.38,9.9,7,white
6.7,0.3,0.29,10.8,0.04,6.0,118.0,0.98868,3.22,0.49,9.3,5,white
6.7,0.24,0.34,2.1,0.049,45.0,82.0,0.9973,3.34,0.28,12.6,6,white
6.8,0.18,0.29,2.1,0.05,29.0,236.0,0.99178,3.36,0.5,9.5,6,white
10.3,0.3,0.25,2.7,0.046,35.0,79.0,0.9973,3.13,0.4,12.0,6,white
6.4,0.19,0.41,11.95,0.03,36.0,22.0,1.0001,3.17,0.77,9.4,6,white
6.9,0.35,0.34,1.6,0.121,29.0,66.0,0.99077,3.15,0.44,9.3,5,red
7.2,0.2,0.18,3.65,0.095,44.0,70.0,0.99162,3.2,0.42,11.2,6,white
6.8,0.18,0.45,1.5,0.057,36.0,249.5,0.99502,3.2,0.58,10.1,6,white
7.2,0.3,0.26,2.5,0.037,36.0,115.0,0.99664,3.22,0.58,10.5,6,white
6.0,0.2,0.31,2.1,0.05,22.0,37.0,0.99938,3.22,0.42,9.6,7,white
6.8,0.33,0.22,2.5,0.051,7.0,76.0,0.99569,3.58,0.51,9.5,7,white
7.4,0.76,0.6,2.4,0.044,77.0,124.0,0.99081,3.0,0.43,9.0,7,white
7.2,0.96,0.27,9.85,0.046,24.0,82.0,0.99322,3.22,0.44,9.8,9,white
6.8,0.26,0.29,1.6,0.033,10.0,149.0,0.9966,3.16,0.46,9.2,7,red
7.4,0.22,0.28,1.6,0.049,3.0,162.0,0.99855,3.36,0.5,11.55,6,white
6.8,0.29,0.31,2.0,0.041,25.0,147.0,0.99471,3.22,0.5,12.2,6,red
6.9,0.32,0.28,1.6,0.039,24.0,164.0,0.9968,3.14,0.47,9.5,7,white
6.4,0.13,0.28,15.0,0.201,26.0,77.0,1.00044,3.18,0.49,9.3,5,white
8.8,0.25,0.29,7.6,0.053,29.0,133.0,0.99859,3.13,0.39,10.2,4,white
6.3,0.24,0.33,2.6,0.142,16.0,117.0,0.99107,3.72,0.5,9.5,7,white
6.4,0.15,0.29,2.1,0.076,20.0,226.0,0.9973,3.25,0.4,9.5,6,red
10.2,0.66,0.46,2.0,0.358,79.0,234.5,0.99053,3.23,0.44,9.3,3,red
10.2,0.82,0.21,5.5,0.029,22.0,124.0,0.99008,3.15,0.38,10.0,6,white
6.2,0.25,0.34,1.4,0.045,19.0,7.0,0.99155,3.22,0.48,9.5,7,white
