fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
13.0,0.305,0.25,7.8,0.143,56.0,71.0,0.99633,3.45,0.34,10.8,5,white
7.9,0.11,0.82,18.95,0.069,59.0,211.0,0.9902,3.12,0.34,12.2,8,white
10.0,0.325,0.19,9.15,0.067,11.0,100.0,0.99315,3.59,0.64,9.3,5,red
5.7,0.885,0.14,4.75,0.033,8.0,147.0,0.99248,3.01,0.23,12.0,8,white
8.5,0.78,0.66,19.6,0.024,64.5,184.0,0.99225,3.27,1.36,11.95,6,white
7.0,0.8,1.0,20.4,0.089,28.5,256.0,0.98997,3.77,1.07,10.9666666666667,7,white
10.4,0.345,0.8,19.6,0.171,146.5,198.0,0.99047,2.99,0.78,10.0,8,red
6.7,0.405,0.99,13.4,0.024,47.0,206.0,0.99132,2.85,0.97,10.15,3,white
5.2,0.77,0.68,8.0,0.052,11.0,76.0,0.98918,3.48,0.92,12.3333333333333,7,white
8.1,0.18,0.52,10.6,0.1,112.0,29.0,0.99656,3.79,0.33,10.1333333333333,8,white
9.5,0.315,0.21,2.25,0.156,57.0,151.0,0.99336,3.33,1.28,10.3,7,white
10.5,0.88,0.74,13.7,0.053,108.0,62.0,0.9959,3.5,1.16,12.0,3,white
4.8,0.54,0.82,6.3,0.415,81.0,313.0,0.9918,3.33,0.79,10.5333333333333,5,white
12.7,0.645,0.16,7.85,0.106,15.0,71.0,0.99202,3.15,0.49,12.5,5,white
9.0,0.665,0.31,18.75,0.063,49.0,57.0,0.99324,3.41,0.36,11.5,9,white
12.7,0.785,0.28,23.5,0.415,50.0,240.0,0.99199,3.31,0.83,13.6,6,white
5.0,0.495,0.71,2.25,0.102,52.0,82.0,0.98972,3.76,1.08,8.0,6,red
4.4,0.72,0.53,9.4,0.064,56.0,49.0,0.99186,3.26,0.64,10.3,5,red
10.8,0.395,0.59,5.6,0.107,47.0,189.0,0.9926,3.07,0.55,13.0,8,white
5.5,0.79,0.57,13.0,0.082,31.0,63.0,0.99155,3.4,0.26,9.25,4,white
5.7,0.905,0.69,13.9,0.226,34.0,196.0,0.99483,2.98,1.02,10.3,6,white
15.9,0.835,0.7,14.0,0.156,73.5,181.0,0.99788,3.7,0.93,11.0,9,white
10.5,0.41,0.51,9.5,0.098,12.0,143.0,0.99182,2.77,0.45,10.6,6,white
5.8,0.37,0.07,13.2,0.042,8.0,177.0,1.0011,2.77,0.44,10.4666666666667,4,red
6.45,0.2,0.91,19.4,0.464,44.5,150.0,0.99396,2.93,1.06,9.4,5,white
13.4,0.08,0.6,6.8,0.063,35.0,223.0,0.9971,3.31,0.64,12.75,7,white
4.8,0.38,0.31,10.8,0.055,1.0,78.0,0.998365,3.77,0.29,10.5333333333333,4,white
6.1,0.18,0.07,7.25,0.028,98.0,179.0,0.99317,2.92,0.75,13.0,3,red
12.7,0.87,0.15,1.25,0.127,20.0,251.0,0.99278,3.16,0.78,11.0666666666667,5,red
14.2,1.005,0.56,13.9,0.081,52.5,66.0,0.98941,3.79,1.11,13.9,5,white
11.0,0.815,0.49,14.7,0.267,32.0,104.0,0.99672,2.95,1.34,12.3,6,red
7.7,0.65,0.27,10.5,0.332,68.0,68.0,0.99357,3.19,0.71,11.0,9,red
9.6,0.345,0.73,5.0,0.092,5.0,108.0,1.00037,3.4,0.99,9.55,9,white
10.5,0.62,0.1,10.2,0.161,34.0,26.0,0.99097,3.4,0.99,9.8,6,white
5.6,0.835,0.46,7.35,0.169,12.0,109.0,0.99192,3.58,0.79,9.25,4,red
12.7,0.675,0.1,19.5,0.083,88.0,183.0,0.99531,3.68,0.86,9.4,5,red
14.2,0.135,0.65,12.8,0.048,72.0,33.0,0.99725,3.03,1.1,11.9,3,white
3.9,0.215,0.03,11.8,0.185,80.0,165.0,0.99704,3.04,0.29,10.0,3,white
15.6,0.455,0.63,5.2,0.047,7.0,114.0,1.0026,3.23,1.1,11.4,6,white
12.3,0.32,0.05,7.75,0.149,60.0,162.0,0.99552,3.38,1.95,13.7,7,white
13.7,0.865,0.27,5.35,0.049,75.0,124.0,0.99144,2.98,0.71,13.05,6,red
8.3,0.27,0.0,9.7,0.25,9.0,256.0,0.99097,2.74,0.47,12.2,6,white
8.2,0.88,0.86,1.9,0.205,61.0,10.0,0.99575,3.9,0.22,11.0666666666667,8,white
9.0,0.485,0.4,6.7,0.205,39.0,249.0,0.99044,3.04,0.38,8.4,7,white
5.2,0.08,0.2,17.6,0.02,37.0,32.0,0.99139,3.77,0.31,10.6,4,white
14.3,0.585,0.33,7.4,0.106,122.5,136.0,0.99479,2.85,0.85,10.0,5,white
5.9,0.34,0.31,3.9,0.067,45.0,245.0,0.99832,3.63,0.55,11.45,9,white
9.7,0.64,0.58,17.1,0.101,51.0,217.5,0.99257,2.9,1.36,11.55,9,white
