fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.8,0.2,0.34,1.9,0.047,32.0,169.0,1.0004,3.29,0.41,10.5,6,white
6.9,0.25,0.25,1.9,0.038,42.0,145.0,0.9936,3.17,0.53,9.3,6,red
7.4,0.24,0.35,1.6,0.038,36.0,17.0,1.00038,3.2,0.54,10.6,6,white
6.9,0.19,0.33,1.2,0.05,36.0,37.0,0.98964,3.31,0.39,11.0,6,white
6.9,0.46,0.31,2.4,0.042,23.0,159.0,0.99822,3.32,0.37,9.5,6,white
6.8,0.24,0.42,1.7,0.03,28.0,138.0,0.9921,3.17,0.47,11.5,6,white
7.2,0.24,0.25,2.2,0.05,29.0,142.0,0.9948,3.2,0.53,10.1,6,white
6.5,0.22,0.32,1.3,0.05,14.0,159.0,0.9919,3.2,0.4,9.3,5,white
6.8,0.33,0.37,2.4,0.049,22.0,88.0,0.99755,3.25,0.58,9.8,5,red
8.4,0.24,0.25,2.2,0.036,21.0,92.0,0.99873,3.56,0.6,10.2,5,white
7.2,0.26,0.27,4.5,0.038,17.0,113.0,0.9921,3.36,0.38,9.6,7,red
7.0,0.28,0.18,1.7,0.038,15.0,189.0,0.9941,3.15,0.53,9.5,5,white
6.4,0.2,0.51,6.1,0.044,58.0,98.0,0.99158,3.31,0.48,13.05,6,white
7.0,0.23,0.33,11.8,0.084,83.0,146.0,0.992,2.94,0.64,9.8,5,red
6.6,0.21,0.32,4.0,0.038,54.0,146.0,0.99896,3.42,0.39,11.5,7,red
6.9,0.29,0.35,2.9,0.056,71.0,170.0,0.9976,3.03,0.56,9.9,6,red
6.8,0.26,0.09,2.0,0.038,26.0,71.0,0.99561,3.3,0.36,8.7,7,red
6.8,0.24,0.32,1.4,0.078,61.0,103.0,0.9918,3.23,0.4,11.0,7,white
6.8,0.26,0.41,6.7,0.042,28.0,119.0,0.9905,3.1,0.36,9.8,7,white
7.4,0.27,0.49,1.1,0.09,25.0,236.0,0.99627,3.1,0.38,11.1,5,red
10.2,0.32,0.28,2.4,0.075,33.0,113.0,0.9884,3.12,0.37,9.4,6,white
11.3,0.24,0.7,2.3,0.044,35.0,205.0,0.9915,3.36,0.44,10.2,5,white
6.5,0.21,0.34,2.1,0.044,27.0,120.0,0.9884,3.75,0.4,9.7,5,white
6.1,0.41,0.5,10.55,0.036,35.0,208.0,0.99002,3.68,0.57,9.3,5,red
6.3,0.22,0.34,2.2,0.036,42.0,128.0,0.99794,3.19,0.4,9.5,6,white
7.6,0.105,0.32,1.9,0.038,57.0,138.0,0.9976,3.26,0.47,10.0,6,white
6.8,0.35,0.49,1.3,0.039,29.0,113.0,0.9971,3.05,0.6,10.7,6,white
6.1,0.29,0.23,1.3,0.052,36.0,37.0,0.99184,3.14,0.46,9.8,6,red
6.5,0.24,0.3,1.7,0.04,29.0,169.0,0.99429,3.18,0.46,11.0,7,white
6.8,0.24,0.32,1.5,0.136,25.0,146.0,0.99845,3.23,0.65,10.4,6,white
10.7,0.23,0.7,1.5,0.062,28.0,101.0,0.9988,3.22,0.44,11.8,5,white
6.1,0.24,0.3,1.2,0.044,26.0,134.0,0.9959,3.11,0.48,12.9,6,white
6.3,0.33,0.29,1.7,0.053,17.0,238.0,0.9918,3.32,0.42,9.8,7,white
5.9,0.19,0.24,5.8,0.033,36.0,173.0,0.9956,3.11,0.49,10.2,6,white
6.0,0.18,0.31,9.5,0.033,17.0,212.5,0.99122,3.16,0.46,9.5,6,white
6.8,0.18,0.34,1.5,0.046,29.0,170.0,0.99388,3.16,0.42,11.5,5,white
7.6,0.23,0.14,19.5,0.029,6.0,118.0,0.9886,2.89,0.53,12.0,6,white
12.4,0.27,0.49,2.0,0.046,26.0,26.0,0.99144,3.1,0.49,13.2,5,white
