fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
4.5,0.77,0.47,5.15,0.341,44.5,210.0,0.99788,3.47,0.61,9.3,5,white
12.6,0.5,0.43,11.1,0.184,289.0,86.0,0.99033,3.17,1.33,9.3,8,red
7.0,0.82,0.4,22.6,0.068,27.0,81.0,0.99224,3.06,0.86,8.9,4,red
13.0,0.215,0.3,8.1,0.213,44.0,195.0,0.99554,3.51,0.38,11.75,6,white
11.4,1.185,0.41,4.25,0.101,289.0,37.0,0.9945,3.06,0.49,9.0,9,red
4.7,0.635,0.1,13.5,0.121,58.0,115.0,0.99189,3.49,0.56,10.9,6,white
7.8,1.13,0.28,17.5,0.058,20.0,86.0,0.99638,3.35,1.07,12.0666666666667,4,white
6.3,0.265,0.86,15.75,0.143,43.0,106.0,0.99807,3.56,0.66,10.0333333333333,4,white
10.2,1.025,0.31,16.8,0.236,26.0,156.0,0.99701,2.95,0.51,10.9666666666667,8,red
10.9,0.89,0.02,18.15,0.119,8.0,218.0,0.98779,3.33,1.1,11.05,8,white
5.5,0.36,1.23,14.75,0.11,59.0,88.0,0.99686,3.27,0.61,13.5,5,red
11.1,0.125,0.76,1.85,0.152,25.0,46.0,0.99152,2.97,0.91,11.8,6,white
15.6,0.67,0.06,8.65,0.108,71.0,203.0,0.99596,3.19,0.84,11.6,6,white
11.5,1.185,0.82,1.65,0.161,80.0,129.5,0.99831,2.82,1.11,11.2,9,white
10.0,1.13,0.45,7.7,0.133,108.0,96.0,0.99166,3.15,0.31,11.3,7,white
7.6,0.935,0.63,4.7,0.113,58.0,77.5,0.99642,3.52,1.17,9.25,4,white
7.3,0.74,0.47,9.05,0.039,67.0,183.0,0.99032,3.79,0.78,10.0333333333333,8,red
12.0,0.585,0.4,7.05,0.152,34.0,59.0,0.99376,2.94,0.42,11.95,7,white
4.4,0.68,0.06,16.7,0.36,48.0,30.0,0.99008,3.1,0.93,13.7,6,white
7.4,0.415,0.52,3.0,0.18,82.0,77.0,0.99385,3.85,1.06,13.8,7,red
4.9,0.265,0.2,3.1,0.156,59.5,70.0,0.99523,3.71,0.29,11.94,4,red
6.6,0.145,0.4,2.8,0.387,64.5,63.0,0.99464,3.71,1.16,11.7333333333333,3,red
15.9,0.83,0.41,3.75,0.12,27.0,12.0,0.99754,3.14,0.72,8.0,6,white
6.5,0.55,0.16,14.1,0.118,26.0,233.0,0.99481,2.96,0.89,9.4,4,white
8.4,0.38,0.7,15.9,0.341,23.0,259.0,0.99769,3.39,0.56,11.2,6,red
6.2,0.435,0.35,3.1,0.172,88.0,219.0,0.99407,3.06,0.95,9.1,7,white
6.3,0.605,0.33,10.4,0.133,35.0,106.0,0.99173,3.64,0.42,11.4,5,white
5.5,0.18,0.16,5.45,0.093,76.0,88.0,0.99296,3.74,0.99,12.5,6,white
8.9,0.725,0.3,7.2,0.053,69.0,151.0,0.99299,3.56,0.56,9.4,8,red
7.1,0.18,0.82,11.2,0.166,75.0,104.0,0.9911,3.59,1.13,12.5,5,white
10.0,0.57,0.28,3.1,0.082,25.0,165.0,0.99942,3.85,0.3,12.0,7,white
3.9,0.125,1.23,6.7,0.104,50.5,242.0,0.9914,3.11,0.9,14.05,6,white
11.6,0.91,0.65,0.6,0.132,38.0,177.0,0.98972,3.04,0.25,11.3666666666667,5,white
6.8,0.2,0.23,4.35,0.166,60.0,246.0,0.99156,3.22,1.59,11.35,4,white
7.4,0.54,1.23,7.35,0.077,67.0,72.0,0.99621,3.82,0.48,10.6,8,red
6.5,0.49,0.66,12.8,0.173,13.0,72.0,0.99602,3.26,0.92,9.0,5,white
11.7,1.13,0.33,15.8,0.142,59.5,38.0,0.99173,3.7,0.87,13.2,4,white
12.5,0.695,0.2,4.55,0.089,19.0,43.0,0.99201,3.16,0.5,10.4,6,white
5.3,0.255,0.18,18.2,0.03,76.0,249.5,0.99869,2.77,1.01,9.9,6,red
9.2,0.18,0.74,4.65,0.104,49.0,39.0,0.99556,3.76,0.38,8.0,5,white
5.0,0.69,0.61,1.6,0.064,54.0,18.0,0.99726,3.31,0.42,9.55,6,white
8.7,0.605,0.8,0.95,0.135,77.0,256.0,0.99199,3.01,0.5,12.3,3,white
10.1,0.585,0.8,1.2,0.081,27.0,148.0,0.99241,3.78,0.87,11.4333333333333,5,white
6.5,0.915,0.24,1.2,0.082,82.0,100.0,0.98981,3.11,1.01,9.9,5,white
4.4,0.655,0.62,26.05,0.137,77.0,185.0,0.9985,3.72,0.99,8.4,4,white
9.9,1.1,0.6,11.0,0.048,27.0,122.0,0.99374,3.44,1.18,12.15,8,white
3.9,0.975,0.57,3.9,0.147,30.5,184.0,0.99733,3.35,0.7,9.1,6,white
13.8,0.555,0.58,16.45,0.065,71.0,238.0,0.98944,3.16,0.72,9.53333333333333,4,white
4.9,0.655,0.28,19.9,0.033,42.0,193.0,0.98871,3.22,0.45,9.9,5,white
6.5,1.58,0.1,17.5,0.119,54.0,215.0,0.99716,3.19,0.99,9.25,3,white
10.5,0.32,0.27,16.9,0.121,37.0,40.0,0.98963,3.43,0.82,11.5,5,white
14.0,0.88,0.47,9.8,0.068,131.0,122.0,0.99077,3.75,1.16,11.75,5,white
5.4,0.23,0.24,5.1,0.103,34.0,166.0,0.9919,3.08,0.42,10.1333333333333,5,white
8.3,0.485,0.34,14.5,0.138,69.0,39.0,0.99575,3.85,0.6,14.0,3,white
5.9,0.9,0.22,12.55,0.085,12.0,227.0,0.99397,3.6,0.45,10.5,7,white
14.2,0.33,0.43,17.85,0.03,7.0,125.0,0.99622,3.5,0.27,10.8,8,red
10.9,0.585,0.2,8.2,0.065,26.0,85.0,0.99625,3.01,1.03,11.85,6,white
8.5,0.165,0.47,13.7,0.093,62.0,31.0,0.99818,3.12,0.69,11.65,6,white
7.6,0.11,0.3,13.9,0.034,146.5,162.0,0.99865,3.61,0.55,9.25,6,white
5.3,0.135,0.65,13.55,0.013,88.0,73.0,0.9995,3.7,1.31,11.6,8,white
11.5,0.24,0.3,1.8,0.239,60.0,36.0,0.99202,3.35,0.85,9.3,6,white
7.2,0.09,0.35,26.05,0.079,1.0,164.0,0.99077,3.02,0.25,12.6,6,white
3.9,0.835,0.43,14.5,0.113,77.5,152.0,0.99275,2.95,0.66,10.98,5,white
6.2,0.31,0.19,12.85,0.068,16.0,129.0,0.9919,3.38,0.7,12.4,9,white
9.9,0.77,0.53,0.7,0.267,35.0,8.0,0.991,3.69,1.05,10.9,4,white
5.6,0.1,0.25,17.8,0.2,33.0,18.0,0.99873,3.49,0.58,11.2,9,white
15.6,0.745,0.08,1.1,0.211,88.0,234.5,0.99249,3.38,1.56,12.8,4,white
5.1,0.63,0.19,14.35,0.24,89.0,59.0,0.99347,3.39,0.3,9.1,6,white
9.9,0.48,0.69,15.25,0.036,24.0,20.0,0.99622,3.74,0.27,11.7333333333333,4,white
13.2,0.385,0.0,17.0,0.184,39.0,28.0,0.99323,3.6,0.98,9.7,9,white
6.5,0.595,0.91,13.4,0.176,48.5,86.0,0.99202,3.09,0.87,10.98,5,white
6.3,0.67,0.46,10.0,0.051,131.0,218.5,0.99381,3.08,1.34,12.6,8,red
9.7,0.8,0.05,15.5,0.037,82.0,181.0,0.99598,2.82,0.32,13.5666666666667,6,red
7.4,0.835,0.51,13.8,0.401,28.5,229.0,0.98876,3.55,0.56,12.0,6,white
7.0,0.155,0.76,8.65,0.132,124.0,32.0,1.00242,2.77,0.69,11.35,7,white
5.2,0.26,0.7,11.6,0.165,26.0,32.0,0.99798,3.75,0.35,9.55,6,white
6.5,0.675,0.35,19.5,0.021,9.0,132.0,0.99162,3.02,0.87,10.2,6,white
12.7,0.11,0.25,5.25,0.255,77.0,72.0,0.9962,2.9,0.4,10.4666666666667,6,white
11.4,0.3,0.2,2.7,0.065,73.0,129.5,0.9982,3.37,1.1,10.2,3,white
9.5,0.91,0.27,0.6,0.054,72.0,6.0,0.98904,3.63,1.01,9.73333333333333,6,white
7.6,0.85,0.37,4.25,0.271,52.0,84.0,0.99418,3.39,0.82,11.7,8,red
9.3,0.935,0.24,7.2,0.168,110.0,131.0,0.99529,3.16,0.63,9.7,6,white
10.7,0.615,0.54,3.9,0.176,61.0,182.0,0.99152,3.44,0.79,10.8,6,white
9.5,0.595,0.82,17.35,0.122,66.0,142.0,0.99372,3.53,0.87,10.5666666666667,6,white
4.7,0.81,0.76,15.5,0.174,71.0,40.0,0.98984,3.69,1.36,12.6,9,red
6.6,0.43,0.69,15.75,0.2,16.0,43.0,0.99089,3.03,0.42,13.2,7,white
8.9,0.81,0.25,16.4,0.135,82.0,29.0,0.989,3.27,1.18,12.8933333333333,6,white
13.2,0.7,0.69,9.3,0.145,66.0,63.0,0.99495,3.44,1.12,9.73333333333333,5,red
7.6,0.335,0.12,16.4,0.108,289.0,195.0,0.99015,3.55,0.87,12.2,8,white
13.2,0.705,0.1,4.6,0.064,85.0,22.0,0.98882,3.15,1.61,9.73333333333333,7,red
10.2,0.475,0.3,10.65,0.048,17.0,160.0,0.99771,3.75,1.11,8.0,5,white
15.6,0.73,0.21,2.35,0.205,70.5,66.0,0.99869,3.57,0.57,9.7,7,red
11.4,0.27,0.06,11.45,0.042,6.0,77.0,0.99146,2.82,0.5,12.6,7,red
13.4,0.44,0.86,15.55,0.074,122.5,72.0,0.99563,3.61,0.76,9.8,3,white
6.8,0.475,0.08,12.3,0.301,12.0,52.0,0.99869,3.59,0.72,11.8,4,white
4.4,0.37,0.24,6.7,0.012,58.0,100.0,0.99648,3.54,0.62,10.5333333333333,6,white
6.4,0.74,0.31,1.3,0.018,131.0,19.0,0.98912,3.79,0.42,9.9,6,red
