fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
12.5,0.24,0.26,1.6,0.041,38.0,55.0,0.9959,3.24,0.63,9.2,6,white
7.8,0.24,0.23,1.7,0.035,25.0,171.0,0.9927,3.1,0.44,8.0,6,white
6.6,0.35,0.31,2.3,0.029,36.0,71.0,0.9963,3.15,0.38,10.4,5,white
7.2,0.58,0.21,11.25,0.072,6.0,159.0,0.99346,3.63,0.77,9.1,7,white
12.3,0.2,0.32,1.8,0.051,44.0,148.0,0.99568,3.22,1.1,9.4,5,white
6.4,0.21,1.0,2.8,0.343,6.0,23.0,0.9927,3.36,0.44,10.15,6,red
5.9,0.35,0.31,2.6,0.048,13.0,214.0,0.99052,3.1,0.46,9.7,7,white
6.1,0.17,0.29,1.9,0.036,47.0,128.0,0.98961,3.25,0.72,8.0,6,white
5.6,0.59,0.34,1.8,0.04,35.0,28.0,0.9911,3.44,0.34,11.8,7,white
5.9,0.35,0.28,12.8,0.032,105.0,142.0,0.99137,3.01,0.38,8.9,6,red
7.6,0.22,0.23,13.1,0.044,64.5,189.0,0.9972,3.04,0.66,11.1,6,white
5.7,0.31,0.27,1.1,0.044,12.0,29.0,0.99632,3.17,0.4,10.7,6,white
6.8,0.23,0.21,2.0,0.032,9.0,105.0,0.99536,3.13,0.5,8.7,5,white
6.6,0.42,0.46,1.4,0.045,19.0,214.0,0.9963,3.33,0.63,11.8,6,white
6.2,0.43,0.23,1.1,0.048,62.0,230.0,0.9963,3.38,0.42,11.2,6,white
8.7,0.92,0.2,1.0,0.027,36.0,132.0,0.99594,3.06,0.56,9.3,5,white
6.1,0.17,0.15,1.2,0.038,19.0,94.0,0.99192,2.9,0.73,9.7,6,white
6.7,0.53,0.28,17.2,0.09,42.0,71.0,0.99825,3.38,0.64,9.9,7,red
8.6,0.35,0.0,1.2,0.086,31.0,130.0,0.99499,3.39,0.23,10.7,5,red
7.1,0.84,0.54,17.3,0.034,42.0,182.0,0.99157,3.33,0.36,9.2,7,white
